SA3_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
40203,1117,1438,2551,1416,1730,3148,0,0,0,587,745,1337,0,0,0,5792,6630,12421,43,92,135,1006,1057,2066,98,132,228,70,85,156,501,555,1056,69,43,104,161,175,341,407,539,944,200,243,437,48,84,132,75,80,151,789,1167,1951,920,1141,2065,87,119,208,12269,14620,26885,3884,3255,7142,3628,2769,6393,25,20,47,4,9,11,1723,1511,3228,258,279,537,1983,1797,3779,12981,11763,24747,127,87,215,49,83,135,13157,11938,25093,2767,2189,4956,38824,38029,76855
40204,3174,3711,6886,3577,4516,8090,0,0,0,1420,1532,2946,0,5,7,10885,12186,23068,83,139,224,1509,1460,2965,233,304,534,127,133,257,785,1006,1789,111,110,221,320,340,659,1022,1174,2195,382,442,829,159,225,390,193,211,402,1740,2479,4221,2134,2302,4442,196,200,397,24880,28767,53644,3252,2877,6121,5647,5239,10890,23,12,38,6,8,12,1574,1279,2850,434,517,949,2017,1802,3818,28668,25592,54261,208,126,333,78,125,207,28946,25851,54798,4424,3927,8354,72365,72187,144550
40205,479,584,1064,3355,4301,7655,0,0,0,901,1094,1995,0,7,7,7472,8437,15908,70,92,156,721,752,1471,193,269,461,87,109,197,930,1211,2138,29,28,58,189,207,396,738,877,1610,341,399,736,117,172,290,103,118,224,2249,3130,5381,1276,1627,2904,232,246,474,18984,23088,42070,1064,980,2041,801,718,1514,17,13,31,6,4,5,742,614,1351,246,341,589,996,948,1949,22692,20590,43285,161,121,276,58,97,156,22909,20809,43716,2233,2045,4271,47477,49178,96660
40301,125,187,310,1632,2144,3775,0,0,0,173,204,378,0,0,0,3095,3662,6757,41,69,105,343,351,685,36,38,80,22,29,50,265,374,639,6,7,17,64,63,128,62,97,163,137,152,295,18,12,30,5,9,13,819,1155,1976,310,415,721,24,33,60,7049,8823,15866,191,168,358,136,121,258,16,29,45,7,0,3,61,58,121,57,95,150,123,152,277,8412,8157,16572,69,44,118,24,62,83,8501,8267,16776,924,905,1832,17060,18648,35711
40302,655,920,1577,3020,4011,7028,0,0,0,679,834,1516,12,8,19,6920,8416,15338,124,181,307,957,1067,2025,71,107,178,89,99,191,528,750,1281,86,104,187,170,209,380,412,515,928,275,373,647,50,66,118,58,71,122,1632,2469,4096,1199,1458,2657,80,97,173,16366,20831,37197,1913,1834,3744,1120,1075,2194,26,34,64,4,7,8,463,419,884,262,317,581,726,744,1473,22859,22139,44996,210,126,338,70,115,187,23134,22390,45525,2425,2134,4554,46373,49954,96326
40303,380,518,902,2525,3223,5747,0,0,0,683,770,1448,81,84,163,4154,5081,9233,71,111,183,1042,1170,2215,32,51,83,21,16,42,580,726,1307,20,22,43,74,105,178,268,296,561,189,229,422,18,34,56,24,27,45,1483,2060,3544,733,896,1632,110,106,216,12113,15005,27117,563,480,1040,403,394,799,39,48,80,3,0,3,120,121,239,97,134,235,222,256,476,16802,15791,32589,144,114,257,52,94,145,16997,15999,32991,1514,1375,2889,32222,34066,66290
40304,494,793,1281,6226,8026,14249,0,0,0,1297,1496,2789,96,116,216,9051,10927,19978,165,262,422,758,785,1545,328,435,758,157,213,371,1136,1485,2619,59,53,112,292,356,648,950,1136,2084,479,559,1039,100,139,240,171,173,343,3299,4595,7892,2568,3077,5644,219,263,486,27350,34091,61437,458,448,911,598,564,1164,42,59,98,9,7,21,191,164,353,329,487,816,527,662,1191,50853,47777,98629,344,264,607,167,252,421,51367,48291,99663,5609,5177,10783,86451,90077,176533
40401,1335,1789,3126,2888,3650,6536,0,0,0,621,734,1356,0,0,0,13983,15784,29764,51,86,135,4194,4532,8731,162,187,350,60,82,141,573,737,1309,178,169,340,178,225,402,539,623,1160,235,303,535,41,73,111,32,52,83,1633,2380,4012,1236,1492,2720,39,51,98,26646,31145,57792,1251,994,2245,1687,1488,3175,22,30,57,8,0,12,904,796,1701,152,180,328,1063,982,2040,22397,21104,43503,187,151,333,74,168,240,22657,21421,44074,3066,2868,5930,57723,60717,118442
40402,1556,1936,3485,1604,1889,3491,0,0,0,366,414,786,0,0,0,5208,6030,11242,34,50,86,1032,1054,2085,64,101,170,37,33,73,291,367,654,51,80,134,124,158,283,352,370,720,152,155,304,34,42,82,27,41,70,721,1030,1744,619,728,1342,29,23,50,10758,12575,23332,564,452,1016,991,903,1890,13,15,27,10,11,20,421,330,756,87,134,221,515,480,994,13429,12703,26130,103,79,187,60,93,149,13588,12874,26463,1959,1675,3641,29939,30910,60848
40403,564,742,1302,1486,1893,3376,0,0,0,282,353,641,4,4,6,5858,6862,12725,62,88,150,2514,2795,5310,68,91,160,16,11,27,394,572,964,148,127,280,80,112,196,180,235,412,144,187,333,13,22,29,21,37,65,900,1342,2239,640,775,1415,33,44,74,12843,15550,28393,1786,1586,3372,911,781,1696,40,30,69,0,0,0,860,743,1607,161,153,315,1022,900,1926,12920,11949,24867,118,94,215,51,71,116,13091,12111,25203,1676,1424,3098,31927,33125,65057
40501,54,112,173,1333,1526,2856,0,0,0,130,156,294,0,0,0,1550,1814,3363,28,42,75,75,62,141,45,60,106,7,4,14,2699,2991,5693,3,0,3,34,38,73,162,175,338,136,104,245,23,30,47,21,28,50,1024,1191,2218,422,455,876,58,48,106,7754,8735,16494,21,12,30,11,7,24,3,9,8,0,0,0,4,0,3,31,81,111,41,80,116,9469,8689,18155,64,52,121,21,47,77,9556,8791,18350,1495,1288,2784,18939,19036,37975
40502,34,62,92,885,1045,1926,0,0,0,90,90,179,0,0,0,1367,1483,2846,47,55,96,39,27,65,43,66,111,13,13,24,673,715,1390,0,0,0,32,37,65,101,117,214,74,73,150,15,8,25,19,25,46,1286,1505,2791,310,334,642,13,13,32,4998,5612,10604,33,27,57,23,18,40,0,4,4,0,0,0,16,15,33,23,38,67,43,58,100,5203,4590,9789,34,23,56,13,20,31,5247,4636,9878,999,915,1907,11372,11319,22691
40503,42,65,107,887,1028,1919,0,0,0,160,190,350,0,3,4,2387,2724,5113,9,7,24,106,107,215,32,46,74,26,30,54,326,413,741,0,0,0,48,34,82,69,117,185,80,84,166,27,53,83,13,10,22,1138,1410,2551,265,282,544,6,13,19,5590,6563,12149,31,20,54,56,55,112,0,0,0,6,0,4,16,10,24,41,62,99,60,69,125,6451,5736,12189,40,23,66,10,23,37,6507,5786,12291,1202,1109,2316,13495,13673,27164
40504,35,61,91,1103,1313,2421,0,0,0,138,187,328,3,0,6,1265,1381,2648,48,56,104,70,46,120,41,58,101,10,15,22,448,448,898,0,0,3,33,51,84,183,247,434,88,77,168,28,41,64,9,21,31,1651,1988,3637,276,302,578,5,7,12,5417,6234,11654,15,25,44,16,10,24,0,5,3,5,0,13,8,6,16,17,40,52,35,44,79,6564,5654,12215,30,19,48,14,29,40,6606,5702,12311,1300,1157,2453,13421,13235,26652
40601,99,178,271,2011,2288,4301,0,0,0,272,320,591,0,4,4,3680,4085,7763,61,87,141,194,182,376,59,109,168,28,34,59,1038,1273,2308,7,3,13,87,78,165,325,418,746,226,253,475,51,75,125,34,42,76,1743,2157,3903,615,693,1304,9,13,24,10426,12122,22554,149,109,256,78,70,146,14,10,22,23,30,51,72,59,129,57,78,141,151,165,316,14894,13095,27991,72,43,116,31,56,86,15001,13193,28194,2899,2432,5327,28810,28279,57092
40602,89,99,186,804,899,1701,0,0,0,90,92,180,28,42,74,1531,1621,3150,6,11,20,96,52,154,24,49,74,27,17,48,211,292,506,0,0,0,59,53,120,62,92,155,140,147,285,33,48,83,34,46,76,735,941,1673,329,343,676,7,7,14,4219,4762,8982,75,58,135,66,44,115,5,4,5,112,112,219,75,59,136,26,33,60,214,207,415,6273,5495,11766,31,22,53,26,22,52,6327,5536,11868,2369,1487,3850,13365,12193,25560
40701,137,227,365,2558,3183,5745,0,0,0,394,462,848,0,0,0,2116,2626,4741,119,187,301,101,98,195,127,198,325,63,74,134,618,750,1363,0,0,3,90,79,174,382,474,859,256,250,499,47,61,116,39,46,85,1881,2431,4314,849,968,1814,112,119,229,9746,12002,21747,50,30,79,39,21,59,12,11,20,0,0,0,21,15,40,77,144,222,102,157,262,14607,13838,28448,111,85,193,74,121,193,14790,14042,28836,2151,2076,4224,27030,28565,55593
40702,230,254,483,2258,2562,4822,0,0,0,472,516,990,43,51,92,4072,4820,8892,77,81,154,85,76,163,92,129,218,40,49,80,776,936,1717,10,8,18,67,57,127,331,389,719,976,1081,2056,83,92,179,57,69,133,1781,2294,4079,703,748,1453,22,25,43,11950,13981,25931,134,86,226,429,243,672,7,8,16,0,0,0,49,46,93,79,138,214,129,181,313,17228,15587,32816,88,68,156,47,44,93,17361,15701,33064,3494,2659,6156,33741,33115,66851
40703,200,282,482,2245,2686,4934,0,0,0,294,289,582,0,0,0,3378,3822,7194,104,132,238,635,563,1194,141,192,332,52,44,93,2848,3154,6002,5,0,5,142,130,278,415,451,861,234,211,440,69,79,147,111,113,220,2151,2740,4894,904,941,1844,133,129,257,13847,15675,29527,140,97,234,272,202,471,15,16,33,11,13,28,378,360,737,70,140,210,458,510,972,17182,15153,32337,85,62,150,54,90,144,17329,15304,32629,3956,2950,6906,36221,35040,71259
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,0,12
49999,19,19,38,96,79,169,0,0,0,12,10,21,0,0,0,135,142,274,0,0,0,12,6,19,4,3,8,5,0,5,14,22,35,0,0,0,6,5,5,14,16,26,6,14,15,0,5,6,3,11,18,52,53,106,33,39,74,0,3,8,407,395,796,6,10,18,19,16,33,0,0,0,0,0,0,0,3,10,15,19,31,18,21,34,836,682,1521,7,5,19,9,12,24,857,700,1560,550,342,893,1873,1506,3377
50101,234,363,595,3350,4172,7524,0,0,0,308,358,673,0,0,0,3478,4169,7644,105,117,227,61,71,125,174,230,401,22,27,55,54,83,139,0,0,0,78,99,177,108,127,237,268,310,577,15,32,43,69,70,140,528,800,1327,670,776,1444,15,21,40,9319,11459,20772,84,81,163,129,107,229,24,10,32,3,10,9,51,41,92,51,86,136,110,126,239,15406,14670,30076,90,61,143,39,80,116,15528,14805,30339,2658,2300,4956,28080,29249,57332
50102,253,498,758,5999,7607,13602,0,0,0,935,983,1922,0,0,0,8969,10143,19107,150,200,351,137,163,298,273,387,664,194,236,432,120,128,243,17,14,26,191,225,420,309,371,675,620,675,1302,78,115,186,158,185,334,881,1200,2085,1569,1793,3365,76,80,155,20663,24519,45187,244,220,465,353,345,694,15,29,40,3,9,9,82,75,156,145,229,375,235,313,544,26312,24458,50765,154,106,258,72,109,180,26538,24669,51203,4980,3686,8667,53276,54279,107549
50103,51,113,167,1521,1781,3301,0,0,0,156,152,314,0,6,9,1602,1845,3445,14,15,29,54,35,92,57,93,152,20,15,30,19,31,49,0,0,0,61,58,123,37,45,85,122,126,243,12,7,20,70,96,169,241,279,515,309,347,656,7,12,18,4309,4952,9259,17,10,24,72,53,128,7,4,9,0,6,6,0,3,9,37,76,110,40,82,122,6065,5562,11630,33,23,59,19,38,54,6121,5621,11749,1292,1112,2407,11911,11949,23863
50201,318,653,969,7488,9480,16969,0,0,0,954,1140,2095,6,12,22,7544,8946,16481,92,104,195,134,169,309,381,501,880,167,184,354,132,188,316,3,6,17,242,300,538,472,604,1073,777,837,1615,75,114,193,56,84,139,834,1280,2117,1485,1726,3211,42,61,103,20897,25730,46632,254,275,529,184,212,393,26,19,46,0,3,3,94,73,163,159,287,446,251,368,615,25320,24205,49527,141,108,254,84,183,268,25549,24503,50053,4497,3908,8404,51979,55660,107641
50301,508,710,1220,5234,6339,11573,4,0,0,263,302,570,0,0,0,6424,7584,14007,93,108,204,524,585,1111,29,40,62,11,12,20,84,103,189,33,32,64,125,180,306,139,160,292,442,524,961,17,15,25,13,20,33,832,1139,1966,631,799,1430,17,31,43,14901,17961,32862,441,454,899,365,395,757,180,152,328,3,0,3,57,49,105,159,148,304,216,197,411,15951,14776,30726,163,117,277,41,73,108,16149,14964,31117,2150,1996,4140,34905,36829,71735
50302,1899,2493,4390,3867,4515,8379,0,0,0,383,432,819,0,0,0,9685,11120,20806,128,148,279,949,1157,2103,105,116,219,33,20,51,113,137,251,40,27,65,222,259,481,237,332,574,405,507,915,27,39,68,55,42,97,585,820,1400,1101,1456,2557,30,31,55,17954,21159,39117,1494,1449,2942,993,863,1855,288,316,600,0,4,9,100,104,201,246,299,546,348,405,753,26936,24736,51670,356,246,606,99,139,238,27389,25124,52514,4755,3597,8351,55115,55410,110530
50401,1252,1727,2971,2836,3503,6338,0,0,0,349,465,816,0,0,4,9775,10913,20687,111,143,256,849,861,1707,109,123,231,45,68,112,77,109,185,51,60,115,205,254,458,244,297,537,337,382,718,47,67,117,51,71,116,406,610,1011,1122,1249,2377,43,60,98,16663,19220,35883,1001,876,1882,1247,1112,2362,255,277,533,0,5,4,252,226,474,181,226,409,435,454,893,17843,16439,34282,170,135,308,63,98,156,18081,16673,34751,2862,2333,5195,41790,42676,84462
50402,141,260,399,2355,2816,5168,0,0,0,393,424,820,92,89,174,3013,3404,6419,68,87,160,70,68,142,141,164,298,57,80,137,39,54,99,12,4,18,116,151,261,110,144,252,218,251,470,23,31,60,71,79,151,241,379,620,720,838,1559,66,54,125,7801,9128,16928,73,83,152,57,66,122,22,34,50,3,7,4,21,23,46,85,110,195,108,138,248,10827,10043,20874,81,49,134,37,69,103,10952,10161,21109,3495,1284,4785,22643,21152,43792
50403,1561,2128,3685,6050,7456,13508,0,0,0,1227,1314,2539,6,5,13,13934,15084,29017,180,233,411,730,740,1473,251,331,578,164,219,378,120,140,265,129,112,242,490,540,1037,1038,1220,2259,684,747,1434,89,139,233,172,209,376,672,837,1512,2697,3129,5828,80,97,174,28731,32543,61274,2383,2265,4650,3082,2976,6058,74,82,157,6,3,5,1396,1303,2702,219,343,563,1621,1648,3271,30624,28152,58780,211,164,376,97,156,253,30933,28471,59408,5275,4546,9816,73672,74650,148324
50501,650,1043,1692,9721,11944,21670,0,0,4,1246,1370,2617,3,4,11,15886,18120,34002,263,307,567,760,823,1581,151,213,365,185,229,408,179,205,380,142,138,279,500,557,1055,809,947,1765,1177,1298,2473,59,80,136,67,84,151,1370,1863,3236,2170,2564,4733,71,73,139,34758,40822,75580,738,676,1415,685,742,1432,94,118,209,4,0,0,102,121,222,222,307,533,327,432,756,37622,33663,71289,245,160,406,92,163,253,37964,33988,71950,4288,3328,7619,79502,81136,160641
50502,3017,4051,7073,7166,9552,16719,0,0,0,1279,1474,2753,11,4,14,22692,26258,48948,214,325,539,3058,3279,6339,372,523,903,143,179,323,165,240,402,230,229,457,524,676,1200,706,937,1639,819,1006,1828,71,108,182,115,155,270,1125,1747,2870,2767,3451,6218,67,91,159,41522,50235,91754,2807,2492,5298,4210,3904,8116,1281,1393,2670,3,10,15,883,790,1671,466,583,1039,1345,1376,2724,39262,36893,76158,338,251,590,166,247,412,39769,37387,77161,7092,6270,13361,101037,107110,208149
50503,2234,2948,5179,9384,11673,21057,12,8,19,2116,2312,4430,10,10,16,17543,20082,37625,199,251,452,1599,1639,3233,454,577,1031,452,507,962,152,156,310,323,326,651,659,803,1461,1700,1963,3660,1151,1316,2467,77,116,198,185,240,429,888,1228,2114,4151,4828,8977,113,122,231,41161,48161,89322,2590,2505,5093,3120,3093,6213,77,85,167,0,3,5,588,537,1130,337,470,796,926,1006,1929,45165,42291,87458,291,219,515,110,180,284,45571,42691,88260,6847,5494,12341,102522,105984,208506
50601,913,1219,2132,3677,4494,8173,0,0,0,1082,1154,2240,110,113,221,6708,7436,14153,87,103,187,111,131,243,175,224,399,102,117,224,85,86,170,117,95,215,293,320,611,833,980,1813,1065,1190,2262,38,53,98,255,284,544,394,521,914,2186,2494,4687,78,93,169,17415,19898,37306,2185,2146,4334,1355,1359,2713,16,16,37,5,0,10,1130,1011,2141,170,266,443,1304,1280,2587,19690,18520,38214,156,100,251,63,82,144,19906,18705,38611,3506,2954,6461,46604,47583,94184
50602,1242,1602,2846,2345,2741,5082,0,0,0,374,382,751,0,3,4,7077,7827,14904,74,82,159,242,261,500,130,147,280,63,76,139,64,91,155,51,57,105,186,225,410,287,371,656,354,388,745,26,57,81,84,105,184,431,524,953,1048,1278,2327,23,31,61,12867,14629,27498,1373,1122,2501,2405,2133,4537,21,27,48,7,0,7,324,229,547,132,176,306,456,401,860,16140,14259,30396,165,134,306,45,62,100,16348,14449,30802,3448,2775,6220,38172,37142,75312
50603,2858,3358,6217,2893,3692,6586,0,0,0,905,1045,1954,95,89,182,7836,8831,16669,125,164,290,199,235,437,114,171,282,69,76,140,75,92,168,118,113,232,419,450,870,631,747,1379,894,962,1858,20,54,78,124,194,321,700,954,1651,1942,2195,4137,64,78,139,17225,20135,37364,3216,2879,6092,3740,3190,6928,24,19,44,3,0,5,1378,1204,2583,189,220,403,1571,1423,2991,17393,15693,33088,143,102,244,56,76,134,17591,15875,33460,3171,2864,6035,49396,49742,99139
50604,2072,2564,4634,4186,5237,9418,0,3,4,1361,1524,2891,30,38,69,10235,11154,21386,143,161,309,243,265,512,196,271,465,148,150,299,105,121,223,189,186,369,422,498,920,986,1108,2099,809,877,1686,69,94,166,247,278,525,599,813,1416,2458,2780,5239,93,131,228,22522,25694,48214,2837,2737,5577,7052,6689,13744,24,25,44,4,5,12,1615,1435,3049,194,308,498,1814,1748,3563,21598,19289,40889,130,90,225,61,104,166,21796,19485,41279,5371,3955,9324,63485,62887,126376
50605,255,449,699,3022,3648,6671,0,0,0,430,504,927,124,102,231,5350,5947,11297,72,112,182,114,123,240,76,101,177,48,53,98,72,89,162,13,26,41,127,148,273,212,236,451,359,450,810,30,33,59,239,290,536,428,642,1069,1033,1204,2234,101,99,209,11852,13817,25669,478,449,928,634,608,1240,16,16,39,0,3,3,124,115,237,73,129,202,195,242,443,13607,12355,25966,95,79,170,28,54,78,13726,12483,26212,1947,1588,3537,29108,29654,58762
50606,129,139,266,1526,1863,3389,0,0,0,228,293,520,4,3,10,2069,2239,4305,17,22,43,49,32,78,44,60,105,42,46,91,19,39,60,8,4,14,78,84,163,211,231,441,466,480,947,12,16,28,32,58,94,155,215,372,730,798,1532,16,18,37,5708,6514,12219,227,247,469,204,189,392,0,3,7,0,0,0,259,245,501,38,77,115,297,325,618,8027,7800,15831,46,33,82,17,20,33,8090,7853,15941,1455,867,2320,16103,16138,32242
50607,576,776,1357,1842,2394,4237,0,0,0,213,291,506,26,22,48,4493,4949,9437,67,74,147,236,244,478,54,64,118,32,33,59,37,77,115,30,23,58,113,122,237,160,195,352,304,355,665,9,13,23,32,41,71,480,661,1138,516,665,1180,16,17,33,8659,10238,18896,435,412,846,584,486,1070,50,39,89,3,3,8,47,64,109,96,126,218,148,189,335,9223,8481,17703,101,67,164,29,44,77,9355,8591,17944,1474,1441,2913,21275,22177,43448
50701,800,1191,1988,4186,5180,9368,0,0,0,782,909,1690,34,40,74,14398,15965,30365,61,75,134,591,651,1237,171,212,381,63,59,121,93,112,202,49,53,101,317,381,697,647,721,1370,672,722,1394,41,50,91,71,90,165,520,781,1298,1746,2057,3807,55,58,113,24488,28119,52605,1030,1024,2054,840,878,1717,37,69,105,6,0,6,225,179,407,209,266,475,436,449,887,25415,23668,49085,189,137,320,93,153,247,25694,23957,49654,3732,3079,6812,57054,58771,115824
50702,184,297,480,1507,1930,3434,0,0,0,123,171,288,0,0,0,3752,4464,8214,19,23,43,111,131,238,39,53,87,5,12,12,29,46,78,4,0,8,56,55,106,47,70,116,185,212,398,4,6,15,10,6,19,194,292,491,287,358,645,8,14,25,6381,7832,14215,66,61,125,117,94,215,49,52,103,0,3,3,11,10,18,81,110,193,96,122,216,10613,10534,21140,92,90,176,58,83,145,10758,10700,21458,1674,1427,3098,19324,20592,39910
50703,221,406,628,1501,1841,3338,0,0,0,270,309,579,0,0,0,3822,4166,7989,41,54,95,124,135,261,161,211,367,82,84,164,25,38,64,16,20,36,213,212,433,310,346,652,240,232,474,30,64,89,82,96,172,181,233,418,979,1161,2140,52,62,110,8133,9253,17386,685,667,1350,365,353,724,20,0,19,0,3,3,513,440,947,67,124,189,579,559,1142,10367,9573,19941,79,64,137,32,69,102,10480,9700,20180,3014,1437,4443,23482,22379,45867
50704,1182,1740,2925,4999,6393,11398,0,0,0,897,1093,1984,87,98,181,11422,13521,24942,80,121,204,390,458,846,108,130,235,34,43,78,107,139,251,34,36,70,308,337,644,537,636,1181,1037,1190,2229,23,40,58,50,66,113,1060,1494,2557,1450,1826,3276,26,34,58,22648,27659,50307,868,876,1745,714,721,1433,49,45,99,0,4,3,179,188,374,233,279,509,411,473,880,21984,20813,42803,174,128,299,77,117,199,22240,21065,43302,2804,2620,5428,50918,55210,106127
50705,422,816,1245,7342,9049,16392,0,0,0,958,1109,2061,0,0,0,9507,10827,20329,193,247,441,309,352,656,343,451,790,270,275,540,171,248,421,32,40,68,298,342,638,595,680,1271,1002,1078,2079,104,145,256,122,127,250,822,1118,1939,2243,2545,4785,82,100,182,24398,28724,53124,402,377,781,446,441,887,16,26,44,5,11,18,190,169,359,224,331,555,424,507,933,34891,33062,67947,206,161,362,101,202,304,35191,33424,68611,5781,4277,10061,67085,68591,135678
50901,191,310,506,3367,4055,7418,0,0,0,1095,1130,2217,100,90,185,3010,3396,6407,97,114,213,51,45,101,134,202,332,57,50,110,109,148,258,3,0,6,147,181,330,150,184,338,559,616,1178,37,60,102,121,115,238,684,930,1609,1156,1346,2502,26,29,51,10907,12697,23602,94,71,159,302,273,574,18,18,31,6,0,6,24,17,43,99,177,282,128,195,327,15674,14635,30312,100,68,165,52,102,154,15825,14804,30629,3364,2683,6050,30830,31049,61880
50902,106,196,299,4013,4437,8451,0,0,0,304,336,643,174,178,354,4092,4315,8404,177,183,360,64,71,135,157,177,331,25,35,62,65,89,155,11,19,26,104,116,218,91,94,186,334,355,693,65,87,146,149,165,303,768,884,1647,709,829,1536,37,26,61,11325,12381,23715,69,52,118,87,63,151,11,7,15,13,9,20,16,6,29,71,123,190,102,144,243,12908,10973,23877,67,43,103,43,65,107,13012,11083,24092,4171,3129,7298,28873,27059,55937
50903,26,54,84,1483,1579,3061,0,0,0,204,247,456,0,0,0,1233,1440,2675,18,14,31,7,15,21,58,86,138,11,15,28,21,46,65,0,0,0,19,19,41,42,36,72,141,144,279,16,23,46,40,44,82,370,392,761,252,269,526,4,8,12,3915,4375,8293,18,27,45,22,9,32,4,3,3,0,0,0,5,4,15,26,32,57,33,36,72,4608,3798,8402,20,10,25,17,13,36,4646,3821,8467,1252,1114,2362,9908,9448,19357
51001,82,206,294,765,857,1617,0,0,0,142,164,309,0,0,0,3420,3963,7379,21,23,42,23,20,41,37,32,75,8,10,19,22,32,60,3,0,9,579,666,1244,263,344,610,107,107,210,9,12,18,38,52,85,247,342,592,576,651,1222,3,9,11,6266,7273,13542,68,43,106,81,61,142,7,8,11,158,165,325,12,11,27,41,35,77,210,212,423,6807,6455,13265,37,30,64,10,23,33,6853,6510,13366,3737,3471,7203,17306,17780,35092
51002,124,200,327,706,616,1330,0,0,0,206,210,414,0,0,0,2121,1762,3883,28,31,60,53,47,104,44,59,108,41,41,87,89,95,185,10,0,11,55,41,99,113,136,258,103,61,158,4,3,8,88,107,200,138,115,255,435,425,864,6,6,18,4263,3766,8029,171,118,287,322,253,578,9,0,9,111,98,205,25,17,41,42,31,74,173,142,318,6023,4587,10610,36,11,51,19,18,36,6074,4627,10705,3349,1846,5197,14487,10955,25443
51003,176,264,436,913,858,1769,0,0,0,203,187,393,0,0,0,2377,2093,4467,16,22,39,60,49,110,37,42,78,39,37,81,34,28,63,0,0,3,51,49,99,48,45,98,102,83,181,8,15,21,29,39,70,149,150,300,344,360,705,20,22,35,4439,4078,8517,190,158,352,159,123,282,7,10,22,91,79,170,26,23,44,25,36,60,138,139,271,7628,6191,13822,29,27,55,8,17,25,7672,6230,13903,3551,2268,5816,16330,13262,29594
51101,36,69,101,824,915,1738,0,0,0,107,119,233,0,0,4,878,962,1841,15,29,44,4,11,20,52,75,121,4,8,8,88,99,185,4,4,7,44,50,91,49,57,107,107,131,240,8,13,21,33,35,74,207,258,473,357,373,725,15,4,19,2795,3146,5940,8,4,20,12,15,29,3,5,8,3,3,9,6,6,11,10,16,25,18,26,44,4138,3709,7850,13,15,31,8,12,22,4165,3737,7904,1051,872,1927,8093,7881,15970
