SED_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
SED30064,5071,5084,1828,128,12113,2813,478,15405,279,74,84,11,447,467,31,950,125,76,148,10,363,321,29,710,404,151,226,17,807,790,63,1662,86,44,105,5,242,571,28,835,8,0,9,0,20,28,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,9,0,35,31,5,69,110,52,122,9,299,629,33,960,28,9,9,0,45,76,3,126,20,0,18,0,38,70,5,116,0,0,0,0,3,4,0,7,0,0,0,0,0,5,0,7,43,14,30,0,91,151,11,255,14,11,6,0,28,22,0,46,5657,5308,2217,155,13338,4412,582,18325
SED30065,5310,6504,1746,105,13668,2635,488,16792,349,122,134,5,609,399,47,1064,467,167,120,3,754,306,44,1109,815,292,252,7,1366,707,91,2164,59,26,28,3,108,86,10,206,87,26,40,0,155,108,20,286,79,18,26,3,122,62,11,192,11,0,0,0,14,16,0,30,38,27,4,0,70,54,0,126,268,97,98,9,467,324,47,833,48,11,8,0,64,80,0,147,0,0,0,0,3,9,0,15,3,0,0,0,8,0,0,10,5,0,0,0,5,7,0,6,53,12,12,0,77,89,3,175,23,12,7,0,50,19,0,67,6471,6922,2119,120,15629,3774,625,20034
SED30066,5615,4410,1506,78,11608,2749,524,14878,277,33,46,0,359,562,15,939,570,167,160,9,904,637,105,1645,853,201,204,9,1258,1204,122,2582,214,72,89,10,380,443,49,876,151,30,36,3,226,160,29,420,103,13,13,0,129,37,0,168,0,0,0,0,0,0,0,0,14,3,4,0,26,12,0,37,486,122,145,12,764,661,87,1508,11,0,3,0,14,15,0,34,8,0,0,0,8,11,0,14,0,3,0,0,7,4,0,9,0,0,0,0,0,4,0,3,18,5,3,0,25,33,0,59,23,11,10,0,46,44,3,92,6991,4751,1857,99,13707,4688,727,19122
SED30067,3689,5283,1453,204,10636,2619,561,13823,73,49,54,3,180,238,19,436,603,389,307,57,1353,835,171,2366,679,443,361,59,1534,1080,193,2805,417,206,207,54,882,1257,168,2306,480,178,152,58,866,942,173,1976,294,87,71,22,469,478,93,1042,121,25,27,6,176,278,39,489,7,0,0,0,11,10,0,18,1319,499,456,138,2404,2958,471,5832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,9,0,4,16,3,5,0,0,10,0,4,15,6,0,5,0,11,12,0,25,5692,6232,2268,400,14601,6677,1225,22496
SED30068,4220,5105,1298,123,10747,1871,206,12826,299,73,81,6,449,733,10,1191,284,110,208,6,606,504,37,1151,582,179,284,14,1054,1234,49,2339,148,67,137,11,355,538,27,923,111,13,22,0,144,109,4,263,203,37,31,0,272,199,13,488,0,0,0,0,0,0,0,0,4,4,0,0,11,5,0,14,464,121,187,13,785,854,48,1690,0,0,0,0,6,0,0,5,3,5,0,0,7,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,5,4,5,0,14,11,0,32,8,5,0,0,11,6,0,18,5279,5413,1770,153,12611,3989,302,16903
SED30069,4918,7177,1711,156,13961,2109,347,16413,110,58,86,17,273,448,20,745,254,260,291,30,835,472,66,1373,364,322,378,51,1110,927,80,2117,31,14,24,4,74,120,8,202,3,7,0,0,16,10,0,21,4,0,0,0,4,0,6,12,0,0,0,0,0,0,0,0,24,19,3,0,41,28,0,72,60,40,33,6,138,158,17,309,4,0,0,0,4,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,0,0,10,11,0,15,7,9,0,0,18,14,0,31,5357,7552,2118,210,15238,3215,445,18895
SED30070,7015,4151,1896,139,13202,3363,499,17064,454,90,190,10,739,732,46,1514,314,37,79,10,433,574,25,1032,770,121,265,15,1175,1307,70,2548,144,10,45,5,203,320,19,539,42,8,16,0,70,111,14,195,64,11,13,0,86,56,0,143,0,0,0,0,0,0,0,0,38,12,3,0,51,20,0,75,285,39,79,4,411,507,36,953,89,7,6,0,95,201,7,300,48,3,5,4,59,147,5,214,6,0,0,0,3,0,0,3,8,0,5,0,10,12,0,18,143,9,17,4,172,354,8,538,10,6,3,0,25,18,0,43,8223,4329,2265,160,14980,5547,614,21139
SED30071,4520,4356,2140,168,11182,3423,486,15087,145,11,86,10,255,579,21,859,255,91,174,8,531,551,44,1131,399,104,261,20,787,1131,74,1989,310,64,182,12,577,1450,70,2094,203,30,85,4,312,484,25,818,488,44,66,10,606,534,26,1167,475,61,56,5,599,275,21,890,4,3,3,0,15,14,0,31,1478,208,390,24,2106,2755,141,4998,31,3,0,0,34,55,0,91,20,9,0,0,27,60,0,87,0,0,0,0,4,0,0,4,5,5,0,0,6,5,0,14,58,15,4,0,76,124,0,203,6,3,5,0,16,26,3,42,6465,4685,2800,217,14160,7454,704,22323
SED30072,5885,5986,1943,153,13969,3572,522,18059,344,78,95,6,521,651,25,1200,145,84,184,4,423,125,28,571,487,158,281,8,944,782,44,1768,43,17,31,0,91,131,4,233,5,0,10,0,18,21,0,39,18,0,0,0,18,29,0,42,0,0,0,0,0,0,0,0,10,3,0,0,12,13,0,15,72,22,43,0,135,189,4,327,0,0,3,0,9,3,0,7,4,0,0,0,4,6,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,3,0,11,16,0,28,4,11,4,0,16,10,0,24,6463,6176,2270,166,15075,4568,568,20211
SED30073,4282,4986,2755,257,12275,4358,597,17232,178,77,130,13,394,578,61,1034,56,40,48,4,154,311,23,491,236,118,183,16,549,892,85,1524,129,58,98,18,298,587,44,925,5,3,0,0,6,9,3,20,8,0,0,0,11,9,0,22,40,10,4,0,56,45,3,101,8,4,3,0,10,9,0,26,186,65,103,22,377,667,46,1089,12,4,3,0,21,18,0,38,0,0,0,0,3,10,0,11,0,0,0,0,0,4,0,8,0,5,0,0,3,6,0,10,19,4,5,0,28,37,4,69,9,10,0,0,20,30,3,53,4730,5182,3040,295,13252,5978,743,19971
SED30074,4306,6350,2006,202,12867,3031,436,16328,277,60,87,7,435,618,19,1070,381,360,270,30,1042,578,92,1716,655,421,356,37,1474,1195,117,2786,107,68,98,9,267,481,25,777,43,9,10,0,60,123,4,182,15,4,6,0,21,58,0,80,0,0,0,0,0,0,0,0,0,0,4,0,11,7,0,18,163,76,114,8,361,672,34,1068,0,0,0,0,0,0,0,3,6,0,0,0,11,102,5,113,0,0,0,0,0,3,0,3,4,0,7,0,4,12,0,22,15,0,4,0,19,120,0,140,3,4,0,0,10,15,3,27,5143,6858,2482,249,14728,5026,585,20345
SED30075,6132,5951,1924,129,14139,3188,407,17731,117,36,86,10,245,432,17,699,42,24,53,3,121,111,12,243,161,56,136,17,367,543,31,943,4,7,11,0,14,16,3,28,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,8,5,0,21,13,9,13,0,26,29,3,64,29,14,15,0,58,81,7,145,12,7,3,0,29,58,0,83,9,8,4,0,20,14,0,28,8,9,0,0,17,6,0,26,64,32,28,0,116,153,8,278,20,8,3,0,32,16,0,52,6386,6056,2101,146,14687,3936,447,19070
SED30076,1408,2005,578,131,4122,1023,1009,6156,12,11,8,0,30,37,11,76,198,176,79,14,462,187,136,786,212,187,86,10,499,217,150,866,452,157,146,53,810,1390,319,2514,797,323,217,50,1390,1448,325,3165,1873,703,315,105,2993,2139,723,5855,2944,908,490,136,4474,3498,1010,8980,5,3,4,0,8,9,0,19,6072,2094,1167,340,9675,8473,2381,20534,0,0,0,0,0,0,0,0,12,3,0,0,16,13,0,28,0,0,0,0,0,0,0,0,6,0,0,0,5,10,4,17,16,3,0,0,21,21,4,43,22,11,9,0,35,66,16,121,7726,4301,1835,490,14348,9807,3561,27710
SED30077,5951,4424,1887,164,12421,4470,418,17307,173,31,92,10,313,723,30,1062,9,10,11,0,35,36,14,87,185,45,104,10,346,763,44,1150,30,9,17,5,58,161,10,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,17,5,57,167,10,228,25,3,9,0,39,44,3,92,5,3,0,0,11,28,4,43,13,4,5,0,18,12,0,29,3,7,0,0,20,9,0,27,45,25,11,0,82,93,7,184,33,18,5,0,63,40,0,101,6247,4521,2027,172,12967,5523,480,18971
SED30078,2405,3533,1319,113,7369,1536,559,9461,460,276,300,17,1051,1047,116,2216,782,629,427,49,1876,832,280,2988,1238,902,723,65,2929,1887,394,5207,195,110,161,15,487,466,82,1036,247,108,114,15,487,586,115,1183,569,142,191,31,928,750,176,1855,1100,268,241,39,1650,1227,301,3174,9,5,0,0,16,0,0,18,2115,638,712,102,3566,3029,677,7269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,7,5,0,13,0,3,3,0,14,4,0,15,28,10,14,0,55,44,10,109,5786,5090,2765,283,13925,6499,1643,22063
SED30079,4602,7014,1778,115,13511,1964,330,15803,119,39,53,4,208,229,7,440,216,213,249,18,696,557,40,1294,333,243,302,26,905,784,46,1739,54,37,62,9,151,220,11,391,3,0,0,0,5,44,0,48,9,0,0,0,13,5,0,16,18,5,4,0,28,35,0,71,11,4,4,0,17,14,0,30,95,47,66,6,215,322,21,552,6,0,5,0,13,29,0,42,5,0,4,0,7,19,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,21,55,3,77,0,5,0,0,13,6,0,21,5046,7319,2156,145,14662,3128,395,18192
SED30080,3480,5510,1450,221,10651,2483,639,13774,50,19,34,5,104,154,7,265,528,334,236,44,1143,889,176,2216,577,359,275,45,1250,1045,187,2480,337,126,141,43,645,984,127,1757,525,163,182,51,926,1181,205,2313,375,106,65,21,565,516,136,1218,361,78,70,25,532,516,89,1140,7,0,3,0,4,7,0,12,1601,474,458,145,2675,3205,555,6438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,3,0,5,4,0,9,19,0,26,5653,6342,2183,406,14587,6752,1379,22719
SED30081,3785,7098,1777,196,12858,1830,528,15214,70,84,24,0,182,133,14,326,613,1049,414,66,2140,611,234,2987,682,1138,442,66,2325,746,242,3314,7,0,0,0,7,27,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,11,3,24,10,3,0,0,15,44,3,63,0,0,0,0,4,19,3,26,0,3,0,0,3,40,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,11,65,7,80,0,3,0,0,4,5,0,14,4485,8243,2225,262,15214,2690,777,18684
SED30082,2074,2708,637,66,5483,1019,274,6775,47,37,17,4,103,80,21,203,508,248,149,23,922,385,122,1437,556,287,164,24,1025,463,142,1632,321,130,145,21,621,692,210,1518,779,248,261,63,1351,1308,414,3075,563,124,100,29,817,717,194,1723,3021,621,441,64,4141,3306,453,7900,0,0,0,0,0,0,0,8,4687,1125,941,179,6932,6025,1272,14226,4,0,0,0,4,4,0,7,4,0,0,0,4,14,0,26,0,0,0,0,0,0,0,0,16,5,4,0,26,13,0,45,26,5,4,0,38,35,4,80,50,8,11,5,65,92,12,175,7383,4132,1754,275,13553,7639,1695,22889
SED30083,3675,7148,1835,117,12774,1397,354,14528,501,328,390,19,1243,872,84,2194,504,527,593,39,1665,479,141,2275,1005,850,987,65,2900,1342,220,4466,14,11,10,0,35,12,4,47,77,5,12,5,105,96,0,197,16,3,10,0,32,24,8,54,3,0,0,0,5,0,0,3,11,3,4,0,19,4,0,20,121,33,34,0,182,134,8,329,17,3,3,0,24,26,0,52,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,20,5,3,0,28,31,0,65,6,4,4,0,10,4,0,16,4822,8042,2851,181,15900,2920,591,19406
SED30084,4770,5291,2736,195,12998,3166,557,16716,167,51,135,14,370,554,30,956,58,31,58,9,157,209,23,387,223,85,188,26,528,762,55,1346,32,7,29,6,69,69,3,137,9,0,0,0,9,28,0,34,0,6,3,0,5,6,0,14,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,6,44,9,34,6,88,105,5,197,15,0,0,0,17,11,0,26,17,0,0,0,18,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0,0,37,27,0,62,12,3,4,0,20,22,4,43,5082,5395,2961,223,13663,4079,623,18367
SED30085,3870,5384,1662,273,11189,2643,1026,14861,150,142,53,9,344,300,35,682,611,636,318,76,1633,555,306,2494,758,771,363,86,1978,861,339,3176,165,91,47,24,323,432,79,838,100,48,41,10,195,232,44,472,73,20,15,12,121,67,30,217,37,9,4,5,53,33,13,96,5,5,4,0,16,9,9,35,374,171,117,50,710,780,176,1657,10,0,5,0,11,25,0,33,38,15,24,0,71,184,11,261,0,0,0,0,0,0,0,0,0,5,0,0,8,6,0,11,42,21,25,0,90,214,10,318,12,5,5,0,22,33,5,65,5058,6349,2165,413,13989,4533,1554,20076
SED30086,5254,4832,2027,181,12299,3932,499,16731,383,188,248,27,851,1391,88,2329,124,68,104,7,308,416,46,775,512,254,356,37,1156,1809,135,3102,157,82,125,17,389,754,51,1186,9,0,9,0,14,47,0,60,3,0,0,0,10,23,0,33,16,0,0,0,16,19,0,31,0,0,0,0,0,3,0,5,184,92,136,26,433,835,54,1321,5,0,0,0,5,9,3,8,3,0,3,0,4,3,0,9,0,0,0,0,0,0,0,3,4,0,0,0,7,3,4,13,15,3,3,0,18,18,9,40,8,10,3,0,23,11,0,36,5967,5194,2523,243,13933,6612,693,21238
SED30087,4914,4929,2291,207,12340,3726,564,16629,747,318,315,43,1431,2112,150,3690,195,98,104,15,410,442,55,910,944,417,422,62,1840,2554,203,4600,155,104,101,13,378,474,53,905,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,5,159,104,101,13,382,484,53,918,14,0,0,0,11,26,0,39,5,5,4,0,12,5,0,17,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,19,5,3,0,30,29,0,59,7,0,3,0,13,15,0,26,6044,5461,2814,282,14600,6806,822,22230
SED30088,3524,3719,1579,180,8995,2705,534,12241,316,96,227,27,663,1368,99,2134,368,176,247,35,827,1178,122,2128,679,273,475,65,1492,2546,222,4255,188,68,144,9,415,763,72,1245,200,52,70,10,336,452,74,864,312,91,59,14,469,441,73,990,207,40,28,9,278,254,46,586,0,0,0,0,3,0,0,5,907,255,294,51,1505,1914,266,3683,28,4,4,3,41,71,3,109,34,4,0,0,38,24,3,64,0,0,0,0,4,19,3,21,13,5,3,0,15,8,5,26,68,11,13,7,95,115,8,222,12,7,10,0,22,46,5,76,5196,4257,2362,293,12110,7334,1035,20478
SED30089,3004,3533,1535,175,8250,2640,357,11251,289,195,168,16,673,675,65,1411,45,18,17,3,84,119,15,212,334,211,185,19,750,795,80,1624,85,41,46,8,179,250,26,454,0,0,0,0,3,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,7,88,36,46,8,186,266,30,475,115,21,12,0,147,188,3,341,13,5,0,0,23,36,0,61,4,3,0,0,15,149,0,155,10,8,0,0,24,19,0,44,142,37,21,3,203,394,11,606,74,77,11,0,162,99,11,273,3641,3896,1801,216,9553,4191,484,14232
SED30090,4161,4157,1590,163,10082,3802,435,14319,109,82,46,5,248,472,27,745,18,13,10,0,49,40,0,88,128,98,63,10,296,510,27,835,16,7,9,0,30,106,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,9,0,34,101,0,139,49,18,4,0,68,52,0,119,11,4,0,0,14,17,3,35,0,3,0,0,7,18,6,28,15,3,0,0,24,12,0,32,73,25,3,4,107,97,9,214,40,23,4,0,69,43,3,111,4424,4312,1674,170,10579,4557,479,15615
SED30091,3786,5737,2645,272,12441,3125,601,16160,366,137,187,11,693,764,57,1515,353,400,469,44,1261,676,83,2029,715,532,656,56,1960,1441,145,3547,91,74,57,7,234,282,27,543,13,0,4,3,16,62,0,84,4,0,0,0,4,3,0,12,0,0,3,0,6,0,0,3,5,0,0,0,12,14,0,24,115,85,68,12,272,359,34,670,8,0,0,0,10,34,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,36,0,46,5,9,3,0,17,19,5,40,4630,6368,3368,337,14695,4979,785,20458
SED30092,4900,5651,1511,107,12167,2543,468,15180,128,63,62,3,262,222,26,507,141,61,85,3,285,247,37,573,269,129,144,8,546,468,65,1077,181,79,126,11,398,452,60,906,69,29,22,0,128,100,25,255,20,6,3,0,25,28,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,113,152,11,548,579,94,1229,71,10,6,0,94,48,4,147,45,6,4,0,54,64,5,121,14,4,3,0,14,8,0,25,0,5,0,0,11,0,9,21,132,27,15,0,175,120,13,304,65,19,12,0,89,78,12,176,5630,5940,1835,123,13528,3789,652,17965
SED30093,3386,6596,3612,274,13867,2940,693,17501,126,190,198,22,533,443,63,1041,312,498,515,52,1376,909,131,2416,437,688,714,70,1914,1350,198,3459,51,79,81,13,223,231,30,491,16,13,12,0,30,36,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,13,5,0,18,69,93,98,13,268,270,35,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,11,0,12,10,0,28,3892,7375,4433,364,16062,4577,925,21568
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SED40001,1697,2121,472,58,4349,1194,258,5805,506,239,134,21,910,1040,173,2112,984,396,219,46,1647,1169,369,3180,1487,634,356,66,2552,2204,538,5298,299,156,62,22,540,730,88,1354,246,60,48,19,371,610,95,1078,567,128,102,48,846,1091,285,2228,771,144,89,58,1068,1351,471,2889,5,0,0,0,3,3,0,12,1884,487,308,147,2830,3788,943,7563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,4,3,41,32,14,85,26,9,4,3,41,32,14,84,18,12,7,0,37,78,23,135,5112,3261,1148,278,9806,7301,1775,18881
SED40002,2461,3292,1003,159,6923,2247,599,9766,669,419,253,43,1387,1281,166,2833,177,164,71,26,445,212,77,731,850,582,328,74,1832,1495,242,3570,661,309,172,55,1198,1495,181,2873,107,40,7,13,170,125,38,333,88,30,14,4,140,117,19,273,0,4,0,0,5,3,0,14,0,0,0,0,0,5,0,6,859,382,199,70,1511,1748,235,3503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,8,6,0,3,0,7,0,0,10,5,4,7,0,12,10,5,30,4183,4262,1535,300,10283,5508,1086,16877
SED40003,3762,4631,1269,77,9742,2106,236,12080,153,73,81,3,310,388,23,718,80,57,34,4,177,61,4,241,230,131,119,4,485,447,28,958,34,12,18,0,69,76,5,153,20,0,7,0,23,23,3,51,3,0,0,0,5,6,0,12,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,9,58,13,37,0,104,112,11,230,9,0,0,0,13,0,0,14,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,3,10,0,0,0,15,4,0,19,0,5,3,0,9,4,0,13,4064,4786,1418,85,10354,2675,274,13308
SED40004,2925,4223,747,65,7968,1559,168,9692,443,448,191,11,1098,1026,49,2173,286,311,111,20,734,400,38,1169,736,759,306,28,1826,1426,88,3347,162,150,64,5,381,453,29,867,38,3,5,0,48,157,8,211,43,7,3,0,54,68,3,121,42,10,10,0,60,81,0,134,0,3,0,0,5,3,0,4,287,169,76,9,544,751,41,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,7,0,6,0,16,14,5,33,3956,5159,1139,104,10358,3753,292,14404
SED40005,4414,3133,1382,113,9038,3582,319,12949,244,93,121,14,463,786,33,1287,4,4,0,0,8,13,5,28,247,99,121,14,474,801,38,1314,25,10,3,0,45,143,10,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,25,10,8,0,46,147,10,212,25,0,0,0,30,38,4,68,33,3,6,3,41,61,4,101,0,0,0,0,3,3,0,9,3,4,0,0,7,12,0,23,56,18,5,3,78,107,8,200,21,6,0,0,32,26,0,61,4765,3264,1521,129,9679,4674,375,14731
SED40006,2522,3500,1351,168,7539,2485,384,10404,422,408,269,59,1157,1274,115,2554,307,275,177,15,771,382,101,1253,722,683,449,74,1924,1660,220,3805,138,67,48,9,269,416,45,731,27,10,16,7,61,78,6,143,83,52,29,12,172,194,26,391,0,0,0,0,0,0,0,0,12,3,0,0,17,6,0,22,256,138,98,21,510,698,78,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,13,11,4,27,0,3,4,0,13,11,4,27,13,9,4,0,25,21,0,47,3519,4332,1907,266,10021,4878,688,15584
SED40007,3090,3938,973,105,8106,1952,191,10245,325,211,122,20,686,539,26,1250,304,311,82,7,712,219,26,961,634,524,209,27,1398,756,60,2206,326,130,137,17,611,1159,80,1843,53,15,18,0,85,171,8,268,16,6,4,0,20,28,7,51,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,394,153,153,20,713,1356,96,2165,3,0,0,0,8,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,7,7,3,13,10,10,10,0,22,10,0,34,4126,4624,1347,154,10251,4084,341,14676
