SED_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
SED22704,29834,..,..,..,..,29834,..,15,0,15,0,15,..,45,3,54,0,54,..,9,4,12,0,12,..,13,10,20,0,20,..,115,61,178,0,175,..,21,3,27,0,27,..,150,74,222,0,223,..,25,0,25,0,25,..,22,0,25,0,25,..,69,0,69,0,69,..,58,4,65,3,67,..,10,0,9,0,9,..,4,0,4,0,4,..,37,0,37,0,37,..,22,0,25,0,25,..,76,7,81,0,81,..,24,0,24,0,27,..,23,0,24,4,28,..,0,0,0,0,0,..,203,9,209,6,214,..,151,16,168,4,165,..,14,0,14,0,16,..,13,7,16,0,16,..,8,0,8,0,8,..,13,7,14,0,14,..,31,5,40,0,40,..,7,3,10,0,10,..,17,0,17,0,17,..,8,4,4,0,4,..,9,0,9,0,9,..,4,0,4,0,4,..,17,0,16,0,16,..,25
SED22802,26192,..,..,..,..,26192,..,39,0,41,0,41,..,49,4,53,0,52,..,0,0,8,0,8,..,105,13,121,0,122,..,230,83,314,9,315,..,11,3,11,0,11,..,353,101,451,10,458,..,34,0,30,0,37,..,36,0,39,0,40,..,81,4,87,0,87,..,73,6,83,0,83,..,7,0,7,0,7,..,16,0,17,0,17,..,102,4,110,3,107,..,25,0,21,0,24,..,85,5,90,0,90,..,76,3,78,0,78,..,22,0,26,0,26,..,16,0,16,0,16,..,340,20,361,3,361,..,311,32,347,0,346,..,18,0,18,0,19,..,3,0,3,0,3,..,16,7,22,0,22,..,12,0,14,0,14,..,50,3,54,3,58,..,101,17,115,5,119,..,53,3,54,0,54,..,13,0,14,0,14,..,12,3,16,0,16,..,7,0,7,0,7,..,20,8,21,0,21,..,35
SED22901,19013,..,..,..,..,19013,..,35,0,35,0,35,..,152,16,170,4,167,..,0,0,0,0,0,..,1070,246,1308,14,1322,..,2198,634,2838,27,2863,..,151,18,167,0,167,..,3421,895,4315,38,4359,..,44,3,44,0,44,..,31,4,27,0,29,..,99,4,107,0,105,..,288,36,322,4,325,..,45,0,47,0,47,..,237,17,254,0,254,..,299,0,298,0,298,..,38,0,44,0,44,..,215,0,218,4,221,..,497,11,506,3,508,..,85,0,85,0,85,..,93,3,97,4,104,..,1515,40,1553,6,1562,..,199,5,206,0,209,..,36,5,36,0,43,..,47,17,65,0,65,..,168,39,211,3,212,..,14,0,18,0,18,..,102,0,102,0,102,..,184,23,210,5,209,..,55,9,56,0,56,..,15,0,15,0,15,..,46,8,53,0,53,..,4,0,4,0,4,..,58,9,62,0,62,..,90
SED23007,19414,..,..,..,..,19414,..,16,0,16,0,16,..,465,67,527,5,538,..,11,3,17,0,17,..,890,360,1246,6,1255,..,693,359,1048,23,1072,..,123,33,159,5,161,..,1698,752,2452,29,2481,..,238,52,289,0,289,..,102,3,105,0,110,..,70,0,70,0,75,..,682,152,837,8,842,..,279,14,290,0,290,..,155,6,168,0,170,..,360,10,373,0,373,..,366,10,382,0,379,..,214,16,227,0,230,..,86,0,91,0,93,..,496,29,522,4,532,..,43,5,47,0,45,..,2013,90,2098,16,2115,..,482,82,566,7,570,..,75,10,89,5,90,..,14,4,15,0,15,..,71,27,99,0,102,..,320,81,402,0,403,..,47,3,49,0,49,..,99,28,126,0,127,..,126,14,140,0,143,..,113,15,124,0,124,..,33,3,36,0,43,..,71,8,78,5,80,..,130,42,173,3,176,..,179
SED23101,15707,..,..,..,..,15707,..,25,0,22,0,22,..,114,10,127,0,127,..,0,0,0,0,0,..,1413,391,1807,15,1822,..,3583,1222,4809,73,4879,..,168,46,217,0,217,..,5163,1663,6822,89,6916,..,49,9,58,0,58,..,62,0,65,0,66,..,96,0,96,0,96,..,818,126,941,0,947,..,98,0,98,0,96,..,187,8,194,0,196,..,492,8,506,0,504,..,42,0,42,0,42,..,185,6,194,0,194,..,587,11,600,5,609,..,152,0,152,0,152,..,102,0,102,0,102,..,1852,39,1887,10,1895,..,286,30,316,0,316,..,88,0,90,0,90,..,35,14,48,0,48,..,195,41,241,3,246,..,26,3,28,0,28,..,107,4,110,0,110,..,211,20,230,5,235,..,63,0,68,0,68,..,15,0,19,0,19,..,51,5,55,0,55,..,6,0,6,0,6,..,39,5,45,0,45,..,58
SED23205,25471,..,..,..,..,25471,..,31,5,34,0,33,..,117,14,126,4,127,..,0,0,0,0,0,..,88,22,107,0,107,..,238,119,356,3,363,..,14,3,10,0,10,..,335,148,481,3,484,..,47,0,52,0,52,..,80,3,81,0,81,..,97,3,101,0,103,..,242,38,279,4,284,..,12,0,12,0,12,..,8,0,8,0,8,..,59,3,65,0,61,..,34,0,33,0,33,..,34,4,35,0,35,..,33,3,41,0,38,..,17,0,17,0,20,..,0,0,0,0,0,..,193,14,205,0,207,..,154,14,161,3,165,..,29,0,30,0,30,..,8,4,9,0,12,..,25,3,28,0,28,..,14,0,9,0,9,..,147,19,163,0,167,..,37,0,33,0,33,..,61,11,74,0,74,..,18,0,22,0,23,..,138,32,173,0,175,..,36,5,45,0,45,..,52,11,66,0,66,..,37
SED23308,27319,..,..,..,..,27319,..,20,0,20,0,20,..,100,10,106,0,106,..,6,0,4,0,4,..,60,12,77,0,77,..,230,62,297,6,301,..,14,6,15,0,15,..,310,74,383,6,392,..,87,3,89,4,92,..,66,0,65,0,63,..,63,0,60,0,60,..,130,14,146,3,147,..,21,0,21,0,23,..,90,0,90,0,90,..,153,6,161,0,161,..,81,4,84,0,84,..,178,11,187,5,193,..,58,3,65,0,66,..,131,0,131,0,136,..,28,0,28,0,28,..,743,21,771,5,774,..,298,23,322,6,331,..,33,3,33,0,33,..,0,0,3,0,3,..,35,4,34,0,34,..,53,0,55,0,55,..,93,5,102,0,102,..,49,12,59,0,62,..,21,0,21,0,22,..,22,0,22,0,27,..,19,3,19,0,19,..,5,0,5,0,5,..,42,10,52,0,52,..,44
SED23402,32166,..,..,..,..,32166,..,68,4,66,0,66,..,244,11,251,0,255,..,4,0,4,0,4,..,84,20,105,0,105,..,384,132,512,9,518,..,20,7,26,0,26,..,492,155,640,9,645,..,96,7,103,0,112,..,110,4,117,3,112,..,77,0,74,0,76,..,133,18,146,0,146,..,91,5,100,0,100,..,176,13,189,7,194,..,350,13,359,0,361,..,33,0,32,0,32,..,779,89,866,13,880,..,798,36,837,14,853,..,248,21,266,3,267,..,49,4,55,0,55,..,2521,186,2707,33,2740,..,203,12,219,0,219,..,31,5,36,0,36,..,22,4,24,0,22,..,49,8,58,0,62,..,17,0,17,0,17,..,140,8,153,4,157,..,53,10,60,0,60,..,53,6,62,0,62,..,23,6,25,0,25,..,47,6,56,0,56,..,55,9,60,0,60,..,74,9,85,0,85,..,118
SED23502,28000,..,..,..,..,28000,..,34,7,35,0,35,..,17,0,17,0,17,..,7,0,7,0,7,..,18,3,21,0,21,..,48,25,69,0,69,..,5,0,5,0,5,..,68,26,97,0,97,..,6,0,6,0,6,..,32,3,40,0,40,..,68,0,68,4,71,..,42,0,46,0,46,..,0,0,0,0,0,..,8,0,8,0,8,..,12,0,12,0,12,..,7,0,7,0,7,..,49,3,56,0,56,..,12,0,12,0,12,..,16,0,16,0,16,..,3,0,3,0,5,..,107,8,116,0,111,..,92,3,93,0,94,..,5,0,5,0,5,..,5,4,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,14,0,15,0,15,..,7,0,7,0,7,..,17,0,19,0,19,..,3,0,6,0,6,..,6,5,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,55
SED23602,26160,..,..,..,..,26160,..,26,0,26,0,26,..,23,4,21,0,25,..,4,0,4,0,4,..,11,0,15,0,15,..,56,21,79,0,79,..,0,0,0,0,0,..,66,27,88,0,88,..,13,3,18,0,18,..,25,0,28,0,28,..,72,4,70,0,74,..,43,6,46,0,46,..,10,0,13,0,13,..,9,0,12,0,12,..,23,0,23,0,23,..,10,0,10,0,10,..,44,3,44,0,44,..,22,0,25,0,25,..,17,0,17,0,17,..,0,0,3,0,3,..,146,10,156,0,156,..,95,12,114,3,115,..,11,0,11,0,11,..,10,10,18,0,18,..,10,9,14,0,14,..,7,0,7,0,7,..,50,7,53,0,53,..,0,0,0,0,0,..,24,0,24,0,24,..,8,5,13,0,13,..,7,0,7,0,7,..,0,0,0,0,0,..,8,0,8,0,8,..,17
SED23702,32449,..,..,..,..,32449,..,22,0,22,0,22,..,65,4,70,0,70,..,3,0,8,0,8,..,14,10,21,0,23,..,78,28,97,0,101,..,5,0,8,0,8,..,98,33,129,3,134,..,34,0,39,0,39,..,39,3,44,5,48,..,83,5,81,0,86,..,126,20,139,4,147,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,4,0,4,0,4,..,12,0,16,0,16,..,14,0,14,0,14,..,3,0,3,0,3,..,8,0,8,0,8,..,58,0,66,0,66,..,132,13,147,0,147,..,17,0,16,0,16,..,19,11,33,0,33,..,6,0,0,0,0,..,3,0,3,0,3,..,23,0,17,0,17,..,3,0,3,0,3,..,41,7,42,0,42,..,12,0,11,0,13,..,31,0,32,0,34,..,16,0,18,0,18,..,35,0,39,0,39,..,30
SED23806,23060,..,..,..,..,23060,..,14,0,14,0,14,..,117,13,127,5,131,..,0,0,0,0,0,..,430,56,487,3,492,..,1547,308,1857,7,1864,..,108,13,119,0,119,..,2082,377,2456,10,2469,..,27,7,32,0,32,..,230,13,246,6,250,..,90,6,98,0,96,..,486,46,537,3,539,..,62,3,58,0,65,..,170,3,171,0,171,..,275,3,278,6,282,..,68,0,64,0,68,..,64,3,63,0,67,..,140,0,145,0,145,..,96,3,97,0,97,..,72,0,72,0,70,..,937,15,954,8,959,..,291,23,312,4,317,..,77,9,85,0,85,..,14,0,18,0,18,..,85,15,100,0,100,..,22,4,24,0,24,..,41,0,41,0,41,..,96,9,101,0,101,..,39,3,39,0,39,..,39,0,44,0,44,..,50,0,55,0,55,..,0,0,0,0,0,..,27,3,30,0,30,..,16
SED23901,23576,..,..,..,..,23576,..,30,0,30,0,30,..,337,44,381,7,387,..,0,0,7,0,7,..,366,65,435,0,432,..,1068,301,1373,10,1387,..,45,13,59,0,56,..,1485,383,1865,19,1882,..,103,9,113,0,114,..,92,0,99,0,97,..,83,7,88,0,88,..,677,79,759,7,761,..,23,0,23,0,23,..,54,0,54,0,54,..,259,4,263,5,268,..,67,0,67,0,67,..,105,6,107,0,109,..,128,4,134,0,134,..,80,3,81,0,81,..,47,0,53,0,53,..,765,19,786,6,796,..,735,87,821,0,824,..,85,5,90,0,90,..,9,3,14,0,14,..,54,3,60,0,60,..,149,20,170,0,170,..,154,11,171,3,169,..,170,27,193,0,194,..,44,0,51,0,51,..,53,0,52,0,52,..,64,9,72,0,72,..,11,3,14,0,14,..,68,9,79,0,79,..,63
SED24006,19244,..,..,..,..,19244,..,24,0,24,0,24,..,147,0,151,0,153,..,0,0,0,0,4,..,1188,212,1402,11,1407,..,3118,889,4004,35,4044,..,170,37,208,5,215,..,4481,1138,5613,48,5659,..,33,3,40,0,40,..,63,0,68,0,68,..,85,0,86,3,89,..,1042,95,1134,3,1141,..,34,0,34,0,34,..,107,3,112,0,112,..,282,0,279,0,279,..,23,0,23,0,26,..,88,0,88,0,86,..,137,0,140,4,145,..,82,5,87,0,86,..,72,0,72,0,69,..,825,11,831,7,842,..,519,25,545,9,549,..,82,5,88,0,88,..,0,0,0,0,0,..,109,17,126,0,126,..,62,3,68,0,68,..,75,4,77,0,80,..,220,18,238,4,241,..,26,0,24,0,24,..,32,0,32,0,32,..,37,3,35,0,35,..,0,0,0,0,0,..,38,0,42,0,42,..,27
SED24105,14570,..,..,..,..,14570,..,40,0,41,0,41,..,301,22,325,4,329,..,0,0,0,0,0,..,821,355,1172,5,1184,..,1107,493,1599,16,1612,..,305,125,433,0,431,..,2230,975,3207,25,3233,..,84,29,106,0,106,..,150,3,157,3,154,..,46,0,50,4,55,..,561,113,671,3,680,..,111,3,110,0,110,..,138,10,144,3,146,..,439,14,456,0,461,..,58,3,57,0,57,..,860,68,924,10,935,..,604,24,624,11,632,..,233,9,244,0,250,..,96,0,100,0,100,..,2537,138,2669,27,2695,..,279,47,323,0,325,..,48,5,54,0,54,..,2335,1181,3514,19,3527,..,69,19,88,0,90,..,32,8,38,0,38,..,124,15,138,4,141,..,49,19,66,0,66,..,102,22,123,0,123,..,25,3,31,0,31,..,63,20,81,0,81,..,85,11,92,0,92,..,173,52,226,0,226,..,184
SED24207,18599,..,..,..,..,18599,..,15,0,15,0,15,..,998,138,1136,8,1147,..,0,0,0,0,0,..,562,196,756,4,762,..,443,182,621,6,632,..,281,99,381,0,379,..,1285,471,1754,15,1775,..,364,59,425,3,426,..,66,4,75,0,73,..,29,0,29,0,36,..,490,75,565,5,572,..,155,11,163,0,163,..,202,11,212,0,212,..,917,25,946,5,955,..,127,7,137,4,144,..,2337,214,2556,29,2581,..,383,18,393,3,397,..,750,45,794,8,802,..,139,0,137,0,142,..,5012,333,5343,51,5395,..,394,58,455,0,455,..,38,9,43,0,43,..,10,5,13,0,13,..,50,8,56,0,56,..,861,186,1045,11,1055,..,236,11,249,7,256,..,110,16,124,0,124,..,159,22,180,0,182,..,72,16,85,0,90,..,32,7,31,0,31,..,288,36,327,6,330,..,336,65,402,4,406,..,771
SED24308,25298,..,..,..,..,25298,..,14,0,14,0,14,..,172,40,217,0,213,..,3,0,3,0,3,..,37,9,40,3,46,..,121,24,149,0,144,..,17,3,18,0,18,..,176,37,207,4,213,..,587,111,699,3,706,..,35,4,39,0,40,..,66,0,65,0,66,..,108,18,125,0,129,..,32,0,32,0,32,..,47,5,53,0,55,..,153,4,161,0,159,..,19,3,27,0,26,..,476,39,517,3,523,..,34,0,39,0,41,..,137,13,144,0,148,..,12,0,12,0,12,..,915,63,983,10,990,..,275,44,317,0,319,..,17,5,23,0,23,..,13,3,23,0,23,..,12,4,10,0,10,..,339,70,408,3,411,..,36,3,42,0,42,..,53,12,70,0,71,..,77,11,91,0,91,..,34,12,46,0,46,..,69,13,83,0,86,..,12,3,15,0,16,..,239,55,295,0,298,..,123
SED24408,26033,..,..,..,..,26033,..,37,0,37,0,37,..,17,0,14,0,16,..,3,0,3,0,3,..,9,0,9,0,9,..,46,5,50,0,50,..,6,0,7,0,7,..,59,3,62,0,62,..,0,0,5,0,5,..,15,0,13,0,13,..,35,9,41,0,41,..,19,0,22,0,24,..,14,0,14,0,14,..,18,0,18,0,18,..,39,0,39,0,40,..,41,0,45,0,45,..,48,0,46,0,46,..,22,0,24,0,24,..,17,0,17,0,17,..,0,0,0,0,0,..,195,3,202,0,206,..,44,0,41,0,41,..,6,0,6,0,6,..,6,0,5,0,5,..,3,0,3,0,3,..,4,0,4,0,4,..,75,17,82,0,82,..,3,0,3,0,3,..,8,0,7,0,7,..,0,0,6,0,6,..,6,0,6,0,6,..,9,0,9,0,9,..,8,3,6,0,6,..,24
SED24504,28845,..,..,..,..,28845,..,30,0,30,0,30,..,26,9,36,0,36,..,7,0,7,0,7,..,11,3,15,3,18,..,68,51,120,0,122,..,6,3,14,0,14,..,86,57,147,4,147,..,32,3,39,0,37,..,60,8,67,0,67,..,85,3,91,0,91,..,98,0,99,0,99,..,5,0,5,0,5,..,4,0,4,0,4,..,26,0,26,0,26,..,21,3,27,0,27,..,37,7,45,0,45,..,10,0,10,0,10,..,3,0,3,0,3,..,4,0,4,0,4,..,108,10,116,0,116,..,151,11,157,0,161,..,18,0,18,0,18,..,8,0,7,0,7,..,3,0,3,0,3,..,25,4,31,0,31,..,5,0,5,0,5,..,5,0,6,0,6,..,26,0,26,0,34,..,6,0,6,0,8,..,5,0,6,0,4,..,3,0,3,0,3,..,24,5,31,0,31,..,16
SED24606,21456,..,..,..,..,21456,..,21,0,20,0,20,..,56,3,57,0,57,..,0,0,0,0,0,..,318,30,352,6,357,..,1064,204,1270,6,1278,..,47,12,59,0,59,..,1428,248,1677,15,1696,..,34,0,32,0,32,..,110,0,115,4,120,..,70,0,70,0,69,..,844,147,988,5,992,..,44,0,44,0,44,..,149,9,161,0,161,..,273,0,271,4,278,..,88,0,89,0,89,..,72,3,69,0,74,..,93,0,97,0,97,..,36,0,36,0,36,..,61,0,64,0,63,..,814,19,831,9,839,..,228,7,237,0,237,..,82,9,85,0,90,..,9,0,9,0,9,..,68,10,74,3,75,..,12,0,13,0,13,..,48,0,48,0,48,..,68,11,75,0,75,..,49,10,52,0,56,..,53,0,53,0,51,..,99,15,109,0,110,..,0,0,0,0,0,..,43,0,44,3,45,..,45
SED24703,30428,..,..,..,..,30428,..,37,0,37,0,37,..,680,77,754,8,756,..,15,0,15,0,15,..,1583,299,1887,12,1896,..,6548,1403,7947,21,7969,..,252,67,321,0,321,..,8389,1770,10155,27,10189,..,61,4,66,4,62,..,362,7,367,4,368,..,209,3,216,0,221,..,268,16,284,0,285,..,252,6,258,0,258,..,117,3,124,0,124,..,1368,23,1392,10,1401,..,388,3,389,0,394,..,219,10,224,3,228,..,218,6,221,0,221,..,222,4,227,0,227,..,349,3,355,4,359,..,3137,56,3192,20,3214,..,683,49,732,6,741,..,296,31,329,0,327,..,71,0,72,0,72,..,649,170,820,3,822,..,61,6,65,0,65,..,287,3,293,4,296,..,252,20,270,0,270,..,62,0,68,0,68,..,211,11,224,0,228,..,111,7,123,0,123,..,13,0,16,0,16,..,82,3,84,4,84,..,280
SED24808,32444,..,..,..,..,32444,..,39,0,39,0,41,..,361,32,391,3,397,..,17,0,16,0,16,..,59,18,77,0,77,..,124,45,175,3,176,..,33,0,40,0,40,..,217,67,284,4,284,..,146,14,159,0,160,..,58,3,58,0,56,..,32,0,35,0,35,..,184,23,211,3,206,..,329,33,361,9,366,..,68,8,74,0,74,..,552,15,577,9,585,..,93,37,127,0,129,..,2355,262,2615,43,2655,..,180,15,188,4,194,..,512,35,550,12,558,..,57,5,60,0,60,..,4163,393,4552,73,4623,..,202,21,225,3,225,..,20,0,17,0,17,..,10,0,9,0,9,..,34,7,40,3,40,..,139,22,159,3,161,..,127,11,136,3,134,..,25,9,38,0,38,..,60,10,69,0,69,..,56,5,66,0,65,..,18,8,21,0,21,..,454,64,515,4,522,..,180,34,214,0,215,..,284
SED24904,25761,..,..,..,..,25761,..,49,0,49,0,49,..,55,9,66,3,71,..,23,0,20,0,20,..,59,57,116,0,116,..,232,421,652,16,667,..,8,4,8,0,8,..,295,475,767,21,788,..,27,0,25,0,25,..,28,0,25,0,25,..,27,0,27,0,29,..,141,17,158,0,158,..,13,0,15,0,15,..,21,0,28,0,28,..,38,0,34,0,34,..,39,6,41,0,41,..,202,26,226,3,230,..,31,0,31,0,31,..,9,0,9,0,9,..,3,0,3,0,3,..,358,35,390,3,391,..,443,29,474,6,478,..,10,4,16,0,15,..,37,24,62,0,62,..,20,3,20,0,20,..,0,0,0,0,0,..,92,12,104,4,105,..,14,11,23,0,23,..,8,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,55,18,67,0,78,..,6,0,0,0,0,..,47
SED25003,18940,..,..,..,..,18940,..,15,0,15,0,15,..,1475,175,1650,7,1658,..,0,0,0,0,0,..,161,55,212,0,218,..,495,224,724,19,737,..,71,29,94,0,96,..,729,305,1034,14,1048,..,109,8,116,0,116,..,55,0,58,0,58,..,24,3,30,0,32,..,959,116,1071,8,1080,..,110,4,116,4,120,..,195,9,208,0,208,..,605,24,625,3,629,..,200,14,212,10,217,..,978,71,1047,5,1058,..,395,23,414,0,414,..,362,15,381,10,393,..,86,0,90,0,91,..,2931,160,3093,38,3126,..,1120,142,1267,9,1274,..,20,5,27,0,27,..,55,14,67,0,67,..,51,10,59,0,64,..,1517,190,1707,11,1720,..,465,26,490,3,496,..,303,83,386,3,386,..,34,8,37,0,37,..,46,12,56,0,56,..,20,3,25,0,25,..,114,9,121,0,121,..,130,29,157,0,157,..,148
SED25102,26250,..,..,..,..,26250,..,39,0,39,0,39,..,35,0,39,0,39,..,0,3,3,0,3,..,45,9,53,0,50,..,101,45,143,5,148,..,0,0,0,0,0,..,146,54,200,7,201,..,20,0,20,0,20,..,60,0,63,0,63,..,159,4,164,0,165,..,82,14,94,0,96,..,0,0,0,0,0,..,4,0,4,0,4,..,28,0,28,0,28,..,0,0,0,0,0,..,21,0,20,0,20,..,36,3,43,0,43,..,8,0,8,0,8,..,11,0,11,0,11,..,111,5,119,0,119,..,141,16,155,3,158,..,47,3,48,0,48,..,3,0,3,0,3,..,12,3,16,0,16,..,13,0,10,0,10,..,17,0,17,0,17,..,43,3,43,0,43,..,36,3,38,0,38,..,15,0,15,0,15,..,31,4,37,0,37,..,5,0,4,0,4,..,17,0,17,0,17,..,13
