SED_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
SED25302,110,1981,97,2185,85,1324,48,1452,164,1836,100,2100,321,2818,143,3283,613,3716,192,4522,721,3108,146,3973,529,3082,168,3774,334,2268,170,2768,108,757,144,1009,2986,20891,1200,25071,96,1873,93,2069,95,1249,51,1390,216,1831,94,2133,615,3125,135,3873,1132,3849,184,5164,1204,3003,143,4349,863,3597,221,4685,405,2715,257,3370,80,1146,274,1497,4708,22378,1441,28525,205,3852,187,4252,180,2569,94,2840,380,3666,190,4230,934,5944,277,7160,1748,7569,378,9688,1926,6111,286,8324,1393,6680,384,8456,739,4978,421,6138,189,1903,417,2509,7695,43272,2639,53599
SED25402,73,1713,190,1973,124,1621,162,1907,301,3554,349,4205,435,3104,313,3849,570,3095,317,3984,689,3451,321,4458,526,3136,285,3942,268,1561,201,2033,59,469,111,643,3050,21708,2242,27000,115,1631,171,1919,159,1597,179,1936,546,3589,364,4501,762,3025,331,4116,980,2982,279,4239,1197,3382,315,4894,683,3073,288,4046,290,1743,237,2277,35,842,170,1049,4762,21863,2338,28965,190,3344,358,3898,285,3214,346,3845,852,7140,713,8706,1198,6128,641,7961,1548,6075,598,8216,1889,6830,628,9346,1206,6216,566,7990,555,3311,439,4307,96,1313,282,1690,7813,43571,4578,55962
SED25501,101,2050,76,2232,125,2233,146,2506,237,3661,238,4137,390,3652,203,4241,603,3411,183,4194,642,2938,122,3699,389,2233,90,2702,254,1602,89,1949,123,767,86,969,2865,22539,1227,26632,87,1892,78,2055,144,1846,93,2086,234,3187,217,3641,561,4083,185,4822,878,3555,160,4590,948,2827,130,3909,546,2439,97,3083,354,2036,118,2512,84,1050,125,1264,3841,22924,1195,27959,187,3945,154,4287,269,4082,243,4596,473,6856,450,7779,946,7731,386,9066,1483,6962,340,8785,1593,5761,250,7606,932,4674,178,5784,609,3637,207,4457,205,1816,207,2230,6709,45459,2422,54589
SED25605,72,1615,91,1777,123,1887,130,2146,309,4005,360,4673,453,3595,229,4269,584,3157,204,3946,511,2708,166,3384,397,2534,143,3072,261,1930,181,2372,89,667,117,873,2802,22092,1614,26504,83,1428,77,1587,132,1567,103,1798,374,3456,263,4093,600,3479,200,4283,861,3016,168,4049,795,2657,156,3612,625,2840,174,3648,295,2037,199,2529,49,1115,207,1368,3817,21592,1556,26960,153,3043,169,3366,257,3452,232,3943,683,7460,625,8765,1049,7071,431,8550,1448,6172,372,7990,1308,5365,318,6995,1026,5377,319,6714,555,3963,381,4903,137,1784,322,2241,6618,43683,3167,53464
SED25704,94,1633,161,1890,125,1369,138,1629,233,2822,303,3355,351,2625,273,3249,528,2960,314,3803,733,3556,337,4624,545,3347,346,4239,255,1972,269,2498,65,671,142,877,2922,20951,2289,26167,102,1413,183,1692,141,1328,112,1584,416,2859,263,3532,623,2608,283,3515,963,2804,271,4039,1170,3211,317,4694,776,3081,322,4180,306,2083,312,2698,61,1014,253,1328,4557,20396,2313,27267,196,3041,342,3582,258,2701,251,3216,643,5682,563,6890,974,5231,553,6759,1494,5760,587,7841,1900,6764,654,9321,1318,6429,673,8420,559,4053,585,5196,122,1687,395,2206,7478,41346,4601,53432
SED25802,83,1954,177,2211,134,1721,139,1994,304,3872,289,4465,486,3422,342,4249,628,3569,321,4526,833,3827,324,4976,561,3773,296,4633,319,2038,204,2562,70,566,91,726,3419,24729,2180,30332,128,1857,177,2155,168,1660,96,1928,571,4010,338,4919,869,3290,304,4461,1185,3442,303,4934,1397,3693,313,5402,834,3730,290,4852,324,2106,252,2690,47,880,142,1065,5524,24664,2227,32415,207,3805,354,4371,302,3379,238,3920,870,7881,632,9381,1356,6707,641,8708,1819,7008,625,9458,2230,7519,634,10382,1399,7503,584,9485,642,4141,463,5246,117,1442,238,1795,8938,49394,4411,62742
SED25905,99,1969,143,2220,146,2207,172,2528,366,4140,388,4893,470,3657,289,4413,578,3353,225,4151,643,3469,213,4328,348,2430,142,2924,147,1098,101,1339,39,355,53,450,2840,22671,1730,27239,116,1758,119,1990,209,1888,155,2255,562,3949,322,4827,739,3468,283,4487,1044,3299,237,4583,990,3348,218,4559,472,2360,160,2993,149,1239,113,1504,16,687,113,822,4301,21995,1726,28023,222,3724,269,4213,357,4097,323,4782,924,8085,708,9721,1209,7120,570,8897,1620,6650,465,8735,1641,6816,435,8885,818,4793,303,5917,298,2331,212,2843,52,1048,167,1273,7137,44672,3451,55261
SED26005,134,3223,167,3520,191,2987,172,3358,421,4767,393,5582,657,5378,359,6392,776,5060,297,6136,570,3811,196,4577,326,2058,106,2489,125,862,67,1055,28,183,17,226,3237,28319,1774,33337,159,2927,151,3232,234,2645,173,3052,636,4727,361,5729,1040,5332,306,6679,1250,4827,258,6333,919,3427,167,4517,449,2028,137,2618,140,945,72,1153,17,337,19,367,4840,27203,1643,33680,297,6147,318,6754,431,5634,347,6407,1062,9496,757,11304,1699,10705,664,13074,2030,9888,559,12469,1486,7240,371,9090,779,4088,243,5100,265,1811,130,2210,44,521,36,596,8078,55523,3412,67011
SED26102,80,1328,157,1564,62,1131,106,1297,167,2260,225,2653,355,2432,259,3042,622,3113,344,4083,831,3551,335,4720,713,4505,405,5621,367,2816,333,3523,130,902,176,1211,3322,22041,2335,27700,75,1250,163,1487,108,1030,121,1260,291,2322,218,2832,609,2508,258,3376,961,3071,311,4343,1439,3630,355,5418,1066,4425,431,5920,457,2923,376,3757,78,1174,256,1509,5086,22338,2486,29910,153,2577,324,3049,169,2162,221,2556,459,4582,447,5487,964,4941,518,6421,1585,6185,654,8423,2269,7182,691,10134,1782,8927,830,11544,824,5736,711,7279,206,2080,429,2714,8414,44380,4816,57610
SED26207,80,1645,63,1786,105,1651,68,1816,244,3071,204,3517,471,3380,151,4003,811,3210,168,4191,736,2610,121,3468,420,2295,92,2809,269,1780,121,2168,102,715,58,880,3225,20367,1056,24645,81,1573,57,1715,152,1333,57,1551,346,3024,150,3517,748,3306,160,4211,1238,3036,149,4416,1193,2538,118,3847,726,2646,127,3503,378,2142,163,2675,69,1104,87,1253,4921,20702,1071,26694,163,3221,122,3499,254,2987,132,3367,586,6090,349,7034,1217,6688,310,8215,2045,6244,316,8613,1930,5154,242,7317,1144,4946,223,6307,650,3916,278,4851,167,1818,144,2133,8150,41065,2122,51337
SED26303,63,1413,41,1526,111,1554,107,1770,368,5501,260,6136,477,4770,246,5494,773,3787,174,4736,726,2497,138,3356,291,1701,102,2088,151,1019,84,1254,57,428,66,556,3018,22669,1214,26907,62,1426,59,1542,148,1672,66,1895,553,6336,271,7158,761,4929,213,5901,1275,3680,155,5106,1081,2493,132,3705,506,1851,105,2459,206,1274,120,1605,59,716,111,888,4652,24380,1228,30258,128,2837,103,3064,259,3231,166,3658,923,11835,533,13292,1232,9702,459,11395,2049,7470,326,9848,1807,4989,271,7065,799,3552,203,4553,356,2300,201,2858,117,1147,179,1441,7670,47056,2442,57167
SED26406,88,1697,78,1860,147,3485,288,3923,338,6723,563,7621,493,4571,260,5324,787,3321,167,4270,645,2631,121,3391,304,1956,101,2357,204,1212,71,1493,78,595,49,723,3080,26194,1693,30962,82,1772,69,1920,189,3271,221,3680,445,6296,389,7128,624,4362,212,5200,1089,3206,150,4451,1004,2530,106,3638,506,2083,119,2701,286,1582,113,1981,52,919,132,1099,4273,26007,1514,31793,167,3462,143,3778,332,6757,512,7604,779,13014,951,14750,1117,8928,472,10525,1876,6527,317,8717,1646,5166,223,7033,811,4039,215,5061,490,2797,188,3470,124,1512,182,1820,7347,52207,3206,62761
SED26504,81,1474,154,1708,65,1096,102,1262,238,2443,219,2904,349,2503,224,3073,516,2877,213,3607,666,3247,250,4165,475,3398,287,4160,292,1940,239,2475,81,606,118,798,2764,19578,1818,24153,73,1368,128,1568,101,1055,95,1248,367,2450,197,3022,590,2509,219,3315,888,2815,237,3940,1124,3009,249,4383,709,3266,271,4243,327,2075,280,2682,51,940,187,1176,4231,19478,1867,25577,150,2841,281,3280,163,2151,197,2510,605,4893,426,5921,936,5009,437,6389,1408,5692,450,7548,1793,6252,505,8547,1182,6661,562,8402,622,4013,523,5161,134,1543,304,1980,6997,39058,3680,49730
SED26603,97,1636,100,1833,127,2438,216,2778,430,6663,495,7585,620,5644,328,6593,872,3714,257,4845,689,2813,164,3666,333,1832,128,2289,177,1202,125,1500,105,751,102,959,3441,26685,1919,32050,116,1530,69,1714,190,2183,141,2514,595,6599,457,7652,930,5432,280,6640,1374,3497,215,5080,1074,2684,161,3916,489,2051,144,2684,273,1694,155,2113,74,1331,214,1626,5102,26997,1842,33937,209,3172,172,3545,316,4618,356,5291,1023,13262,951,15241,1552,11065,607,13229,2246,7210,474,9924,1756,5500,326,7585,819,3876,272,4975,446,2893,274,3618,181,2085,317,2584,8540,53685,3763,65988
SED26708,85,1715,186,1990,91,1382,100,1576,249,2992,267,3508,372,2923,262,3554,607,3265,297,4169,803,3615,313,4728,559,3459,322,4341,229,1791,197,2215,55,481,100,638,3050,21624,2049,26727,101,1499,163,1762,102,1112,82,1296,390,2821,224,3431,666,2892,251,3811,982,2980,262,4226,1269,3264,301,4839,741,3202,285,4227,279,1799,225,2306,38,871,158,1067,4576,20446,1949,26968,186,3216,351,3751,194,2494,186,2872,637,5814,491,6942,1043,5813,508,7364,1593,6242,559,8393,2080,6877,608,9568,1293,6661,608,8571,512,3595,421,4524,89,1350,265,1709,7624,42072,3998,53692
SED26806,35,796,95,926,130,2204,148,2482,475,9816,744,11032,445,5669,459,6568,528,3152,312,3983,565,2445,230,3240,287,1908,206,2390,171,1184,170,1527,39,388,128,553,2680,27553,2476,32704,43,882,66,989,172,2818,235,3229,583,10630,773,11983,575,5161,408,6144,753,2894,281,3925,770,2257,215,3244,472,2146,198,2818,231,1375,188,1795,41,606,250,898,3647,28772,2615,35032,81,1671,166,1916,307,5024,387,5712,1058,20448,1510,23016,1024,10833,862,12710,1279,6041,589,7908,1336,4704,447,6487,756,4051,399,5208,399,2560,359,3325,81,997,374,1452,6321,56326,5089,67737
SED26903,82,1257,80,1419,127,1961,151,2239,403,5890,452,6746,561,4725,321,5603,714,3503,246,4464,592,2605,191,3389,294,1871,184,2352,162,1224,145,1538,60,613,141,817,3000,23665,1901,28566,71,1218,90,1380,170,1804,118,2094,533,5804,400,6738,840,4606,280,5726,1103,3203,218,4524,934,2508,174,3610,450,2025,190,2663,262,1617,180,2063,64,995,231,1286,4432,23784,1869,30087,154,2478,171,2797,301,3772,265,4338,939,11695,844,13486,1400,9329,598,11328,1821,6709,460,8996,1525,5112,360,6997,748,3899,369,5016,426,2846,325,3596,116,1606,374,2099,7430,47448,3776,58653
SED27003,38,800,65,910,156,2075,169,2397,532,10271,648,11450,519,5922,422,6864,595,3443,279,4323,573,2726,249,3551,277,1868,159,2305,121,915,73,1116,32,300,42,376,2849,28325,2112,33282,50,1015,71,1139,177,2595,166,2937,732,10696,622,12047,629,5246,353,6235,886,3084,224,4200,842,2335,191,3377,497,1987,152,2640,163,1156,101,1416,26,564,45,636,4009,28675,1935,34617,90,1813,144,2047,324,4673,344,5337,1260,20968,1268,23498,1150,11172,779,13098,1487,6531,505,8524,1424,5060,441,6923,773,3858,314,4941,277,2071,178,2533,65,862,82,1005,6853,57005,4043,67900
SED27101,81,1717,67,1861,117,1731,75,1923,282,4210,200,4698,535,4326,209,5065,688,3499,174,4363,574,2657,102,3330,375,2056,87,2519,188,1274,76,1536,70,466,43,580,2911,21926,1040,25879,68,1477,53,1601,150,1606,62,1815,422,4241,206,4868,812,4423,202,5429,1041,3339,103,4484,934,2616,118,3670,572,2292,111,2974,246,1663,120,2028,50,782,83,914,4294,22453,1047,27794,150,3195,122,3467,268,3337,135,3739,707,8447,407,9565,1342,8745,409,10496,1731,6842,277,8846,1509,5273,220,7005,952,4346,196,5492,430,2942,195,3567,118,1253,125,1496,7206,44384,2086,53672
SED27208,81,1532,185,1794,87,1332,146,1577,255,2833,478,3571,403,2620,521,3541,654,3184,579,4424,825,3746,547,5124,625,3931,521,5074,314,2069,342,2732,59,606,148,823,3308,21867,3475,28651,111,1441,145,1697,134,1194,94,1428,470,2808,234,3517,627,2609,265,3495,1006,2976,336,4320,1245,3474,333,5052,870,3602,345,4815,311,2082,316,2705,45,952,216,1209,4812,21133,2292,28240,198,2969,333,3497,225,2533,246,3004,724,5647,719,7083,1022,5229,784,7038,1663,6164,917,8740,2071,7218,881,10176,1493,7533,859,9886,625,4150,657,5433,105,1561,372,2034,8121,43003,5770,56887
SED27305,88,1794,59,1949,97,1910,69,2072,197,2797,131,3125,328,2979,124,3430,598,3224,100,3919,674,3251,97,4022,333,2036,68,2434,153,1045,59,1262,39,266,32,335,2513,19301,739,22554,93,1688,63,1847,132,1597,61,1795,315,2656,101,3072,536,3019,107,3665,1009,3343,92,4447,1061,2990,101,4155,444,2051,88,2578,174,1211,80,1462,21,403,36,455,3791,18952,725,23469,184,3486,124,3795,228,3503,126,3866,516,5451,230,6196,861,6002,228,7096,1612,6569,189,8367,1735,6243,200,8179,779,4083,151,5012,330,2255,143,2726,61,666,67,786,6302,38257,1460,46026
SED27406,64,1903,61,2028,90,1514,46,1652,190,2645,125,2961,308,3317,165,3796,687,3909,173,4771,833,3140,105,4080,485,2596,113,3188,246,1544,109,1898,81,559,59,698,2979,21137,958,25079,77,1821,54,1958,103,1421,33,1559,272,2893,137,3300,568,3571,155,4298,1155,3967,151,5273,1284,3081,128,4488,715,2868,143,3727,321,1843,130,2296,62,1049,133,1244,4557,22514,1060,28130,139,3727,116,3984,195,2933,82,3209,456,5536,269,6262,883,6886,319,8091,1838,7881,326,10046,2114,6221,233,8565,1196,5466,253,6919,565,3395,234,4195,146,1612,187,1942,7537,43652,2019,53203
SED27504,101,2014,243,2355,129,1787,194,2116,325,3865,424,4618,465,3407,375,4250,648,3537,384,4572,706,3484,379,4563,488,3141,320,3950,256,1818,223,2289,65,592,92,751,3186,23643,2639,29472,134,1803,210,2154,171,1690,170,2030,584,3905,436,4924,822,3309,384,4515,1109,3136,330,4580,1171,3294,346,4811,766,3050,283,4099,271,1951,295,2520,54,976,147,1173,5077,23114,2604,30801,235,3822,456,4510,307,3475,365,4146,907,7772,862,9540,1288,6718,760,8762,1761,6681,717,9151,1871,6774,726,9370,1251,6191,606,8048,523,3765,519,4806,115,1568,239,1928,8267,46760,5242,60270
SED27608,100,2516,121,2731,118,2927,210,3264,353,5820,341,6514,600,5495,237,6333,772,4390,202,5359,769,3446,164,4378,586,3152,181,3919,248,1807,123,2173,81,602,76,765,3627,30161,1651,35441,116,2501,143,2761,190,2843,156,3194,604,5766,254,6621,1031,5602,250,6884,1310,4232,196,5746,1394,3438,161,4986,793,3396,213,4406,318,2049,162,2525,53,1123,121,1293,5809,30935,1663,38415,215,5013,258,5494,317,5773,372,6456,953,11583,601,13138,1629,11094,497,13213,2081,8628,397,11110,2161,6882,325,9370,1377,6551,394,8322,568,3855,283,4700,131,1726,193,2053,9436,61101,3319,73858
SED27708,80,1714,198,1988,85,1382,128,1595,245,3129,250,3618,408,2950,277,3639,604,3198,274,4086,743,3440,240,4418,520,3384,261,4166,226,1611,188,2026,61,524,83,672,2973,21332,1902,26213,100,1637,158,1888,140,1312,81,1531,447,3115,236,3794,750,2905,279,3922,1059,3166,224,4451,1285,3332,236,4855,767,3261,253,4279,281,1809,229,2315,51,905,188,1144,4873,21437,1882,28191,177,3347,348,3879,221,2695,209,3125,689,6243,488,7420,1154,5853,560,7558,1664,6371,504,8534,2022,6776,475,9277,1289,6644,512,8449,509,3417,421,4345,118,1425,275,1819,7846,42774,3787,54400
SED27807,65,1714,197,1975,149,2414,299,2857,397,5677,805,6881,497,4045,570,5113,554,3354,394,4305,556,3400,320,4279,405,2883,288,3569,199,1549,228,1971,74,495,105,668,2894,25521,3196,31620,102,1607,183,1891,151,2173,232,2564,537,5103,628,6274,686,3820,449,4957,821,3306,344,4467,841,3193,295,4332,632,2896,256,3786,260,1709,204,2175,39,866,214,1127,4072,24678,2808,31559,173,3321,372,3870,303,4587,529,5419,938,10780,1431,13150,1185,7865,1018,10067,1373,6659,742,8773,1396,6587,623,8610,1034,5778,542,7350,458,3253,436,4148,114,1358,320,1791,6967,50198,6012,63178
SED27907,80,1775,114,1969,120,1786,108,2022,376,4278,304,4952,541,3688,253,4478,611,3322,199,4132,618,3028,169,3812,444,2432,138,3017,221,1254,102,1573,49,363,47,460,3065,21927,1427,26418,99,1586,94,1771,156,1557,92,1805,559,4161,234,4951,882,3561,208,4651,1089,3157,212,4462,1124,2913,147,4193,630,2686,146,3470,227,1440,134,1800,32,566,59,659,4797,21624,1333,27752,178,3357,206,3741,278,3345,199,3823,929,8435,534,9905,1417,7250,455,9129,1699,6479,412,8596,1746,5939,318,8004,1080,5119,281,6482,449,2692,232,3374,82,931,104,1114,7866,43546,2755,54173
SED28007,119,2782,133,3032,147,2637,159,2945,373,4648,309,5327,583,4725,292,5603,852,4652,241,5747,692,3690,183,4557,388,2306,91,2786,153,978,60,1185,32,239,14,285,3335,26654,1482,31465,127,2658,123,2912,199,2327,104,2630,563,4453,300,5310,1006,4778,306,6084,1441,4543,220,6198,1148,3513,174,4832,486,2232,118,2837,153,1056,57,1267,19,476,31,527,5137,26024,1437,32601,246,5440,260,5943,347,4961,263,5577,933,9101,602,10639,1585,9500,600,11686,2288,9189,464,11947,1836,7203,355,9396,868,4542,211,5625,301,2033,111,2451,48,711,47,806,8464,52681,2916,64065
SED28107,153,3177,321,3646,191,4264,596,5052,651,10460,1592,12711,1247,11762,1276,14286,709,5468,518,6692,559,3598,273,4427,317,2249,162,2729,126,869,82,1075,17,168,23,209,3981,42003,4838,50827,160,2969,246,3376,246,3226,325,3804,1164,10742,1067,12970,1605,10251,864,12717,1043,4688,349,6082,900,3689,250,4845,455,2340,175,2978,112,930,69,1106,21,274,25,318,5710,39117,3368,48195,312,6140,567,7021,439,7492,924,8853,1821,21200,2658,25679,2855,22009,2140,27005,1752,10153,869,12774,1462,7288,519,9270,773,4591,341,5707,247,1796,144,2185,34,442,49,521,9692,81116,8205,99011
SED28203,108,1861,144,2118,174,2382,212,2762,472,5832,515,6819,716,5824,415,6959,617,3656,303,4572,520,2790,218,3533,357,2484,157,3002,269,1595,116,1984,102,529,56,687,3338,26959,2135,32431,131,1724,142,1998,207,2056,164,2423,695,5815,454,6957,992,5271,362,6622,939,3125,239,4308,873,2749,189,3809,617,2783,209,3605,273,1877,129,2283,38,788,58,886,4761,26185,1937,32887,239,3587,290,4112,378,4438,371,5187,1165,11648,963,13777,1710,11098,772,13582,1556,6781,544,8881,1395,5539,407,7338,972,5268,363,6607,542,3472,248,4260,138,1315,119,1573,8095,53147,4076,65317
SED28301,93,2070,69,2233,118,1851,67,2040,207,2523,110,2837,392,3205,124,3718,764,3474,170,4405,793,3139,98,4025,472,2484,107,3064,254,1643,88,1983,77,607,54,744,3174,20994,878,25050,96,1862,53,2013,145,1618,44,1812,260,2507,115,2883,648,3516,140,4303,1117,3514,138,4767,1199,3125,130,4453,679,2652,108,3438,296,1940,113,2353,62,891,74,1025,4503,21623,917,27038,186,3928,126,4240,272,3466,112,3851,476,5030,217,5722,1040,6726,261,8024,1883,6986,307,9172,1991,6256,225,8477,1141,5135,215,6501,553,3584,197,4335,140,1496,130,1769,7676,42620,1795,52085
SED28408,88,1786,101,1980,107,1640,122,1866,311,3632,249,4187,385,2911,200,3492,559,2898,208,3670,613,2736,184,3532,427,2531,161,3123,219,1411,138,1772,58,479,85,621,2780,20018,1448,24248,111,1700,112,1920,150,1758,119,2021,492,3460,240,4185,696,3146,203,4039,1036,2843,156,4034,1080,2784,187,4053,687,2786,178,3647,284,1753,185,2222,60,934,198,1195,4591,21153,1574,27324,197,3485,219,3902,262,3392,239,3892,794,7090,492,8380,1083,6049,397,7534,1601,5742,363,7706,1692,5520,367,7580,1120,5313,337,6765,503,3172,328,3994,124,1414,280,1815,7370,41171,3022,51564
SED28507,124,2329,178,2627,170,2546,244,2956,497,6363,615,7478,739,6517,541,7801,632,3961,322,4922,611,3232,221,4066,333,2392,179,2904,148,1070,107,1322,28,281,62,373,3276,28695,2480,34446,112,2156,185,2452,230,2362,202,2793,821,7029,618,8466,1094,5787,458,7338,1061,3774,311,5145,983,3171,194,4355,459,2412,188,3056,159,1264,146,1568,21,584,136,744,4946,28530,2443,35922,238,4485,358,5078,398,4906,449,5754,1315,13390,1235,15945,1833,12309,1002,15139,1693,7735,636,10066,1591,6403,421,8420,790,4807,370,5962,309,2331,253,2891,54,866,196,1111,8218,57226,4920,70371
SED28607,60,1682,82,1823,125,1619,92,1832,313,4570,308,5187,574,5229,282,6089,785,4326,215,5329,739,3208,165,4107,324,2147,122,2587,157,1155,96,1403,72,534,38,646,3147,24473,1399,29012,86,1513,81,1683,118,1478,79,1678,439,4775,304,5516,873,5320,243,6441,1260,4200,215,5682,1124,2920,142,4189,518,2164,104,2790,212,1512,123,1847,49,875,91,1015,4684,24772,1381,30835,148,3200,165,3508,248,3095,165,3506,746,9343,615,10708,1443,10549,531,12528,2045,8530,437,11011,1863,6127,305,8301,846,4309,223,5380,367,2667,214,3247,124,1409,129,1663,7830,49240,2779,59851
SED28704,146,3034,158,3340,147,2743,156,3047,456,6198,330,6993,847,7069,366,8280,935,5274,256,6468,761,3737,188,4689,494,2587,162,3243,197,1206,96,1496,36,256,30,321,4016,32116,1739,37873,163,2889,145,3192,211,2443,104,2757,867,6513,370,7752,1368,6916,338,8619,1607,4933,254,6791,1373,3510,208,5094,699,2774,159,3630,182,1221,91,1498,27,451,32,519,6489,31666,1699,39851,308,5926,303,6536,354,5189,262,5804,1325,12712,706,14745,2211,13989,700,16900,2534,10205,514,13257,2137,7252,397,9787,1190,5362,322,6868,381,2427,188,2994,61,711,63,834,10510,63775,3442,77724
SED28803,169,3781,273,4226,238,4075,292,4605,795,9453,795,11041,1121,9437,682,11239,927,5872,425,7227,774,4718,284,5778,357,2702,155,3209,138,994,79,1204,19,206,31,261,4532,41235,3010,48779,235,3574,240,4049,377,3786,229,4396,1374,9854,739,11970,1775,8585,657,11017,1572,5534,391,7499,1265,4254,276,5797,496,2659,149,3307,123,1058,104,1282,18,340,64,419,7231,39651,2850,49735,407,7359,510,8275,611,7856,523,8998,2171,19308,1535,23009,2895,18019,1337,22253,2500,11409,823,14727,2040,8971,555,11578,850,5357,305,6514,260,2050,181,2486,36,540,93,674,11761,80891,5863,98518
SED29494,6,130,97,234,26,199,127,345,46,506,391,939,56,422,524,1008,81,366,467,912,57,290,295,644,36,225,132,392,5,61,30,90,0,4,6,15,316,2202,2062,4576,12,127,91,229,34,195,92,321,79,485,310,878,82,304,346,730,81,220,181,479,79,229,118,429,23,133,62,224,5,47,7,58,0,13,9,19,394,1754,1219,3373,22,255,187,459,56,392,215,671,128,991,698,1819,136,731,871,1736,157,586,645,1393,139,520,416,1074,60,353,199,613,12,102,37,152,6,17,13,29,714,3955,3282,7946
SED29797,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,16,0,0,3,3,0,3,7,10,0,0,0,4,0,0,0,0,0,0,0,0,0,11,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,16,0,0,3,3,0,6,9,14,0,0,0,4,0,0,0,0,0,0,0,0,0,13,27,38
