SED_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
SED55306,4,3,853,20,33,4,0,33,0,55,0,5,0,0,3,0,3,0,0,0,0,0,0,0,20,33,4,0,37,0,61,4,0,0,0,0,0,4,865,43,4,0,46,3,914,84,0,0,0,0,0,84,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,86,3,0,0,3,0,91,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,27,5952,100,0,0,100,21,6067,229,340,8,0,351,0,581,4,20,10,0,30,4,30,0,0,0,0,0,0,0,233,358,22,0,381,4,614,6,0,4,0,4,6,18,6183,461,19,0,479,31,6704
SED55405,17,0,358,39,128,5,0,136,0,174,0,22,10,0,28,0,28,0,0,0,0,0,0,0,39,153,13,0,169,0,207,0,0,0,0,0,0,0,382,174,13,0,185,0,563,144,8,0,0,8,0,154,14,72,4,0,72,0,91,0,12,8,0,24,0,24,0,0,0,0,0,0,0,14,86,15,0,97,0,115,0,0,0,0,0,0,0,161,92,15,0,103,0,263,59,3,0,0,3,0,61,3,42,4,0,46,0,50,0,7,13,0,13,0,13,0,0,0,0,0,0,0,3,50,13,0,64,0,67,0,0,0,0,0,0,0,65,52,13,0,65,0,126,3382,157,6,0,158,4,3535,445,1848,55,4,1910,0,2361,3,186,70,0,261,0,265,0,0,0,0,0,0,3,452,2035,135,4,2171,0,2627,0,0,0,0,0,0,7,3834,2199,135,4,2328,3,6165
SED55504,19,0,917,30,211,5,0,218,0,250,0,12,7,0,27,0,26,0,0,0,0,0,0,0,33,226,18,0,242,0,272,0,0,0,0,0,0,0,925,249,18,0,262,0,1187,308,5,0,0,5,0,309,14,130,0,0,130,0,145,0,10,0,0,16,0,13,0,0,0,0,0,0,0,15,139,3,0,143,0,159,0,0,0,0,0,0,0,327,143,3,0,151,0,475,171,0,0,0,0,0,172,9,62,0,0,62,0,72,0,10,7,0,13,0,13,0,0,0,0,0,0,0,9,72,9,0,79,0,88,0,0,0,0,0,0,0,178,72,9,0,83,0,264,7366,183,0,0,183,4,7550,379,1816,37,0,1852,0,2237,6,135,57,0,194,0,207,0,4,0,3,7,0,7,387,1959,92,3,2054,0,2444,13,0,0,0,0,0,14,7770,2135,92,3,2231,4,10004
SED55605,17,3,1123,45,66,0,0,65,0,109,0,0,5,0,6,0,6,0,0,0,0,0,0,0,42,68,7,0,71,0,115,0,0,0,0,0,0,0,1149,80,7,0,90,3,1237,298,3,0,0,3,0,302,15,40,0,0,40,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39,0,0,41,0,52,0,0,0,0,0,0,0,309,47,0,0,46,0,359,132,6,0,0,6,0,136,3,19,0,0,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,25,0,28,0,0,0,0,0,0,0,138,23,0,0,24,0,160,7872,187,0,4,196,11,8081,337,550,11,0,562,0,898,10,16,12,0,35,0,42,0,0,0,0,0,0,0,349,565,29,0,592,0,940,5,0,0,0,0,3,11,8226,757,29,4,789,17,9034
SED55706,12,0,669,24,30,0,0,34,0,53,0,5,7,0,11,0,13,0,0,0,0,0,0,0,27,31,11,0,43,0,67,0,0,0,0,0,0,4,685,39,11,0,55,0,740,55,0,0,0,0,0,55,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,0,0,0,0,0,0,0,52,3,0,0,5,0,57,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,3,0,11,5103,78,0,0,78,14,5193,215,268,7,0,279,0,493,9,56,32,0,86,0,93,0,3,0,0,3,0,3,221,326,41,0,366,0,591,13,0,0,0,0,20,32,5339,404,41,0,449,38,5823
SED55802,25,0,698,24,362,21,0,381,0,406,0,41,39,0,80,0,80,0,3,0,0,3,0,3,24,405,62,0,465,0,491,0,0,0,0,0,0,0,698,427,62,0,488,0,1186,238,9,0,0,9,0,246,5,174,11,0,185,0,195,0,30,29,0,61,0,61,0,0,0,0,0,0,0,5,209,39,0,245,0,254,0,0,0,0,0,0,0,241,219,39,0,259,0,498,98,4,0,0,4,0,107,7,109,8,0,121,0,128,0,19,19,0,35,0,35,0,0,0,0,0,0,0,7,131,26,0,158,0,161,0,0,0,0,0,0,0,102,133,26,0,159,0,263,5239,233,0,0,233,5,5469,412,3816,123,4,3948,0,4362,14,443,304,6,753,0,763,0,4,0,0,4,0,4,424,4265,429,6,4700,0,5121,14,24,0,0,24,4,39,5672,4520,429,6,4954,8,10634
SED55905,15,0,531,35,108,6,0,119,0,152,3,14,3,0,14,0,14,0,0,0,0,0,0,0,33,120,9,0,130,0,163,0,0,0,0,0,0,0,549,137,9,0,144,0,690,208,6,0,0,6,0,213,18,65,3,0,71,0,93,0,4,4,0,5,0,9,0,0,0,0,0,0,0,26,69,8,0,76,0,100,0,0,0,0,0,0,0,227,80,8,0,85,0,314,126,5,0,0,5,0,130,13,34,4,0,41,0,50,0,4,4,0,4,0,4,0,0,0,0,0,0,0,13,39,4,0,46,0,54,0,0,0,0,0,0,0,137,45,4,0,49,0,188,4026,191,0,0,191,3,4219,363,990,31,0,1019,7,1389,4,79,12,0,89,0,96,0,5,0,0,5,0,5,369,1073,45,0,1121,7,1493,0,0,0,0,0,5,9,4390,1267,45,0,1312,7,5714
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED60105,9,0,455,4,11,0,0,11,0,18,0,9,11,0,23,0,23,0,0,0,0,0,0,0,4,17,15,0,33,0,39,0,0,0,0,0,0,0,454,24,15,0,39,0,496,129,0,0,0,0,0,138,4,9,0,0,9,0,10,0,6,7,0,9,0,9,0,0,0,0,0,0,0,4,9,7,0,15,0,22,0,0,0,0,0,0,0,132,13,7,0,18,0,153,42,0,0,0,0,0,42,3,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,44,3,4,0,5,0,48,3004,48,0,0,48,3,3058,96,274,12,0,287,0,386,0,47,71,0,121,0,121,0,0,0,0,0,0,0,96,321,88,0,409,0,503,5,0,0,0,4,3,14,3104,373,84,0,456,6,3572
SED60106,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,115,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,908,0,0,0,0,0,913,36,14,0,0,14,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,11,0,0,15,0,53,4,0,0,0,0,6,7,957,15,0,0,19,5,974
SED60113,3,0,760,20,40,0,0,43,0,59,0,5,5,0,12,0,12,0,0,0,0,0,0,0,20,41,8,0,50,0,66,0,0,0,0,0,0,0,772,45,8,0,55,0,829,236,3,0,0,3,0,238,3,11,0,0,15,0,17,0,8,4,0,6,0,6,0,0,0,0,0,0,0,3,19,5,0,20,0,25,0,0,0,0,0,0,0,239,19,5,0,20,0,260,61,0,0,0,0,0,61,0,7,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,0,60,4,0,0,4,0,68,5117,52,6,0,51,6,5178,134,357,16,0,377,0,505,0,38,31,0,71,0,71,0,0,0,0,0,0,0,132,398,47,0,446,0,578,5,0,0,0,0,3,7,5254,454,51,0,497,12,5765
SED60115,11,0,559,8,20,0,0,25,0,29,3,3,36,0,46,0,49,0,0,0,0,0,0,0,5,27,44,0,67,0,73,0,0,0,0,0,4,5,560,39,44,0,80,3,642,145,4,0,0,4,0,148,0,7,0,0,7,0,12,0,7,19,0,22,0,22,0,0,0,0,0,0,0,0,13,19,0,33,0,35,0,0,0,0,0,0,0,144,16,19,0,37,0,182,28,0,0,0,0,0,28,0,7,0,0,7,0,7,0,4,6,0,16,0,16,0,0,0,0,0,0,0,0,9,6,0,17,0,16,0,0,0,0,0,0,0,30,9,6,0,17,0,42,4139,56,0,0,56,14,4207,111,394,27,0,427,0,532,3,95,241,0,340,0,338,0,4,0,0,4,0,3,116,494,272,0,767,6,880,7,0,0,0,0,10,16,4260,552,272,0,822,25,5105
SED60207,0,0,627,12,27,0,0,31,0,35,4,0,0,0,0,0,4,0,0,0,0,0,0,0,13,27,0,0,31,0,37,0,0,0,0,0,0,0,636,24,0,0,30,0,667,155,0,0,0,0,0,155,0,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,0,0,0,0,0,158,5,0,0,5,0,159,48,0,0,0,0,0,48,0,6,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,7,0,0,0,0,0,0,0,46,6,0,0,6,0,52,4499,25,0,0,25,14,4536,102,223,0,0,224,0,326,5,19,9,0,24,0,33,0,0,0,0,0,0,0,109,239,12,0,248,0,358,6,0,0,0,0,9,18,4613,260,12,0,272,19,4906
SED60208,0,0,622,4,9,0,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,9,0,17,0,0,0,0,0,5,5,628,9,0,0,9,5,642,142,3,0,0,3,0,143,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,142,4,0,0,4,0,149,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,38,4228,35,0,0,35,4,4267,55,83,9,0,88,0,142,0,7,0,0,7,0,12,0,0,0,0,0,0,0,56,89,9,0,100,0,156,3,6,0,0,6,13,19,4291,129,9,0,138,12,4437
SED60209,4,0,602,9,25,0,0,25,0,36,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,28,0,0,28,0,36,0,0,0,0,0,0,0,606,29,0,0,27,0,635,132,0,0,0,0,0,132,3,7,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,13,0,0,0,0,0,0,0,136,7,0,0,7,0,139,32,0,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,35,0,0,0,0,0,33,4843,38,0,0,38,10,4897,90,211,4,0,212,0,307,0,4,0,0,5,0,5,0,0,0,0,0,0,0,90,211,5,0,220,0,312,8,0,0,0,0,10,16,4943,254,5,0,261,17,5223
SED60301,0,0,262,3,9,4,0,17,0,23,0,7,3,0,9,0,12,0,0,0,0,0,0,0,8,18,9,0,29,0,38,0,0,0,0,0,0,0,269,20,9,0,32,0,301,71,0,0,0,0,0,71,0,13,4,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,11,0,14,0,0,0,0,0,0,0,74,13,5,0,11,0,86,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,17,5,0,0,0,0,21,1826,23,0,0,23,0,1853,38,253,19,0,269,0,312,0,28,13,0,46,0,51,0,0,0,0,0,0,0,42,284,35,0,317,0,363,0,0,0,0,0,4,4,1869,305,35,0,342,7,2211
SED60302,12,0,397,15,75,0,0,76,0,94,0,17,27,0,47,0,47,0,0,0,0,0,0,0,15,97,28,0,125,0,144,0,0,0,0,0,0,0,409,104,28,0,132,0,539,128,3,0,0,3,0,131,10,20,0,0,23,0,35,0,16,11,0,29,0,29,0,0,0,0,0,0,0,10,38,15,0,58,0,62,0,0,0,0,0,0,3,135,42,18,0,58,0,194,53,0,0,0,0,0,52,0,18,5,0,19,0,23,0,3,17,0,19,0,19,0,0,0,0,0,0,0,0,19,21,0,38,0,43,0,0,0,0,0,0,0,56,21,21,0,45,0,102,3055,96,0,0,98,0,3152,138,1092,43,0,1145,0,1280,3,151,166,4,314,0,320,0,0,0,0,0,0,0,141,1241,212,3,1461,0,1603,10,0,5,0,3,5,14,3205,1341,212,4,1561,5,4776
SED60303,24,0,610,19,47,0,0,47,0,65,0,7,3,0,9,0,9,0,0,0,0,0,0,0,19,50,3,0,54,0,70,4,0,0,0,0,0,4,612,67,3,0,73,0,684,263,3,0,0,3,0,266,11,19,0,0,23,0,33,0,3,0,0,3,0,3,0,0,0,0,0,0,0,11,19,4,0,24,0,33,0,0,0,0,0,0,0,273,24,4,0,30,0,301,103,0,0,0,0,0,103,3,7,0,0,7,0,15,0,0,5,0,5,0,5,0,0,0,0,0,0,0,3,7,5,0,11,0,17,0,0,0,0,0,0,0,104,7,5,0,11,0,118,3893,118,0,0,118,0,4014,195,593,32,0,619,0,809,0,47,22,0,67,0,74,0,0,0,0,0,0,0,190,643,45,0,687,0,883,6,0,0,0,0,3,13,4097,766,45,0,811,3,4910
SED60304,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,58,0,0,0,0,0,58,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,64,0,0,0,0,0,64
SED60310,10,0,433,12,50,4,0,49,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50,4,0,49,0,62,0,0,0,0,0,0,0,438,53,5,0,57,0,494,183,0,0,0,0,0,188,0,19,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,21,0,21,0,0,0,0,0,0,0,183,22,0,0,24,0,204,88,0,0,0,0,0,88,0,12,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,18,0,18,0,0,0,0,0,0,0,88,16,0,0,18,0,101,2484,69,0,0,69,0,2555,101,498,21,0,521,0,629,0,26,15,0,37,0,37,0,0,0,0,0,0,0,101,526,39,0,563,0,669,0,3,0,0,3,0,7,2589,596,38,0,637,3,3228
SED60404,11,0,737,14,23,0,0,23,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,0,0,23,0,41,0,0,0,0,0,0,0,738,32,0,0,33,5,777,211,6,0,0,6,0,213,4,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,0,7,0,0,0,0,0,0,0,213,11,0,0,11,0,227,78,0,0,0,0,0,81,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,78,11,0,0,11,0,81,5468,98,0,0,97,7,5574,181,262,9,6,273,0,450,5,4,3,0,12,0,19,0,5,0,0,5,0,5,182,268,8,6,285,0,471,9,0,0,0,0,11,19,5660,366,8,3,382,20,6064
SED60410,8,0,281,4,29,0,0,25,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,4,0,33,0,36,0,0,0,0,0,0,0,281,35,4,0,40,0,315,85,0,0,0,0,0,83,3,10,0,0,14,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,14,0,11,0,0,0,0,0,0,0,86,10,0,0,14,0,104,44,0,0,0,0,0,44,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,0,0,0,0,44,3,0,0,5,0,52,1946,38,0,0,38,0,1986,82,352,22,0,375,0,458,0,18,8,0,22,0,22,0,0,0,0,0,0,0,82,371,32,0,403,0,483,0,0,0,0,0,0,0,2030,414,32,0,440,0,2473
SED60411,9,0,512,14,30,0,0,31,0,43,0,0,0,0,5,0,5,0,0,0,0,0,0,0,14,32,0,0,38,0,50,0,0,0,0,0,0,0,517,36,0,0,42,0,559,190,3,0,0,3,0,191,4,15,0,0,13,0,17,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,15,3,0,14,0,22,0,0,0,0,0,0,0,189,18,3,0,19,0,211,79,0,0,0,0,0,79,3,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,10,0,0,0,0,0,0,0,84,3,0,0,7,0,86,3821,63,0,0,63,0,3890,128,443,23,0,465,0,592,0,29,11,0,45,0,45,0,0,0,0,0,0,0,128,473,35,0,512,0,633,0,5,0,0,5,0,5,3950,538,35,0,575,0,4528
SED60414,3,0,503,4,17,4,0,20,0,27,0,0,0,0,6,0,5,0,0,0,0,0,0,0,10,17,5,0,23,0,28,0,0,0,0,0,0,0,505,20,5,0,28,0,534,180,0,0,0,0,0,180,0,7,0,0,7,0,8,0,0,3,0,0,0,4,0,0,0,0,0,0,0,5,8,3,0,11,0,14,0,0,0,0,0,0,0,184,8,3,0,11,0,192,81,0,0,0,0,0,81,0,5,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,6,0,0,0,0,0,0,0,86,5,0,0,6,0,90,4135,54,0,0,53,0,4184,91,242,10,0,250,0,335,5,18,14,0,31,0,32,0,0,0,0,0,0,0,90,257,25,0,284,0,370,0,0,0,0,0,3,3,4221,305,26,0,330,4,4558
SED60501,0,0,372,3,4,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,13,0,0,0,0,0,0,0,376,7,0,0,9,0,388,78,0,0,0,0,0,83,5,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,6,0,0,0,0,0,0,0,77,4,0,0,4,0,85,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,2756,21,0,0,21,6,2778,57,59,0,0,58,0,119,0,8,0,0,10,0,10,0,6,0,0,6,0,5,58,71,3,0,73,0,132,4,0,0,0,0,4,4,2814,90,3,0,93,8,2919
