SED_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SED40021,350,265,625,1103,961,2066,431,390,828,134,125,257,1674,1474,3146,557,480,1043,331,389,713,154,153,305,1039,1020,2063,82,50,129,110,143,254,72,57,131,164,286,452,0,0,0,428,532,963,610,747,1356,301,348,651,80,74,158,191,302,488,3,3,3,1184,1470,2653,1615,2006,3621,82,66,150,87,127,217,0,0,0,170,198,365,697,723,1420,5556,5684,11236
SED40022,279,261,540,1156,1135,2294,168,160,326,338,313,649,1659,1619,3277,571,545,1115,136,157,295,541,552,1092,1247,1257,2501,31,18,49,22,35,55,85,51,131,107,157,263,0,0,6,236,266,508,357,462,823,95,173,269,51,66,120,130,341,473,0,0,0,637,1049,1687,873,1315,2191,21,16,42,56,104,159,0,0,5,81,121,210,797,722,1524,4947,5296,10240
SED40023,246,253,502,1113,1003,2116,163,181,344,263,215,479,1535,1400,2935,749,729,1480,149,121,269,215,214,432,1112,1065,2178,56,48,104,32,66,98,124,75,198,142,215,366,0,0,3,360,406,767,190,327,516,75,126,201,36,72,110,80,210,292,0,0,3,383,733,1123,751,1148,1892,31,37,69,62,117,178,0,0,5,99,158,253,711,709,1423,4456,4728,9183
SED40024,372,325,697,1247,1148,2397,371,355,725,242,250,493,1864,1752,3616,661,648,1314,357,333,688,186,223,407,1204,1209,2414,50,56,101,53,93,145,110,76,186,187,279,468,5,4,4,401,506,910,202,306,511,104,169,269,41,77,118,147,305,444,0,0,0,488,860,1349,894,1367,2262,29,46,66,90,159,248,4,8,7,121,200,327,893,922,1820,5353,5773,11124
SED40025,349,339,685,1248,1151,2397,174,195,373,434,399,839,1865,1747,3616,647,609,1258,147,184,329,406,442,852,1203,1234,2439,58,45,101,29,63,90,119,75,195,187,233,418,0,0,5,388,422,813,224,411,641,90,188,276,50,61,117,127,327,456,0,8,8,497,995,1488,884,1420,2308,29,39,63,71,119,183,6,6,3,96,155,252,837,779,1618,5238,5676,10918
SED40026,253,278,524,1130,995,2124,294,304,599,365,353,720,1791,1658,3447,653,614,1273,269,252,516,392,387,779,1305,1255,2559,37,47,87,30,66,98,141,80,217,133,234,370,3,4,12,352,430,776,372,465,838,67,127,193,49,74,124,110,226,334,0,0,0,611,890,1502,964,1324,2281,42,31,76,76,116,197,0,0,6,124,154,274,509,507,1013,4940,5165,10109
SED40027,233,241,476,721,677,1400,314,321,636,114,104,217,1153,1105,2258,406,369,775,309,286,599,105,99,207,823,758,1578,57,41,95,51,83,134,80,51,128,120,188,307,0,0,0,302,366,665,267,338,608,108,151,255,47,60,109,120,190,314,4,0,3,547,739,1290,848,1109,1961,31,32,65,72,109,182,0,0,5,104,143,248,620,649,1272,3788,4009,7798
SED40028,317,307,625,1117,966,2079,246,264,512,392,410,798,1760,1637,3395,479,472,952,374,357,733,333,330,659,1185,1161,2348,49,56,106,32,73,110,91,77,177,150,245,392,5,0,4,332,454,785,196,361,559,72,146,214,41,59,98,129,235,357,3,4,4,433,797,1230,769,1253,2022,35,40,81,77,121,194,0,0,0,109,167,272,720,750,1472,4861,5276,10132
SED40029,261,242,509,1459,1378,2833,136,172,313,91,76,174,1692,1625,3312,833,752,1594,79,92,168,129,102,237,1044,948,1997,29,25,52,15,32,46,110,69,186,97,192,288,0,5,8,250,325,578,37,109,141,10,84,98,13,39,55,42,128,167,0,0,0,102,356,460,357,683,1038,29,35,62,43,77,117,6,3,5,74,109,188,1588,1380,2974,5019,4992,10012
SED40030,295,259,550,1215,1136,2352,162,194,357,290,305,594,1665,1638,3303,608,560,1171,146,118,263,329,363,696,1090,1042,2134,43,35,83,15,74,90,95,65,154,124,222,345,4,0,6,284,401,682,123,220,347,62,117,178,23,34,58,83,228,309,3,0,0,296,604,899,576,1006,1582,28,42,70,68,119,188,0,0,0,98,163,257,1074,977,2056,4794,5081,9879
SED40031,304,281,591,1143,1041,2178,411,378,790,168,162,334,1722,1584,3306,599,502,1102,498,431,936,192,201,396,1299,1136,2434,53,32,87,58,91,145,92,54,150,129,206,333,3,0,5,329,389,719,604,632,1238,176,198,374,83,85,168,190,307,495,0,0,4,1055,1223,2276,1389,1614,3004,47,36,85,92,120,218,0,0,0,141,159,305,449,436,891,5309,5209,10520
SED40032,260,281,537,598,588,1183,296,311,609,247,237,480,1140,1139,2281,301,280,579,268,255,527,282,325,612,853,865,1715,61,39,97,84,99,183,87,45,134,145,204,355,5,0,5,380,386,766,379,551,933,195,270,468,54,87,138,190,300,491,0,7,7,817,1207,2029,1205,1593,2797,37,54,96,75,118,189,0,4,4,116,178,292,534,555,1087,4103,4607,8714
SED40033,287,289,568,1181,1102,2284,284,261,547,155,151,310,1624,1519,3147,654,703,1352,275,234,503,156,141,296,1081,1077,2161,20,39,58,24,90,111,131,83,219,151,241,394,0,0,0,329,460,787,31,124,154,31,108,145,8,35,44,68,203,271,0,3,4,142,476,617,469,937,1403,33,27,62,53,102,159,0,0,0,90,138,225,1698,1125,2826,5249,5084,10330
SED40034,174,175,343,855,719,1571,158,139,293,185,186,367,1193,1040,2236,617,547,1159,24,26,50,111,127,238,750,700,1451,16,21,31,13,26,39,64,38,102,63,144,212,3,0,7,154,233,392,26,78,101,12,60,73,9,28,32,20,96,120,0,0,3,69,264,336,223,500,726,14,22,37,43,61,101,5,0,4,53,88,139,1301,1168,2467,3695,3666,7364
SED40035,276,227,500,1089,988,2075,234,179,413,232,248,479,1550,1419,2962,578,534,1117,196,204,399,183,208,392,952,952,1907,65,40,100,56,76,140,97,64,159,154,231,383,0,0,0,370,411,782,323,374,692,154,194,347,45,58,103,140,235,372,0,0,3,659,861,1525,1035,1274,2309,44,45,92,97,152,249,0,0,0,145,194,337,571,520,1090,4526,4581,9105
SED40036,428,383,812,1392,1337,2731,376,369,748,308,336,643,2083,2048,4130,745,696,1439,320,408,727,271,265,534,1342,1367,2710,101,71,179,115,189,306,75,79,155,170,294,467,3,0,10,477,639,1113,482,604,1086,219,253,474,62,70,130,154,214,365,0,0,4,916,1143,2055,1398,1779,3176,116,86,199,112,168,279,3,3,9,231,254,487,829,802,1633,6309,6639,12945
SED40037,268,256,527,857,829,1686,308,323,630,118,116,232,1279,1266,2548,523,496,1014,322,283,604,92,133,224,936,906,1841,47,36,87,53,82,135,90,61,155,145,245,389,3,4,3,336,428,770,229,365,593,94,181,277,60,62,122,145,282,425,3,0,6,528,895,1422,869,1325,2191,30,34,55,67,121,188,4,0,4,92,156,246,805,667,1472,4252,4570,8820
SED40038,360,342,704,1615,1515,3132,328,341,671,283,270,555,2229,2133,4358,958,920,1880,227,251,474,168,180,344,1355,1354,2705,75,96,174,122,190,308,91,87,176,205,344,549,0,7,8,493,722,1214,258,375,627,140,192,332,37,55,88,92,172,267,0,0,7,528,795,1322,1032,1519,2550,91,108,191,100,181,280,6,3,7,193,292,483,1294,1245,2539,6463,6878,13344
SED40039,271,255,523,1065,1039,2101,178,151,327,230,219,446,1475,1406,2883,697,599,1297,121,120,246,177,172,350,994,890,1889,44,44,83,40,79,121,88,75,157,139,233,369,5,6,8,309,435,739,182,276,459,105,177,281,34,52,90,89,226,320,5,0,4,414,737,1152,720,1176,1897,35,27,61,68,118,193,0,0,0,100,146,252,856,804,1657,4419,4674,9096
SED40040,299,252,552,1122,969,2090,84,54,137,567,534,1098,1770,1559,3328,752,711,1456,130,106,224,366,392,761,1240,1200,2447,32,26,59,11,51,62,128,91,217,120,215,331,0,8,9,292,389,680,195,306,497,43,98,138,15,60,70,71,216,286,0,0,0,322,678,996,619,1064,1681,29,28,59,46,102,145,4,3,0,77,131,203,867,889,1759,4871,5103,9970
SED40041,224,223,453,973,991,1966,319,302,618,74,101,175,1367,1396,2761,679,621,1294,275,288,560,48,66,113,1000,972,1973,17,37,56,21,55,73,90,66,163,80,166,242,0,4,9,213,327,540,31,92,131,33,69,97,12,35,41,52,125,172,0,0,0,123,326,449,342,645,989,25,26,55,33,55,86,4,0,7,63,86,146,1951,1297,3248,4942,4624,9565
SED40042,451,426,874,1552,1516,3072,427,470,898,365,440,807,2354,2422,4785,736,727,1463,335,308,640,236,232,473,1311,1274,2582,59,64,127,64,113,181,106,88,197,164,282,448,0,5,5,402,556,957,192,327,516,95,150,249,38,71,110,98,205,305,0,0,0,418,760,1183,823,1317,2142,54,70,121,86,145,232,0,4,4,144,214,357,1435,1403,2833,6511,7057,13574
SED40043,438,386,822,969,1001,1972,540,471,1006,264,258,522,1772,1735,3510,542,513,1054,283,322,607,228,250,480,1056,1093,2142,123,67,188,122,186,305,74,61,129,199,317,513,0,3,7,509,632,1142,594,641,1230,322,419,740,72,66,135,208,338,542,5,0,6,1196,1455,2656,1716,2090,3809,116,103,221,115,184,302,0,3,8,237,293,526,837,733,1567,6055,6322,12378
SED40044,346,316,659,1016,934,1951,180,177,360,421,417,839,1619,1530,3144,433,379,813,171,209,386,592,673,1262,1198,1262,2464,51,22,73,59,100,158,57,25,81,123,179,305,0,0,6,289,325,612,670,840,1511,295,312,611,80,83,160,235,355,597,3,0,8,1284,1593,2879,1574,1927,3499,30,42,66,86,109,198,0,0,4,119,148,266,448,515,958,5299,5700,11000
SED40045,385,306,689,1358,1264,2624,148,148,292,341,309,655,1849,1720,3575,624,635,1261,195,179,372,544,529,1073,1372,1339,2708,33,33,64,35,50,84,95,39,138,147,173,317,4,0,4,313,294,605,519,657,1174,163,218,380,84,86,167,230,414,642,6,8,11,1001,1378,2376,1315,1671,2991,34,25,56,80,90,165,0,0,0,109,115,227,360,387,746,5390,5546,10930
SED40046,298,250,549,831,729,1562,389,367,749,105,107,218,1334,1208,2533,436,396,834,340,389,729,108,110,214,885,895,1774,95,71,173,157,190,342,93,37,126,157,213,378,0,0,0,506,511,1023,563,682,1245,339,378,720,69,97,166,211,317,525,5,3,3,1192,1475,2664,1696,1992,3685,85,73,153,100,136,237,0,0,8,190,210,398,621,549,1170,5018,5099,10116
SED40047,301,276,575,1179,1146,2328,215,195,415,326,310,637,1724,1661,3384,689,639,1329,207,206,422,252,273,525,1152,1121,2274,69,47,109,74,69,143,104,79,183,160,234,397,0,0,4,407,431,833,264,403,666,87,157,239,46,64,111,125,220,343,0,0,4,517,848,1362,920,1277,2200,34,48,83,92,115,207,0,0,3,133,165,299,527,475,1005,4752,4984,9733
SED49494,13,13,31,60,64,122,11,8,17,9,8,17,77,80,156,26,61,87,3,3,4,8,15,21,38,70,111,8,3,6,5,8,14,3,4,10,12,12,20,0,0,0,22,25,50,13,7,16,7,10,16,0,8,8,11,13,19,0,0,0,26,40,71,49,66,117,6,7,16,13,11,20,0,0,0,19,15,35,496,314,814,694,564,1263
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,4
SED50106,313,287,599,974,902,1882,127,135,267,322,367,689,1432,1412,2843,910,823,1734,129,150,277,356,399,757,1397,1374,2766,79,73,157,31,92,126,174,73,246,121,256,373,3,6,7,410,498,907,52,88,135,38,80,116,20,38,54,87,246,334,0,0,0,188,457,648,599,957,1555,27,36,62,106,128,228,0,0,3,129,163,297,1475,1033,2514,5344,5221,10571
SED50202,486,438,926,1682,1543,3229,286,279,567,458,413,866,2436,2245,4675,1186,1084,2270,139,165,309,344,358,701,1677,1612,3286,128,142,268,91,157,251,163,143,300,189,330,524,0,7,8,566,785,1355,228,353,576,108,208,315,40,81,120,129,247,377,5,4,7,514,888,1402,1081,1678,2756,86,100,188,123,216,341,0,6,4,209,323,532,1905,1692,3596,7796,7982,15777
SED50304,357,365,715,818,837,1658,464,485,950,124,146,274,1415,1470,2882,445,470,911,404,380,785,133,141,273,985,988,1976,91,115,205,145,217,355,80,59,143,205,300,502,0,3,4,523,689,1216,402,540,941,283,353,639,84,96,179,210,343,560,3,3,9,991,1348,2339,1518,2032,3557,90,108,198,124,207,331,6,0,5,220,324,538,1183,1141,2319,5671,6318,11988
SED50405,713,641,1359,2494,2369,4865,410,398,804,430,465,894,3333,3229,6569,1407,1422,2824,338,390,730,419,391,813,2173,2211,4381,130,140,267,85,179,265,193,145,341,207,432,639,5,3,3,620,900,1521,316,441,760,120,292,419,46,99,149,205,405,611,0,0,5,698,1241,1934,1317,2143,3461,109,93,204,137,270,406,3,0,4,244,362,605,1670,1271,2935,9443,9866,19309
SED50502,412,332,747,1319,1063,2387,337,327,664,263,216,476,1920,1621,3542,836,790,1621,301,302,603,254,239,492,1390,1334,2733,99,87,188,84,134,214,125,62,190,148,270,420,5,4,5,459,553,1016,347,471,813,137,175,308,76,82,155,167,273,441,3,3,6,730,999,1726,1188,1562,2745,68,64,130,121,174,297,0,0,0,189,240,431,1192,1030,2223,6305,6116,12422
SED50605,396,347,740,1358,1286,2642,291,323,608,167,184,346,1815,1782,3599,981,939,1911,411,384,796,343,314,655,1737,1641,3377,67,54,122,69,92,159,117,51,170,102,191,292,0,0,0,354,386,741,852,890,1743,250,244,497,132,118,244,239,296,538,0,4,7,1473,1555,3023,1821,1944,3772,35,49,79,88,125,210,0,0,0,120,171,289,692,575,1263,6580,6460,13040
SED50702,390,330,723,937,821,1756,463,462,923,265,278,544,1664,1566,3226,584,569,1150,364,321,682,249,195,447,1194,1081,2279,153,123,275,149,249,393,106,63,173,221,367,586,8,3,11,624,808,1432,441,566,1005,289,351,633,86,114,201,237,329,570,4,0,7,1056,1361,2417,1688,2175,3865,121,112,229,152,186,336,5,4,11,271,301,573,1756,1487,3247,6972,6941,13913
SED50805,331,334,664,1109,1091,2203,356,387,745,89,86,176,1563,1562,3124,552,529,1077,597,788,1385,261,259,518,1404,1577,2980,50,66,116,51,54,104,104,59,162,94,177,264,6,0,9,300,356,656,509,685,1187,156,185,335,120,117,234,185,366,552,0,7,6,965,1356,2319,1270,1712,2983,23,39,62,80,118,196,0,3,3,107,162,263,801,734,1530,5471,6074,11547
SED50906,369,355,721,1244,1123,2362,280,304,588,300,256,557,1828,1686,3517,966,964,1925,307,329,639,284,286,575,1560,1580,3137,80,87,166,61,120,183,177,113,289,121,269,390,4,0,4,446,587,1035,65,160,227,64,133,197,22,47,72,94,265,358,0,0,0,242,605,852,688,1200,1890,40,51,91,95,145,241,4,0,4,135,200,334,1877,1232,3107,6462,6243,12708
SED51004,404,364,765,1485,1315,2802,315,320,632,372,358,728,2178,1992,4172,951,828,1783,348,387,735,597,495,1096,1900,1716,3614,137,117,256,53,109,158,170,110,277,127,234,360,0,0,0,485,569,1055,422,590,1010,130,223,350,80,111,192,147,311,456,0,3,0,780,1234,2014,1265,1807,3072,66,77,139,98,172,272,0,0,0,162,246,407,1056,813,1862,6965,6936,13897
SED51104,601,566,1173,2221,2061,4283,304,307,611,586,584,1166,3112,2964,6080,1421,1267,2694,320,325,640,457,419,878,2205,2009,4217,139,160,299,64,179,252,201,123,330,194,375,569,3,3,3,604,845,1450,284,449,737,134,263,396,69,113,182,194,355,552,0,0,4,684,1185,1871,1288,2035,3319,93,99,192,158,286,440,0,0,0,248,380,628,1658,1334,2997,9111,9296,18406
SED51205,508,456,963,1298,1216,2516,363,348,709,366,364,733,2026,1930,3959,924,807,1722,299,242,540,250,252,509,1470,1307,2772,277,184,464,266,351,620,152,79,228,233,386,618,3,8,9,933,1007,1940,727,833,1558,432,550,979,98,124,223,200,287,491,0,5,10,1458,1792,3253,2401,2805,5210,189,188,375,142,254,399,4,4,7,335,441,778,1552,1358,2912,8300,8297,16596
SED51304,394,381,773,1557,1494,3049,361,316,678,219,234,453,2140,2047,4185,1017,921,1945,361,360,721,426,451,879,1806,1730,3540,68,64,130,40,52,89,119,42,162,85,138,228,0,0,0,313,299,613,514,572,1089,106,121,233,74,100,171,166,270,441,0,0,5,867,1069,1936,1183,1372,2545,20,38,55,86,132,215,0,0,0,108,168,272,612,535,1149,6234,6235,12471
SED51401,239,229,470,1098,1077,2176,243,233,481,59,58,117,1404,1375,2775,726,716,1440,132,133,264,76,94,168,935,944,1875,28,30,61,19,38,51,96,64,163,56,194,252,4,0,6,201,330,538,41,76,115,15,46,67,15,28,37,50,126,177,0,0,0,120,279,399,318,611,929,33,38,70,43,75,121,0,0,4,76,118,198,2586,1906,4491,5554,5184,10742
SED51504,412,376,786,1526,1435,2958,391,325,720,282,207,490,2198,1975,4177,925,847,1773,474,463,934,757,471,1234,2160,1783,3947,82,90,171,86,124,211,82,35,114,120,176,296,0,0,0,372,424,797,752,814,1570,255,310,567,108,128,236,248,401,650,0,3,3,1365,1663,3027,1733,2088,3821,56,67,121,93,141,238,0,9,5,150,213,365,646,607,1250,7307,7039,14344
SED51605,505,463,969,1592,1562,3154,523,543,1061,155,153,301,2268,2257,4530,906,847,1750,689,653,1344,262,233,494,1856,1735,3589,102,101,200,80,131,213,184,109,298,160,285,449,0,0,0,527,635,1158,428,662,1090,152,234,388,84,136,220,229,359,585,5,4,10,896,1393,2290,1422,2027,3448,49,46,95,127,172,298,3,4,7,178,223,399,1067,863,1928,7299,7564,14863
SED51706,389,376,762,1387,1237,2625,387,365,752,218,223,444,2002,1825,3831,992,957,1948,294,328,616,230,255,478,1507,1536,3045,83,65,149,23,104,124,181,91,268,112,259,377,4,6,12,405,522,931,48,111,158,18,104,124,13,42,60,95,208,303,0,0,0,174,460,642,582,993,1577,44,58,104,67,131,200,3,0,6,113,188,302,1530,1276,2808,6131,6195,12326
SED51804,339,312,651,1052,962,2017,172,246,419,414,400,816,1644,1611,3249,478,423,896,294,393,680,1171,1168,2341,1944,1981,3921,51,43,89,41,56,99,53,36,90,85,157,240,0,4,5,233,296,531,895,1024,1922,228,301,534,115,110,226,263,378,642,0,4,4,1509,1819,3327,1745,2116,3863,34,29,63,74,130,202,3,3,6,106,160,265,1055,1070,2125,6827,7247,14072
SED51902,494,463,955,1634,1565,3193,359,310,674,452,502,961,2448,2389,4836,1126,1040,2165,217,209,418,466,448,912,1807,1695,3501,85,86,170,39,98,141,204,112,319,167,279,443,0,0,0,494,581,1075,210,381,593,70,158,235,62,83,149,118,263,379,0,0,0,464,883,1351,964,1463,2431,66,71,140,102,187,285,0,0,0,168,258,427,1499,927,2425,7373,7203,14576
SED52006,286,302,584,1016,1073,2089,316,332,647,232,206,440,1568,1611,3181,751,684,1431,389,373,762,264,268,533,1407,1320,2730,67,82,147,31,97,134,161,73,233,107,222,326,6,0,6,368,476,844,156,319,484,45,131,167,22,64,89,98,200,300,0,0,4,325,718,1045,703,1195,1889,32,46,85,102,149,250,0,0,0,130,200,332,1221,944,2168,5314,5571,10884
SED52102,414,367,775,1517,1379,2893,201,188,391,235,254,486,1955,1819,3777,976,965,1939,261,227,485,200,217,419,1438,1409,2847,97,91,186,67,128,200,163,111,266,144,241,386,0,3,0,471,568,1038,249,361,608,102,161,261,47,78,126,111,227,336,0,0,0,506,829,1336,973,1398,2375,69,61,125,104,147,245,8,0,7,175,209,387,1149,955,2095,6098,6156,12252
SED52205,338,329,668,918,867,1785,211,240,451,139,156,291,1267,1271,2538,564,538,1108,361,349,709,172,195,373,1099,1089,2190,58,57,112,70,111,185,103,67,167,143,220,365,0,3,5,377,461,835,373,571,953,217,365,586,95,97,192,236,480,717,3,0,8,923,1521,2451,1300,1984,3286,37,28,69,113,194,305,4,0,4,159,222,384,1528,1271,2793,5700,6157,11854
SED52301,343,334,673,952,815,1769,439,478,918,241,256,497,1640,1554,3193,714,662,1375,412,479,888,187,196,385,1315,1341,2653,64,98,162,39,78,115,153,124,277,143,331,475,0,5,8,405,630,1033,35,85,116,27,100,127,19,45,62,91,244,329,0,0,0,169,462,634,576,1094,1673,33,37,67,73,114,195,4,0,0,112,157,266,2025,1680,3706,6002,6155,12162
SED52404,406,350,750,1177,1096,2275,353,364,714,309,304,614,1837,1768,3605,844,761,1608,299,296,599,461,459,922,1608,1519,3132,84,78,158,36,76,109,152,50,199,113,200,311,0,0,0,388,400,787,424,544,973,117,163,280,70,86,154,158,290,451,0,0,6,762,1091,1853,1151,1489,2641,25,47,73,113,178,291,0,0,0,139,226,365,727,546,1271,5870,5899,11765
SED52505,724,650,1372,2356,2329,4686,335,305,635,337,362,702,3028,3000,6031,1421,1340,2766,304,304,611,405,442,845,2129,2092,4218,117,93,209,98,157,253,141,73,211,202,330,530,0,0,0,555,649,1209,657,799,1457,197,307,508,104,132,239,264,396,661,0,0,0,1227,1641,2865,1788,2291,4079,87,93,174,155,249,401,0,4,7,245,341,587,1865,785,2646,9773,9164,18940
SED52604,310,281,589,1161,1041,2201,277,269,546,213,222,432,1656,1529,3194,780,690,1470,384,407,786,387,353,742,1547,1450,2999,105,89,190,54,91,145,168,80,246,109,191,304,0,0,0,439,447,888,536,643,1178,235,237,465,86,117,202,179,317,498,9,0,6,1040,1313,2348,1482,1763,3247,61,58,122,107,148,254,4,3,3,169,208,379,928,696,1619,6095,5928,12022
SED52702,284,289,575,1130,1048,2186,211,221,437,337,336,672,1686,1613,3299,666,658,1328,526,401,923,493,473,966,1682,1536,3219,61,64,126,30,48,80,169,65,237,130,171,304,0,0,0,387,355,740,314,410,720,70,114,182,75,81,157,135,288,426,0,0,0,594,892,1484,984,1242,2227,36,45,82,68,138,205,4,0,4,103,183,288,842,668,1506,5587,5531,11115
SED52803,325,351,681,1232,1110,2346,259,250,510,100,108,206,1592,1476,3070,601,638,1239,330,305,631,79,69,149,1018,1010,2029,51,45,98,43,36,80,150,92,237,169,275,448,5,0,4,415,454,867,66,70,134,77,70,148,13,26,38,112,198,311,7,3,10,267,371,639,680,826,1506,48,27,75,68,114,191,3,4,9,122,149,268,3210,2000,5206,6957,5806,12765
SED52903,302,251,554,1248,1151,2404,408,369,779,88,83,173,1751,1599,3357,657,717,1370,187,194,385,64,94,155,905,1005,1909,35,38,78,20,26,43,48,50,107,100,204,310,0,0,0,209,323,532,27,55,85,33,86,116,4,37,45,77,225,311,0,0,0,145,407,550,350,732,1089,24,18,45,34,69,102,0,0,0,58,89,149,2906,2718,5623,6281,6401,12682
SED53004,371,335,701,1429,1359,2786,243,252,495,207,190,393,1880,1802,3684,1068,1003,2068,205,228,434,262,266,531,1533,1503,3035,86,89,172,37,73,109,147,60,208,115,161,273,0,0,0,387,382,765,387,484,872,102,136,236,81,86,165,140,279,415,0,6,3,704,988,1690,1095,1367,2467,49,33,81,96,144,236,0,0,0,142,177,321,649,499,1151,5671,5681,11355
SED53105,561,543,1100,2138,1913,4052,305,316,622,229,235,461,2672,2471,5138,1047,923,1967,328,330,654,352,319,676,1731,1574,3307,96,101,202,80,153,235,175,105,278,168,340,503,4,0,6,523,704,1229,291,409,702,107,237,337,73,74,149,170,293,459,0,0,0,639,1012,1652,1166,1722,2887,79,94,173,142,207,351,3,6,3,225,303,527,2496,1008,3505,8848,7617,16469
SED53204,527,471,999,1871,1719,3589,373,432,805,340,310,650,2587,2462,5051,1353,1230,2576,337,376,718,351,429,780,2038,2042,4083,126,96,225,63,132,195,154,66,223,136,264,395,3,0,6,487,559,1046,521,699,1222,121,182,303,117,130,249,145,266,414,0,0,0,904,1275,2183,1396,1843,3234,63,61,125,125,223,345,3,0,5,192,280,472,816,602,1420,7560,7702,15263
SED53306,376,358,730,1271,1320,2593,234,226,456,333,330,657,1841,1878,3715,917,804,1715,150,207,358,383,372,756,1445,1386,2828,79,111,196,50,113,159,140,109,249,130,272,400,0,0,4,402,608,1010,159,319,476,59,161,221,35,53,87,98,206,302,0,5,5,349,741,1088,754,1344,2095,55,79,131,89,169,258,0,0,3,145,250,392,1707,1610,3309,6267,6819,13083
SED53402,397,371,764,929,867,1790,410,398,812,106,131,235,1446,1389,2845,588,471,1062,413,369,777,168,202,374,1174,1043,2216,104,79,174,134,187,323,70,51,124,187,265,450,4,6,6,495,585,1081,469,598,1068,265,335,601,96,108,204,302,451,755,7,0,7,1131,1501,2635,1628,2090,3724,61,64,124,116,191,307,0,0,0,177,255,436,1087,939,2026,5917,6089,12007
SED53502,424,379,797,1171,1112,2281,400,368,771,261,280,541,1841,1766,3607,663,652,1322,371,320,693,432,340,777,1469,1320,2793,103,112,211,65,142,209,154,88,240,158,264,419,5,4,4,479,609,1086,232,378,612,112,197,308,55,77,138,158,284,442,0,3,3,556,949,1505,1042,1556,2601,53,62,112,107,191,298,0,0,3,162,252,414,1538,1301,2841,6474,6581,13051
SED53602,422,382,800,1344,1205,2544,395,370,761,332,285,615,2078,1864,3939,1004,948,1950,380,342,727,257,267,521,1642,1559,3203,153,176,333,194,278,470,109,84,197,206,388,596,4,0,9,666,942,1603,466,604,1067,207,221,426,98,104,202,121,202,320,3,0,3,892,1123,2017,1571,2069,3641,128,145,273,150,226,381,8,3,4,285,379,657,1718,1552,3267,7709,7803,15513
