SED_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED55005,11,101,73,330,77,28,12,0,0,627,0,5,7,14,14,5,5,0,0,47,5,78,178,359,198,107,46,8,0,973,0,0,4,24,7,5,15,0,5,70,0,0,0,8,5,0,0,0,0,19,0,14,23,61,62,80,73,38,16,371,4,54,131,207,181,171,103,18,10,872,3,48,162,275,259,177,50,29,10,1022,4,38,64,253,111,69,38,17,4,593,3,8,3,95,15,3,4,0,0,126,3,19,49,78,51,13,3,0,0,223,0,0,0,16,13,4,0,0,0,38,7,12,20,19,30,18,15,4,0,127,0,8,15,88,30,25,9,3,0,171,0,4,0,18,15,17,14,6,0,80,0,17,39,87,71,29,5,7,0,251,9,163,235,617,301,218,127,44,20,1737,82,225,192,579,256,178,142,105,72,1828,3530,8110,6858,14967,6941,5002,3601,1587,598,51193
SED55102,0,0,7,38,3,0,0,0,0,57,0,0,0,9,10,10,0,0,0,32,0,45,96,202,98,52,15,0,0,505,0,0,4,29,16,11,12,3,0,76,0,0,0,4,0,0,0,0,0,4,0,11,35,90,80,139,86,30,10,476,0,3,26,56,34,37,17,7,0,175,5,51,126,285,221,121,56,24,3,893,0,4,11,28,29,7,6,0,0,87,0,0,0,15,4,0,0,0,0,21,0,13,28,66,31,8,0,0,0,147,0,0,0,8,4,0,0,0,0,10,0,21,15,38,20,31,16,14,0,157,0,5,8,70,30,21,7,0,0,150,0,0,7,25,20,22,18,8,0,106,0,10,48,133,72,56,27,6,0,355,4,67,238,629,297,211,131,68,17,1658,101,299,256,736,425,313,189,86,22,2423,3363,7806,6201,14257,7062,5541,3624,1517,321,49692
SED55202,15,120,108,343,46,17,18,4,0,669,0,4,20,16,23,5,4,0,0,70,3,214,403,624,403,156,53,12,7,1870,0,0,4,15,12,12,23,6,0,73,0,0,0,11,13,4,5,0,0,28,0,6,0,32,52,87,94,99,13,386,0,17,39,116,67,105,85,36,5,478,0,24,55,97,80,50,45,25,3,386,4,25,39,233,65,27,24,15,5,431,0,3,0,66,3,6,0,0,0,74,5,48,97,141,48,36,5,0,0,369,0,5,3,27,12,13,0,0,0,63,0,8,8,32,6,28,21,3,0,109,0,15,15,90,42,36,21,7,0,234,0,0,0,10,10,24,22,13,9,80,0,0,18,48,22,25,14,3,0,127,8,110,226,615,284,193,156,107,23,1732,177,339,269,789,339,270,242,182,179,2783,3239,6401,5888,13694,5940,5199,4513,2600,1027,48500
SED55306,0,3,5,4,5,0,0,0,0,26,0,0,0,5,3,9,0,0,0,14,0,11,29,74,22,20,7,0,0,168,0,0,0,11,8,5,6,3,0,30,0,0,0,0,0,0,0,0,0,0,0,5,11,44,35,60,83,44,8,301,0,0,0,16,12,14,5,3,0,52,0,24,37,142,121,74,66,20,17,508,0,9,4,15,10,0,0,4,0,46,0,0,0,42,0,0,0,0,0,51,0,11,10,43,24,14,3,0,0,101,0,0,0,3,0,0,0,0,0,6,4,19,12,52,23,26,45,8,0,187,0,7,8,32,13,3,3,0,0,69,0,0,0,17,20,23,23,14,3,92,0,0,0,27,34,31,17,0,0,109,3,36,27,175,108,110,90,63,28,632,100,329,183,767,403,356,350,251,94,2829,2281,6207,3926,9951,6063,5844,5866,3104,1085,44333
SED55405,5,15,145,318,9,6,8,6,0,515,0,4,6,16,15,4,0,0,0,43,0,33,168,267,92,65,23,5,0,648,0,3,4,37,14,16,17,14,11,116,0,0,0,0,0,0,0,0,0,7,0,0,11,97,49,69,59,35,20,340,0,13,80,233,58,57,37,22,6,509,0,3,56,178,54,40,27,10,6,382,0,10,51,176,39,19,12,5,7,332,4,6,0,164,3,6,3,0,0,189,0,20,53,126,42,25,10,3,3,276,0,6,0,24,10,19,11,3,0,72,6,19,22,103,24,29,20,4,0,222,7,42,60,190,63,29,21,3,4,427,0,0,3,27,9,18,12,8,3,88,0,9,30,72,27,11,12,4,0,172,20,164,299,1502,255,179,122,63,47,2655,107,166,390,1133,323,257,169,198,244,2993,2679,4161,7078,18521,5281,4409,3299,1973,1221,48622
SED55504,4,5,6,35,3,5,5,4,0,58,0,0,0,6,16,3,3,0,0,26,3,64,146,265,147,55,29,0,0,702,0,3,0,36,13,20,25,11,7,121,0,0,0,4,0,0,0,0,0,5,0,57,117,288,220,170,128,67,21,1061,0,5,20,59,36,31,27,4,3,181,5,103,284,521,381,183,90,37,10,1617,0,5,3,46,3,4,5,3,0,80,0,0,0,27,0,0,0,0,0,34,0,21,28,68,32,10,0,0,0,163,0,0,0,5,9,0,0,0,0,20,5,15,20,32,13,12,6,3,0,100,0,10,18,145,73,62,38,3,6,350,0,9,39,68,52,37,23,17,11,249,0,9,72,131,113,67,30,10,0,436,8,85,255,675,323,253,159,76,19,1855,69,225,187,568,278,214,151,96,31,1814,3457,7654,6176,14238,6526,5058,3736,1979,643,49470
SED55605,0,3,4,9,6,0,0,0,0,22,0,0,3,4,12,0,0,0,0,25,5,37,57,109,56,34,15,0,0,308,0,0,0,12,6,11,7,0,4,38,0,6,5,7,6,4,0,0,0,18,0,62,85,162,185,163,94,55,4,813,0,7,0,17,19,19,11,4,0,73,6,56,121,316,203,116,65,29,4,912,0,0,0,0,5,0,0,0,0,8,0,0,0,8,0,0,0,0,0,9,0,16,21,72,34,13,4,0,0,163,0,0,0,0,3,0,3,0,0,7,5,17,14,63,20,31,11,4,0,159,0,3,8,28,6,5,0,0,0,58,0,13,17,52,34,53,23,22,8,222,0,10,14,57,41,43,9,5,0,170,0,31,72,220,186,165,100,59,8,847,107,297,264,743,366,219,131,79,50,2259,3372,8057,6834,12932,7253,5613,3115,1572,478,49231
SED55706,0,8,0,8,0,4,0,0,0,29,0,0,0,5,15,9,9,0,0,27,3,20,25,99,53,23,14,0,0,248,0,0,0,6,4,10,14,5,3,37,0,0,0,0,0,0,0,0,0,0,0,5,4,38,43,74,79,41,23,294,3,4,6,3,9,14,9,0,0,41,0,16,17,85,92,62,59,39,7,372,0,3,0,4,0,3,6,4,0,27,3,0,0,46,0,0,0,0,0,55,3,10,7,28,17,6,3,0,0,74,0,0,0,0,0,0,0,0,0,5,0,12,7,46,40,52,49,16,0,225,0,3,3,33,5,7,0,0,0,59,0,0,0,9,17,30,21,24,3,102,0,0,6,30,27,23,40,8,0,126,7,17,32,295,104,130,137,58,14,799,146,457,308,853,672,606,545,291,122,3995,2136,5439,3656,9080,6052,6861,6345,2963,924,43443
SED55802,6,18,24,113,18,8,3,0,0,186,0,3,7,9,9,0,0,0,0,24,0,198,340,711,372,119,52,9,0,1804,0,0,0,27,6,34,31,13,10,119,0,0,0,5,3,9,0,0,0,17,0,9,18,76,60,87,73,37,21,383,0,16,32,76,61,54,42,17,0,296,4,45,92,297,157,124,54,40,4,815,0,9,18,77,30,31,42,8,5,223,0,0,0,43,4,0,0,0,0,51,3,23,39,109,46,16,6,4,0,239,0,0,0,5,0,0,0,0,0,12,0,6,10,43,15,17,17,0,0,120,5,26,63,417,267,196,113,33,15,1138,0,0,8,20,19,28,12,3,4,82,0,28,68,177,78,45,15,8,3,418,10,145,293,1076,340,260,141,65,30,2359,134,236,188,687,244,180,113,78,36,1896,4421,7404,6723,17225,6368,5439,3170,1629,591,52973
SED55905,0,10,6,50,0,3,5,0,0,77,0,0,0,8,6,0,3,0,0,13,4,48,111,226,109,71,20,8,0,601,0,0,4,40,11,21,40,10,7,135,0,0,0,5,0,6,0,0,0,16,4,9,14,68,45,77,75,72,30,391,0,15,47,112,48,38,41,15,5,326,4,26,68,165,106,74,51,31,7,522,0,3,8,36,10,12,22,12,3,103,4,0,0,46,6,0,0,0,0,64,6,12,14,57,27,18,15,0,0,140,0,0,0,3,9,0,0,3,0,14,0,13,23,64,20,24,24,5,4,177,0,11,5,54,22,23,13,0,0,130,0,5,9,24,13,17,14,11,0,99,0,3,21,41,26,32,16,4,3,146,0,42,104,424,260,338,287,179,54,1680,79,180,218,604,223,198,182,160,151,1997,2187,4225,5026,10903,5098,5089,4092,2638,1222,40484
SED59494,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,18,6,0,0,0,0,35,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,13,10,0,0,34,0,0,0,3,0,0,0,0,0,11,0,3,5,25,8,5,4,0,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,13,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,25,10,5,7,0,0,43,0,0,0,13,5,0,0,0,0,11,0,0,0,4,4,0,5,3,0,12,0,0,0,0,4,0,0,0,0,15,3,0,22,105,15,20,9,3,0,182,52,62,173,707,358,278,168,42,17,1851,300,473,820,3053,1313,1144,758,155,30,8055
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,0,0,0,0,21,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,0,0,16,0,0,21,119,47,23,3,0,0,215,0,0,42,284,109,62,18,0,0,514
SED60105,0,6,10,79,7,0,0,0,0,109,0,0,4,0,12,0,0,0,0,19,0,3,13,60,22,15,6,3,0,126,0,0,0,8,5,12,5,3,4,31,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,26,34,17,7,115,0,4,9,26,3,0,6,0,0,51,0,4,11,30,20,12,12,3,0,94,0,4,9,56,11,5,0,0,0,81,0,0,0,21,0,0,0,0,0,27,0,4,6,22,7,3,6,0,0,46,0,0,0,0,0,0,0,0,0,3,0,3,4,26,14,8,13,5,0,71,5,3,15,34,0,0,0,0,0,60,0,0,0,0,3,6,0,8,0,24,0,0,4,0,3,0,0,0,0,7,6,17,15,99,38,32,34,19,8,273,29,61,96,216,77,106,133,110,83,913,1223,2751,2861,6573,2973,2726,2568,1792,917,24397
SED60106,0,0,0,24,0,0,0,0,0,27,0,0,0,0,5,0,4,0,0,6,0,3,0,14,3,0,0,0,0,23,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,11,10,0,28,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,9,5,0,0,33,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,7,0,0,3,9,10,6,19,10,4,59,30,53,39,140,71,123,113,55,33,663,338,892,686,1523,915,1314,1209,636,238,7745
SED60113,3,6,6,42,0,0,0,0,0,63,0,0,0,7,12,6,8,0,0,33,0,5,17,69,26,23,14,5,0,171,0,0,0,0,7,4,5,7,7,33,0,0,0,0,0,0,0,0,0,4,0,4,8,16,20,39,57,29,22,193,0,6,0,19,10,7,8,0,0,52,0,12,16,46,54,22,25,5,0,185,0,4,10,34,12,9,0,4,0,72,0,4,0,14,0,0,0,0,0,22,0,3,3,17,12,4,0,0,0,44,0,0,0,5,5,3,0,0,0,14,4,9,12,34,30,18,27,6,0,135,0,12,7,28,13,0,0,0,0,57,0,0,4,3,3,14,10,13,0,56,0,0,0,5,10,8,4,6,0,35,4,40,37,137,76,66,102,62,22,538,59,143,144,339,208,268,275,195,71,1701,1836,4401,4121,8780,4937,5382,4778,2563,815,37609
SED60115,10,8,13,145,8,0,0,0,0,186,0,0,0,3,7,3,4,0,0,15,0,16,18,71,36,22,16,3,0,182,0,0,0,3,4,6,0,0,0,28,0,0,4,9,0,0,0,0,0,21,0,0,0,9,12,37,43,32,8,147,0,0,3,16,3,3,0,0,0,26,0,0,12,23,14,12,13,8,0,73,5,8,7,67,0,4,0,0,0,92,0,9,0,46,5,0,0,0,0,53,0,4,8,24,12,4,0,0,0,57,0,0,0,4,0,0,0,0,0,9,3,10,7,24,15,8,8,8,0,88,0,8,22,80,9,0,0,0,0,119,0,0,0,6,0,5,13,6,4,32,0,0,5,0,3,4,0,0,0,14,4,58,71,455,184,118,96,69,16,1082,133,250,403,791,324,335,327,204,68,2837,2239,4752,5097,10798,4831,5039,4288,2378,799,40220
SED60207,0,0,0,43,0,0,0,0,0,48,0,0,0,3,5,5,6,0,0,13,0,7,15,80,22,31,20,4,0,177,0,0,0,0,3,5,5,4,0,20,0,0,0,0,3,3,0,0,0,9,0,0,9,14,18,28,39,50,10,166,0,6,0,5,0,0,3,0,0,15,0,3,3,26,16,23,18,9,5,103,0,6,5,51,12,3,0,0,0,74,0,0,4,89,0,0,0,0,0,98,0,6,0,19,12,8,5,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,9,15,19,11,13,11,0,78,0,8,3,26,11,6,3,0,0,48,0,0,4,3,3,10,14,8,3,43,0,0,0,9,7,0,5,4,0,12,5,16,42,170,43,48,61,36,10,430,58,177,140,427,250,309,341,266,113,2083,1921,4436,4017,8767,4826,5219,5231,3042,1057,38522
SED60208,0,0,0,14,5,0,0,0,0,19,0,0,0,0,10,0,0,0,0,9,3,8,6,40,11,17,22,0,0,123,0,0,0,4,0,0,3,5,3,19,0,0,0,0,0,0,0,0,0,0,0,4,0,10,6,24,43,24,3,117,0,0,0,0,0,7,6,0,0,12,0,4,10,15,19,14,12,4,0,78,0,0,0,22,5,3,0,0,0,37,0,0,0,25,0,0,0,0,0,34,0,3,0,8,4,9,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,9,0,15,11,15,13,8,0,73,0,0,4,6,0,4,0,0,0,10,0,0,0,0,3,9,4,8,0,24,0,0,0,3,4,5,0,0,0,20,5,13,16,71,26,44,42,46,19,274,66,178,190,403,299,326,296,226,62,2048,1577,3728,3557,7050,4192,4952,4215,2427,801,32493
SED60209,0,0,0,123,0,0,0,0,0,137,0,0,0,18,6,3,4,0,0,31,0,9,14,57,22,23,18,7,0,158,0,0,0,7,0,6,3,3,4,26,0,0,5,6,0,0,0,0,0,11,0,0,5,5,13,33,42,29,4,138,0,0,3,0,0,5,6,0,0,17,0,8,7,42,31,28,15,10,0,136,5,10,17,46,21,4,3,5,0,104,0,0,0,21,0,0,0,0,0,26,0,10,7,22,7,10,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,10,32,12,25,26,3,3,114,0,0,0,21,0,0,0,0,0,25,0,0,0,0,7,5,3,9,0,32,0,0,0,10,8,8,5,3,0,28,6,16,17,81,43,61,66,50,12,345,130,293,264,651,394,409,412,268,98,2915,2095,4702,3989,8674,4941,5667,4889,2667,925,38536
SED60301,6,9,3,69,4,0,0,0,0,80,0,0,4,0,3,0,0,0,0,8,0,5,11,41,31,19,4,0,0,111,0,0,0,6,0,3,4,3,4,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,14,13,11,8,55,0,0,0,3,4,7,0,0,0,13,0,0,5,7,3,6,0,0,0,24,0,0,5,63,9,4,0,0,0,77,0,0,0,6,0,0,0,0,0,7,0,4,7,20,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,5,8,8,10,10,3,0,35,0,0,4,24,3,7,0,0,0,39,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,14,12,113,30,22,18,26,10,244,29,103,80,181,93,112,80,110,46,825,854,2077,1868,4678,1923,1986,1469,1085,410,16351
SED60302,11,18,20,262,14,3,0,0,0,335,0,0,0,0,7,0,0,0,0,9,0,30,45,122,45,29,27,6,0,303,0,0,0,5,12,18,29,28,15,112,0,0,0,4,3,4,0,0,0,9,0,0,0,18,10,23,16,16,11,93,0,0,4,18,3,3,0,0,0,32,0,6,3,40,12,17,10,9,0,99,0,9,14,146,12,8,8,5,0,197,0,0,0,59,4,0,0,0,0,62,0,25,24,47,17,5,0,0,0,112,0,0,0,0,0,4,0,0,0,0,0,0,3,39,14,10,10,3,0,79,3,20,38,221,9,11,5,0,0,318,0,0,0,5,4,3,0,0,0,24,0,4,5,7,3,0,0,0,0,21,17,88,127,488,188,119,107,45,31,1208,71,180,158,538,202,195,189,159,79,1771,2023,3797,4077,12636,4035,4195,3493,2081,947,37278
SED60303,0,7,7,90,0,0,5,0,0,113,0,0,0,9,14,3,0,0,0,33,0,9,15,125,20,8,7,0,0,185,0,0,4,24,10,11,16,12,6,78,0,0,0,3,0,0,0,0,0,3,0,0,3,35,30,45,40,23,15,191,0,6,30,46,8,3,0,0,0,100,0,0,11,52,30,28,18,8,4,158,0,8,21,124,12,7,6,4,0,178,0,3,5,122,0,0,0,0,0,137,0,0,11,54,14,6,5,0,0,89,0,0,0,7,5,7,0,0,0,16,6,20,20,118,41,45,33,19,0,299,0,7,45,154,6,3,9,0,0,235,0,3,5,17,8,11,5,9,4,64,0,0,5,12,9,4,4,0,0,33,8,59,89,428,97,105,79,58,27,941,49,101,186,546,187,180,157,115,64,1574,1484,3415,4672,12100,4636,4242,3553,1759,725,36586
SED60304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,7,0,0,0,3,0,6,3,0,0,12,11,50,30,84,63,52,39,16,0,353
SED60310,4,5,3,46,0,0,0,0,0,57,0,0,0,7,7,10,0,0,0,26,0,10,10,61,10,9,5,5,0,101,0,0,0,7,5,3,12,4,4,31,0,0,0,0,0,0,0,0,0,0,0,11,8,14,21,14,20,21,15,119,0,4,15,23,10,12,7,6,0,66,0,14,7,42,39,30,35,12,9,191,0,0,13,80,3,3,0,0,5,104,0,0,3,59,5,0,0,0,0,69,0,5,5,19,14,5,5,0,0,58,0,0,0,0,5,0,0,0,0,8,5,17,15,38,18,28,32,7,3,165,0,5,32,86,3,4,0,3,0,134,0,0,0,0,3,7,8,7,3,36,0,4,5,13,10,3,4,0,0,35,10,28,19,224,67,64,52,40,19,526,22,44,71,237,89,93,110,57,31,756,793,2219,2800,5824,2546,2498,2528,1367,604,21175
SED60404,0,0,0,10,0,0,0,0,0,14,0,0,0,4,13,9,0,0,0,32,0,8,3,36,22,6,4,0,0,82,0,0,0,10,5,9,15,5,0,33,0,0,0,0,0,0,0,0,0,0,0,5,3,16,28,48,53,31,10,199,0,0,0,6,8,3,6,0,0,31,4,20,18,90,50,32,42,14,8,280,0,0,0,21,0,3,0,0,0,27,0,0,0,18,0,4,0,0,0,22,3,4,3,18,8,4,0,0,0,48,0,0,0,5,5,0,3,0,0,8,3,19,22,50,39,51,52,16,4,248,0,3,0,11,3,0,0,0,0,13,0,0,5,5,8,14,7,7,3,45,0,0,0,0,4,7,10,0,0,27,5,34,20,132,88,93,93,49,11,525,74,209,141,444,277,347,344,198,88,2106,1889,4732,3522,8075,4865,5450,4833,2239,612,36230
SED60410,6,0,0,42,5,0,0,0,0,49,0,0,0,7,4,0,0,0,0,5,0,9,12,41,11,9,9,0,0,94,0,0,0,7,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,6,10,13,25,21,8,98,0,4,0,8,5,3,9,0,0,32,0,15,19,53,42,19,20,4,4,184,0,0,3,42,0,4,0,0,0,55,0,0,0,28,0,0,0,0,0,28,0,0,0,18,9,3,0,0,0,33,0,0,0,0,0,0,0,0,0,4,0,15,13,20,13,5,8,9,3,86,0,7,11,47,5,4,0,0,0,66,0,0,0,0,4,3,7,9,3,22,0,0,3,0,8,4,0,5,0,20,3,26,17,122,49,40,32,27,15,332,12,32,53,118,56,39,56,69,25,459,859,1776,1775,4741,1802,1653,1718,1131,400,15850
SED60411,0,4,7,54,3,0,0,0,0,74,0,0,0,5,9,4,0,0,0,18,3,9,6,44,20,13,9,5,0,110,0,0,0,6,0,0,7,3,0,25,0,0,0,0,0,0,0,0,0,0,0,5,4,13,13,22,43,36,17,148,0,10,3,15,5,4,5,0,0,42,0,12,11,46,8,15,14,8,0,115,5,4,10,69,3,0,0,5,0,86,0,6,0,36,4,0,0,0,0,42,4,9,7,26,8,5,0,4,0,66,0,0,0,3,0,0,0,0,0,0,0,10,15,30,15,14,24,8,3,125,0,9,17,80,12,3,0,0,0,128,0,0,0,0,6,0,11,6,4,32,0,0,0,19,11,6,6,0,0,38,4,21,28,167,49,58,64,40,17,444,28,96,128,261,113,152,191,156,114,1241,1554,3390,3133,8443,3730,3985,3972,2727,1331,32261
SED60414,0,4,6,47,5,0,0,0,0,58,0,0,0,0,14,3,5,0,0,19,0,7,9,40,9,6,5,3,0,85,0,0,0,5,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,4,16,14,24,17,5,78,0,5,3,13,4,3,0,0,0,27,0,3,13,29,16,7,16,0,0,83,0,0,0,44,3,0,3,0,0,53,0,0,0,14,0,0,0,0,0,17,0,5,4,14,6,3,0,0,0,31,0,0,0,0,0,0,0,3,0,3,0,4,4,26,11,19,16,10,0,91,0,8,0,41,0,0,0,0,0,53,0,0,0,3,0,10,3,4,0,27,0,0,5,6,6,0,5,5,0,21,0,14,15,106,48,42,32,22,7,280,50,149,128,296,101,144,135,88,34,1129,1668,3680,3083,7696,3407,3551,2809,1294,311,27495
SED60501,0,0,0,40,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,7,26,13,15,6,0,0,71,0,0,0,0,0,4,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,10,18,3,52,0,5,0,0,0,0,3,0,0,10,0,0,0,6,0,4,0,3,0,23,0,0,0,28,0,0,0,0,0,28,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,9,14,3,0,41,0,0,5,16,0,5,0,0,0,24,0,0,0,0,3,9,5,6,0,19,0,0,0,3,3,0,0,0,0,4,0,6,5,45,15,25,13,13,8,132,94,246,228,477,247,262,228,109,39,1927,1354,3198,2774,5396,2751,2938,2417,1058,265,22148
