SED_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
SED40011,203,38,20,0,0,267,68,32,12,0,0,111,69,22,11,0,0,96,107,33,23,0,0,165,169,65,50,0,0,284,497,161,121,0,3,779,686,187,64,0,0,942,1070,175,25,0,0,1275,517,46,9,3,0,571,452,34,0,0,0,490,229,14,0,0,0,246,199,33,14,0,0,247,4265,848,352,5,10,5478
SED40012,193,18,0,0,0,217,152,28,0,0,0,178,151,24,0,0,0,179,375,63,0,0,0,437,651,62,3,0,0,715,1670,65,0,0,0,1737,1138,18,0,0,0,1156,523,4,0,0,0,529,127,0,0,0,0,128,69,0,0,0,0,70,66,0,0,0,0,66,255,18,0,0,0,279,5369,304,6,0,5,5687
SED40013,215,36,7,0,0,262,72,10,5,0,0,86,80,12,3,0,0,93,137,30,16,0,0,182,207,53,15,0,0,276,717,223,66,0,0,1007,1105,281,41,0,3,1425,1103,228,10,0,4,1352,440,61,3,0,0,497,334,44,3,0,3,386,175,19,0,0,0,195,247,43,14,0,3,308,4835,1042,178,0,14,6075
SED40014,279,13,3,0,3,300,177,11,0,0,0,185,133,18,0,0,4,155,261,7,5,0,0,274,313,12,0,0,0,328,853,12,3,3,0,870,689,9,0,0,0,700,492,7,0,0,4,506,153,6,0,0,0,154,127,0,0,0,0,127,78,0,0,0,0,82,186,7,0,0,3,194,3742,93,16,4,14,3867
SED40015,219,5,0,4,0,227,148,10,3,0,0,160,143,10,0,0,0,154,299,16,0,6,0,324,429,21,0,0,0,454,902,24,3,0,0,936,654,14,0,0,0,676,445,12,0,0,0,449,132,3,0,0,0,135,89,0,0,0,0,92,64,4,0,0,0,74,203,10,0,0,0,209,3724,122,18,16,5,3890
SED40016,219,16,0,0,0,244,118,20,5,0,0,145,125,21,5,0,0,145,224,19,13,0,0,260,302,46,31,0,0,376,1318,130,38,0,3,1480,1213,97,20,0,0,1330,713,47,10,0,0,772,215,10,0,0,0,227,157,4,0,0,0,165,76,8,0,0,0,80,263,15,4,0,0,276,4948,423,130,0,8,5509
SED40017,309,4,0,0,0,320,238,0,0,0,0,239,238,3,0,0,0,235,469,8,0,0,0,476,586,8,0,0,0,597,1313,10,0,0,3,1326,1124,3,0,0,0,1127,834,0,4,0,5,838,236,0,0,0,0,241,143,6,0,0,0,147,92,0,0,0,0,91,316,4,0,0,0,321,5887,41,4,13,10,5955
SED40018,192,73,8,0,0,268,51,38,0,0,0,85,62,20,5,0,0,87,115,49,7,0,0,176,158,60,9,0,0,228,458,233,20,0,4,709,634,279,7,0,3,926,873,243,8,0,4,1129,399,82,0,0,0,485,340,54,0,0,0,398,246,27,4,0,0,277,165,58,8,0,3,226,3694,1217,79,5,13,5005
SED40019,135,47,5,3,0,196,113,87,0,0,0,198,116,71,3,0,0,194,227,156,7,0,0,396,321,162,4,6,0,493,745,148,6,0,0,904,507,31,0,6,0,551,387,20,0,4,0,413,115,5,6,0,0,126,81,4,0,4,0,88,43,4,0,0,0,47,164,30,4,0,0,203,2964,778,34,15,6,3802
SED40020,204,0,0,0,0,207,166,3,0,0,0,168,183,4,0,0,0,189,335,13,0,0,0,346,549,10,0,0,5,572,1276,14,0,0,0,1295,923,5,0,0,4,934,596,0,0,0,3,595,181,0,0,0,0,187,125,0,0,0,0,125,80,0,0,0,0,84,229,4,0,0,0,235,4848,55,3,8,16,4933
SED40021,208,24,17,0,0,248,59,14,10,0,0,81,60,11,12,0,0,82,127,17,15,0,0,167,178,34,32,0,0,239,524,103,66,0,0,691,645,152,54,0,0,847,1018,158,24,0,0,1200,429,44,6,0,0,480,305,39,0,0,0,345,174,19,7,0,0,199,209,32,8,0,0,247,3931,650,246,0,6,4835
SED40022,271,3,0,0,0,281,135,3,0,0,0,141,105,0,0,0,0,105,156,4,0,0,0,163,239,3,0,0,0,238,657,5,0,0,0,668,844,0,0,0,0,845,1259,0,0,0,0,1267,683,0,0,4,0,694,618,0,0,0,0,618,498,0,0,0,0,500,235,4,0,0,0,236,5707,16,6,3,3,5737
SED40023,245,4,0,0,0,255,149,4,0,0,0,151,174,8,0,0,0,185,296,12,0,5,0,311,433,16,3,0,0,454,1567,45,0,0,5,1612,1460,16,0,0,0,1481,905,14,0,0,0,913,230,0,0,0,0,232,142,0,0,0,0,142,48,0,0,0,0,48,253,12,0,0,0,266,5898,145,7,3,6,6052
SED40024,238,13,10,0,0,264,141,5,0,0,0,146,130,0,4,0,0,134,237,12,14,0,0,264,363,26,21,0,0,411,1278,46,56,0,0,1381,1560,52,31,0,0,1644,1146,26,24,0,0,1204,304,9,8,0,0,317,179,0,5,0,0,190,102,0,4,0,3,110,263,19,10,0,0,290,5944,211,180,0,12,6349
SED40025,241,7,0,0,0,245,105,5,0,0,0,112,105,8,0,0,0,103,233,12,0,0,0,245,308,10,0,0,0,322,1222,31,0,0,0,1256,1508,20,0,0,0,1533,1421,3,0,0,0,1429,463,0,0,0,0,466,296,0,0,0,0,296,197,0,0,0,0,197,228,6,0,0,0,234,6321,97,13,0,0,6441
SED40026,283,12,0,0,0,296,159,8,0,0,0,173,142,9,0,0,0,149,249,8,0,0,0,252,330,10,0,0,0,347,1222,57,0,0,0,1282,1394,28,0,0,0,1421,1215,15,0,0,0,1229,396,8,0,0,0,405,305,0,0,0,0,309,135,0,0,0,0,135,261,4,0,0,0,266,6100,155,4,0,0,6263
SED40027,164,48,5,0,0,216,75,25,5,0,0,106,60,20,5,0,0,84,101,31,8,0,0,139,146,50,24,0,0,223,453,185,37,0,0,675,609,188,28,0,0,818,841,184,15,0,0,1037,334,60,3,0,0,400,240,36,3,0,0,286,160,33,0,0,0,196,171,50,5,0,6,228,3347,913,142,3,5,4411
SED40028,190,18,0,0,0,201,142,14,3,0,0,160,113,19,3,0,0,133,219,42,0,0,0,264,451,44,7,0,0,501,1414,86,5,0,8,1512,1382,23,0,0,4,1408,934,4,0,0,5,949,239,0,0,0,0,242,128,0,0,0,0,130,86,0,0,0,0,86,244,14,0,0,0,259,5535,269,9,0,19,5838
SED40029,329,3,0,0,0,332,297,6,0,0,0,306,302,13,0,6,0,319,588,0,3,3,0,606,628,5,0,0,0,632,962,7,0,4,0,978,508,9,0,3,0,514,315,0,0,0,0,319,87,0,0,0,0,93,71,0,0,0,0,71,84,0,0,0,0,83,245,5,0,0,0,250,4428,50,6,17,8,4509
SED40030,278,7,6,0,0,290,172,9,0,0,0,176,143,8,0,0,0,149,330,11,5,0,0,348,381,10,4,3,0,396,1176,33,0,0,7,1219,1133,24,0,5,0,1156,900,8,3,3,3,916,272,3,0,0,0,272,195,0,0,0,0,200,113,0,0,0,0,116,274,7,0,0,0,280,5355,121,15,7,10,5511
SED40031,239,27,5,0,0,274,98,9,3,0,0,113,73,17,4,0,0,94,145,26,5,0,0,176,196,28,20,0,0,244,566,119,24,0,0,717,783,138,22,0,0,954,1099,169,19,0,0,1285,530,61,0,0,3,599,396,31,0,0,0,427,219,18,4,0,0,239,223,32,0,0,0,256,4563,686,116,0,8,5376
SED40032,143,58,21,0,0,227,40,23,9,0,0,70,51,24,12,0,0,78,81,43,30,0,0,150,107,70,40,0,0,212,332,216,117,0,0,668,412,237,49,0,0,697,655,239,41,0,3,939,406,107,13,0,0,523,367,69,18,0,0,456,216,33,18,0,0,266,152,49,25,0,0,223,2959,1167,381,0,6,4513
SED40033,192,12,3,0,0,204,140,16,10,0,0,169,150,11,7,0,0,174,361,27,17,0,0,407,629,31,9,0,0,672,1294,31,10,0,0,1333,833,5,7,4,0,849,494,10,0,9,0,511,125,0,0,3,0,131,88,3,0,0,0,96,56,0,0,0,0,57,202,4,7,5,0,216,4569,148,72,23,3,4819
SED40034,226,9,0,0,0,232,193,4,0,0,0,200,171,7,0,0,0,175,364,13,0,0,0,376,452,6,0,0,0,457,757,11,0,0,4,768,475,4,0,5,0,482,273,3,0,0,0,276,65,0,0,0,0,70,53,0,0,0,0,54,54,4,0,0,0,59,178,4,0,0,0,187,3265,63,0,8,9,3346
SED40035,238,16,4,0,0,261,117,15,3,0,0,130,112,11,9,0,0,130,217,9,11,0,0,244,305,22,29,0,0,357,1035,64,59,0,0,1156,1458,53,33,0,0,1548,1032,39,17,0,5,1087,287,10,4,0,0,297,156,7,0,0,0,166,98,3,4,0,0,102,255,6,12,0,0,275,5299,263,178,5,8,5745
SED40036,226,8,0,0,0,234,147,10,4,0,0,166,141,0,5,0,0,149,259,10,3,0,0,278,422,27,23,0,0,469,1561,94,40,0,4,1706,1360,73,12,0,0,1442,888,29,0,0,0,917,196,0,0,0,0,200,165,4,0,0,0,166,71,0,0,0,0,80,290,11,7,0,0,306,5724,283,96,0,9,6105
SED40037,213,46,15,4,0,276,105,15,5,0,0,130,81,14,7,0,0,109,190,40,21,4,0,248,255,47,30,0,0,344,797,168,75,0,0,1037,999,158,45,0,4,1203,1014,123,25,3,4,1167,343,44,5,0,3,392,237,27,7,0,0,272,113,19,5,5,0,142,226,27,13,0,0,268,4566,745,246,14,11,5583
SED40038,225,26,4,0,0,254,129,14,5,0,0,144,172,30,0,0,0,200,268,75,5,0,0,351,546,131,8,0,0,681,1734,168,11,0,5,1912,1094,29,3,0,4,1135,464,12,4,0,0,477,95,3,0,0,0,102,69,4,0,0,0,72,50,3,0,0,0,60,248,15,4,0,0,266,5087,512,45,0,10,5651
SED40039,270,18,0,0,0,290,142,12,0,0,0,159,135,24,0,0,0,155,326,46,0,0,0,369,483,70,3,0,0,557,1748,126,0,0,0,1882,1364,57,0,0,0,1424,579,17,0,0,0,599,103,0,0,0,0,107,80,0,0,0,0,84,53,0,0,0,0,57,246,27,0,0,0,276,5526,406,13,0,5,5954
SED40040,245,3,0,0,0,255,146,7,0,0,0,154,128,9,0,0,0,134,255,9,3,0,0,267,373,9,0,0,0,382,1222,20,0,0,3,1247,1272,5,0,0,0,1281,1022,0,0,0,0,1028,410,0,0,0,3,413,307,0,0,0,0,310,165,0,0,0,0,166,227,0,0,0,0,230,5769,70,9,3,12,5863
SED40041,222,8,5,4,0,235,242,15,0,0,0,260,319,14,0,0,0,340,538,18,0,0,0,563,573,13,0,0,0,588,858,17,5,3,4,886,450,4,0,0,0,462,307,4,0,0,0,311,65,0,0,0,0,66,42,0,0,0,0,42,37,4,0,0,0,42,211,10,0,0,0,223,3879,104,10,12,6,4009
SED40042,145,16,0,0,0,166,114,17,0,0,0,132,146,39,0,0,0,182,326,70,0,4,0,398,526,72,7,0,0,602,1572,68,5,4,0,1651,1177,19,0,0,0,1199,774,4,0,0,5,783,253,4,0,0,0,261,126,3,0,0,0,125,69,3,0,0,0,69,289,13,0,0,0,296,5506,326,7,13,14,5868
SED40043,281,25,4,0,0,314,108,15,3,0,0,127,89,16,11,0,0,119,176,22,14,0,0,213,251,44,21,0,0,320,829,162,35,0,0,1029,1297,169,15,0,0,1486,1129,108,10,0,0,1242,337,30,0,0,0,367,279,22,0,0,0,300,148,17,0,0,0,168,254,31,0,0,0,284,5185,654,120,3,6,5970
SED40044,271,33,14,0,0,325,59,14,12,0,0,81,40,11,11,0,0,66,60,30,20,0,0,113,88,26,41,0,0,151,218,87,91,0,0,400,264,71,110,0,0,449,479,139,62,0,0,681,394,87,22,0,0,498,524,60,18,0,0,603,708,43,6,0,0,762,207,34,11,0,0,256,3307,645,429,0,4,4385
SED40045,276,10,8,0,0,294,105,0,4,0,0,110,88,5,3,0,0,98,182,9,7,0,0,188,204,20,19,0,0,242,584,25,50,0,0,658,916,32,29,0,3,983,1426,53,15,0,0,1487,747,19,5,0,0,774,581,15,5,0,0,599,404,14,0,0,0,422,263,15,9,0,0,278,5782,201,146,3,4,6139
SED40046,197,22,8,0,0,231,75,15,10,0,0,102,74,11,9,0,0,95,110,15,33,0,0,155,161,37,49,0,0,240,413,123,81,0,4,621,611,165,32,0,6,814,879,179,22,0,6,1092,410,53,3,0,0,463,302,32,4,0,0,338,151,17,0,0,0,172,181,30,15,0,0,219,3552,710,255,0,17,4537
SED40047,262,13,0,0,0,279,161,9,0,0,0,179,141,14,0,0,0,154,284,28,6,0,0,319,358,37,0,0,0,396,1310,98,5,0,0,1416,1557,52,0,0,3,1617,970,19,0,0,0,991,263,4,0,0,0,270,167,3,0,0,0,172,92,0,0,0,0,96,278,13,0,0,0,292,5857,293,16,0,3,6172
SED49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,218,8,0,0,0,223,137,5,0,0,0,141,78,9,0,0,0,86,174,4,0,0,0,179,255,5,0,0,0,264,922,21,0,0,0,955,1032,11,0,0,0,1050,951,13,0,0,3,967,308,8,0,0,0,315,213,4,0,0,0,221,124,3,0,0,0,130,248,10,0,0,0,256,4667,89,12,6,9,4780
SED50202,289,18,0,0,0,308,153,20,3,0,0,176,123,17,3,0,0,139,284,46,0,6,0,337,454,68,0,0,0,520,1640,140,11,0,0,1791,2064,96,5,0,0,2169,1789,33,0,0,0,1822,467,6,0,0,0,476,243,3,0,0,0,247,158,10,0,0,0,167,406,18,0,0,0,428,8069,480,24,7,0,8579
SED50304,193,104,9,0,0,305,47,34,9,0,0,88,53,37,13,0,0,104,72,71,20,0,0,164,117,136,14,0,0,265,383,479,73,0,0,944,533,627,60,0,0,1222,775,538,33,0,0,1344,426,161,3,0,0,592,465,119,4,0,0,591,343,49,4,0,0,392,220,110,11,0,0,343,3630,2468,259,0,0,6357
SED50405,208,10,0,0,0,218,86,0,0,0,0,91,80,4,0,0,0,87,180,5,0,0,0,190,254,12,0,0,0,269,1356,41,5,3,0,1404,2661,30,4,0,0,2690,3471,32,3,0,0,3515,1143,7,0,0,0,1147,549,5,0,0,0,555,345,4,0,0,0,344,536,11,0,0,0,547,10870,155,14,4,9,11051
SED50502,329,40,3,0,0,371,113,14,0,0,0,132,95,5,0,0,0,106,189,26,10,0,0,225,271,40,8,0,0,316,899,124,37,0,0,1052,1260,132,24,0,0,1416,1584,82,10,0,0,1680,564,24,0,0,3,595,379,19,5,0,0,399,210,5,4,0,0,219,360,21,3,0,0,385,6249,540,107,0,6,6898
SED50605,278,32,3,0,0,319,62,13,4,0,0,74,65,11,0,0,0,81,70,14,0,0,0,85,97,16,6,0,0,116,287,73,19,0,0,377,322,84,41,0,0,447,683,137,48,0,0,863,537,90,31,0,0,655,802,85,14,0,0,902,839,82,19,0,0,939,269,48,11,0,0,330,4309,679,199,0,0,5189
SED50702,227,32,20,0,0,281,78,9,3,0,0,86,50,8,3,0,0,70,127,21,13,0,0,164,166,47,31,0,0,248,586,187,124,0,0,902,916,201,162,0,3,1279,1206,180,138,0,0,1525,520,64,45,0,0,634,434,48,59,0,0,536,237,27,39,0,0,302,245,34,41,0,0,322,4791,867,683,0,11,6342
SED50805,216,48,9,0,0,270,66,10,4,0,0,82,52,15,0,0,0,74,89,39,9,0,0,137,100,33,22,0,0,156,283,156,64,0,0,502,332,228,83,0,0,638,701,292,40,0,0,1031,564,125,13,0,0,705,751,94,11,0,0,859,850,65,6,0,4,920,256,63,11,0,0,331,4250,1170,276,0,5,5705
SED50906,232,23,3,0,0,260,94,14,0,0,0,112,104,14,0,0,0,115,200,17,6,0,0,226,332,32,3,0,0,364,1140,95,9,0,0,1252,1317,48,3,5,3,1375,1171,36,8,0,0,1224,389,20,0,0,0,411,297,13,4,0,0,310,180,10,4,0,0,191,280,22,3,0,0,309,5729,341,51,5,8,6136
SED51004,295,8,0,0,0,311,91,6,0,0,0,96,87,3,3,0,0,101,159,9,0,0,0,164,253,6,5,0,0,266,911,49,27,0,0,982,1425,60,19,0,0,1500,2107,49,7,0,0,2167,994,11,9,0,0,1012,829,9,5,0,0,841,516,6,4,0,0,527,448,17,6,0,0,470,8117,241,77,0,9,8446
SED51104,276,8,0,0,0,285,98,7,0,0,0,104,92,5,0,0,0,105,172,4,0,0,0,177,283,7,0,0,0,293,1301,37,0,0,3,1342,2401,40,0,0,0,2443,3210,26,0,0,0,3238,1272,5,0,0,0,1281,592,0,0,0,0,591,332,0,0,0,0,335,610,10,0,0,0,624,10659,143,10,0,9,10822
SED51205,277,33,8,0,0,318,99,17,0,0,0,117,95,18,0,0,0,118,171,38,8,0,0,214,229,52,18,0,0,302,914,209,51,0,6,1183,1296,235,48,0,0,1581,1410,129,26,0,0,1568,471,35,3,0,0,505,333,34,4,0,0,363,204,9,4,0,0,217,318,52,8,0,0,376,5810,866,173,7,9,6854
SED51304,279,17,0,0,0,300,77,17,0,0,0,103,63,0,3,0,0,65,111,7,5,0,0,124,142,13,4,0,0,156,400,46,7,0,0,448,491,74,11,0,0,577,1011,107,5,0,0,1121,895,62,0,0,0,960,1001,58,3,0,0,1066,752,45,5,0,0,793,325,25,4,0,0,350,5544,478,49,0,0,6067
SED51401,307,4,0,3,0,309,177,0,0,0,0,185,184,3,0,0,4,188,320,4,0,3,0,324,368,0,0,0,0,367,756,3,0,0,0,766,556,0,0,0,0,559,497,0,0,0,4,501,190,0,0,0,0,194,121,0,0,0,0,125,92,0,0,0,0,93,211,3,0,4,0,217,3784,15,4,12,18,3829
SED51504,296,37,35,0,0,363,61,3,12,0,0,79,45,9,12,0,0,62,66,20,35,0,0,119,80,35,47,0,0,170,221,115,126,0,0,458,201,110,110,0,0,419,514,203,54,0,0,774,408,97,21,0,0,531,831,105,23,0,0,962,1302,102,12,0,0,1415,263,56,17,0,0,328,4286,888,503,0,3,5687
SED51605,299,17,7,0,0,326,88,3,0,0,0,95,98,5,6,0,0,109,163,9,10,0,0,179,234,7,26,0,0,270,784,59,72,0,0,919,1423,73,72,0,0,1567,2281,38,50,0,0,2369,1112,16,4,0,0,1133,741,9,12,0,0,757,400,8,0,0,0,408,423,14,10,0,0,448,8051,250,262,5,7,8565
SED51706,229,0,0,0,3,232,145,4,0,0,0,150,125,5,3,0,0,129,235,5,0,0,0,245,392,8,0,6,0,404,1229,20,3,0,4,1253,1526,13,0,0,0,1544,1522,4,0,3,3,1530,544,0,0,0,0,549,337,4,0,0,0,347,211,4,0,0,0,215,365,7,0,0,0,378,6864,83,6,15,11,6977
SED51804,218,35,34,0,0,288,41,3,4,0,0,53,24,7,7,0,0,37,45,9,20,0,0,79,55,24,22,0,0,96,144,46,81,0,0,273,125,71,77,0,0,275,329,107,90,0,0,523,255,58,39,0,0,355,494,126,54,0,0,672,1537,115,66,0,0,1722,285,41,30,0,0,353,3549,643,533,0,0,4722
SED51902,311,0,0,0,0,311,88,0,0,0,0,88,90,0,0,0,0,91,151,0,0,0,0,155,255,4,0,0,0,262,1030,17,4,0,0,1044,1711,15,0,0,0,1728,2593,4,0,0,3,2602,1240,0,0,0,0,1247,901,0,0,0,0,904,477,0,0,0,0,484,489,0,0,0,0,494,9342,45,12,5,11,9408
SED52006,238,16,7,0,0,256,103,11,0,0,0,114,91,14,0,0,0,104,168,9,0,3,0,180,242,10,0,3,0,256,822,50,3,0,0,880,1203,25,7,0,0,1231,1486,28,5,0,0,1512,532,8,4,0,0,548,387,4,3,0,0,390,269,0,0,0,0,271,358,15,3,0,0,373,5888,186,39,8,0,6119
SED52102,245,3,0,4,0,251,95,5,0,0,0,100,101,3,0,0,0,108,177,0,0,0,0,178,261,9,0,0,0,272,1004,31,4,0,0,1039,1529,46,0,0,0,1578,1927,23,0,0,0,1955,635,3,0,0,0,636,412,5,0,0,0,419,255,0,0,0,0,264,426,6,5,0,0,441,7079,149,7,13,0,7255
SED52205,216,55,28,0,0,303,81,16,10,0,0,101,72,19,11,0,0,94,108,21,20,0,0,141,134,41,33,0,0,210,451,140,95,0,0,689,613,174,94,0,0,880,1095,180,95,0,0,1371,537,89,48,0,0,673,613,104,35,0,0,753,415,41,31,0,0,489,261,58,23,0,0,347,4588,944,515,7,6,6062
SED52301,177,11,0,0,0,192,110,0,0,0,0,113,81,6,0,0,0,88,228,10,6,0,4,252,318,15,0,0,0,341,912,40,3,0,0,959,957,28,3,3,3,1000,974,29,0,0,0,1009,316,3,0,0,0,323,258,13,0,0,0,269,156,7,0,0,0,167,264,6,4,0,0,272,4758,186,20,9,5,4978
SED52404,316,21,3,0,0,345,100,4,0,0,0,106,82,10,0,0,0,83,146,14,0,0,0,161,192,22,4,0,0,218,549,57,9,0,0,615,884,98,14,0,0,996,1666,96,5,0,0,1775,921,40,0,0,0,962,800,19,0,0,0,820,546,8,0,0,0,559,402,26,6,0,0,430,6615,410,42,0,0,7069
SED52505,323,14,0,0,0,340,77,4,0,0,0,78,87,3,0,0,0,90,138,10,0,0,0,145,191,3,0,0,0,191,818,34,7,0,0,856,1727,74,0,0,5,1806,3239,73,0,0,3,3319,1610,22,0,0,6,1636,983,17,0,0,0,1002,563,10,0,0,0,575,510,10,0,0,0,526,10262,280,16,5,11,10568
SED52604,300,21,7,0,0,327,109,11,4,0,0,123,86,5,3,0,0,88,127,16,13,0,0,150,180,7,10,0,0,194,576,59,42,0,0,680,822,71,43,0,0,932,1461,65,15,0,0,1545,814,25,10,0,0,852,728,15,5,0,0,751,516,8,0,0,0,522,365,10,4,0,0,383,6088,308,159,0,0,6554
SED52702,288,4,3,0,0,298,111,0,0,0,0,111,98,0,0,0,0,100,143,0,0,0,0,144,206,3,0,0,0,212,554,11,6,0,0,571,805,10,0,0,0,816,1459,10,0,0,0,1470,844,0,0,0,0,844,777,0,0,0,0,782,477,0,0,5,0,483,337,3,0,0,0,342,6102,47,14,8,8,6174
SED52803,124,9,0,0,0,132,76,4,0,0,0,84,96,11,0,0,0,106,220,17,0,0,0,237,290,31,0,0,0,321,857,74,5,4,0,942,870,37,0,0,0,910,858,43,0,4,0,908,298,6,0,0,0,309,237,9,0,0,0,249,120,4,0,0,0,123,236,10,0,0,0,247,4291,248,12,12,0,4561
SED52903,54,5,0,0,0,64,12,0,0,0,0,14,13,4,0,0,0,17,38,5,0,5,0,44,51,4,5,4,0,62,162,14,5,0,0,184,212,17,6,0,0,235,370,22,5,10,0,399,235,7,0,4,0,253,242,4,0,3,0,250,139,0,0,7,6,157,99,5,0,3,3,112,1619,94,23,40,18,1794
SED53004,308,29,0,0,0,332,100,8,0,0,0,100,96,3,0,0,0,100,135,12,0,0,0,149,203,12,0,0,0,222,608,52,7,0,0,668,886,104,0,0,0,986,1842,110,0,0,0,1954,964,30,0,0,0,995,641,18,0,0,0,656,323,12,0,0,0,332,349,14,0,0,0,365,6448,404,6,5,0,6867
SED53105,284,18,6,0,0,299,125,0,0,0,0,137,120,7,3,0,0,126,205,5,5,0,0,212,368,20,15,0,0,402,1390,57,23,0,0,1472,1911,70,5,0,0,1991,2195,66,6,0,0,2272,871,18,0,0,0,889,526,9,0,0,0,533,308,0,0,0,0,306,414,13,0,0,0,425,8711,281,75,0,4,9062
SED53204,331,17,0,0,0,346,104,0,0,0,0,104,76,5,0,0,0,80,159,9,0,0,0,175,262,5,0,0,0,269,876,64,0,0,0,941,1370,102,0,0,0,1471,2682,82,0,0,5,2768,1361,14,0,0,0,1380,800,16,0,0,0,820,417,0,0,0,0,422,470,17,0,0,0,490,8923,338,0,0,5,9266
SED53306,217,25,4,0,0,245,109,16,5,0,0,128,91,20,3,0,0,111,190,25,7,0,0,222,245,43,17,0,0,302,1058,73,23,0,0,1160,1329,51,11,0,0,1393,1440,31,21,0,0,1488,446,11,4,0,0,467,284,10,11,0,0,308,188,8,11,0,0,207,337,14,5,0,0,361,5943,330,127,0,5,6396
SED53402,237,51,20,0,0,309,68,27,12,0,0,104,46,14,14,0,0,82,115,35,44,0,0,194,135,56,58,0,0,250,430,198,196,0,0,824,611,275,125,0,0,1008,1174,221,90,0,4,1487,735,107,27,0,0,863,677,89,11,0,0,787,409,43,12,0,0,466,242,29,36,0,0,312,4886,1140,640,0,8,6676
SED53502,292,16,6,0,0,311,91,11,0,0,0,101,111,10,3,0,0,122,189,29,10,0,0,216,278,43,3,0,0,326,1006,136,17,0,0,1162,1408,85,13,0,0,1509,1944,58,6,3,3,2010,820,18,3,0,7,845,521,11,3,0,0,541,281,7,0,0,0,286,391,22,0,0,0,416,7332,443,58,9,9,7854
SED53602,322,41,0,0,0,372,117,17,0,0,0,133,107,21,0,0,0,129,178,62,4,0,0,244,273,75,6,0,0,351,1051,279,27,0,0,1350,1244,217,11,0,0,1477,1042,105,9,0,0,1164,317,30,0,0,0,347,197,13,0,0,0,212,150,8,0,0,0,166,347,51,7,0,0,409,5365,933,63,0,0,6358
SED53701,328,4,0,5,3,339,112,3,0,0,0,123,131,0,0,0,3,137,221,0,0,0,0,227,231,4,0,0,0,242,626,6,0,6,5,636,666,6,0,4,4,683,810,0,0,5,0,818,403,4,0,3,0,410,292,0,0,0,0,292,171,0,0,0,7,177,310,0,0,6,0,315,4308,30,3,30,22,4390
