LGA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
LGA43360,4,7,8,137,143,283,0,0,0,10,3,6,0,0,0,95,132,229,0,0,4,3,8,12,5,6,5,0,7,7,22,43,65,0,0,0,6,4,10,19,15,33,28,14,40,0,0,0,0,0,0,114,143,260,28,30,56,0,0,0,460,545,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,7,9,599,511,1110,9,8,9,0,0,0,611,517,1122,107,85,187,1178,1154,2326
LGA43650,24,46,70,614,715,1329,0,0,0,57,51,109,0,0,0,844,1000,1841,8,18,28,21,18,41,32,41,69,5,9,15,774,805,1578,3,0,3,21,16,39,68,69,143,50,37,85,11,9,22,8,7,19,383,412,790,200,218,422,12,5,24,3124,3442,6569,7,3,7,8,11,23,0,0,0,0,0,0,0,0,0,13,31,41,12,28,42,4193,3833,8023,17,22,42,12,20,28,4220,3875,8098,540,443,981,7941,7850,15792
LGA43710,12,13,25,254,261,511,0,0,0,27,25,58,0,0,0,393,385,777,3,5,3,7,4,11,8,6,15,0,0,0,112,153,262,0,0,0,0,5,9,43,50,97,20,22,46,9,9,16,3,3,3,241,268,503,53,58,106,0,3,5,1163,1256,2420,7,4,9,0,4,4,0,0,0,0,0,0,0,0,0,3,8,12,3,8,12,1478,1251,2723,8,0,7,4,8,8,1486,1256,2742,441,250,693,3121,2792,5910
LGA43790,34,38,73,400,472,871,0,0,0,30,34,63,0,0,0,479,580,1057,27,38,63,75,53,131,16,21,36,0,4,4,833,901,1731,0,0,0,11,17,25,32,46,78,38,23,55,9,12,12,36,38,72,325,429,756,169,173,334,71,66,137,2544,2898,5438,14,11,25,29,21,55,0,0,0,0,0,0,63,63,126,8,10,20,66,79,146,2600,2228,4831,20,11,29,4,18,23,2627,2258,4882,563,491,1052,5886,5789,11666
LGA44000,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,37,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,15,22,37,0,0,0,0,0,0,15,22,37,7,8,15,45,53,96
LGA44060,656,915,1565,2953,3911,6873,0,0,0,671,822,1498,12,8,19,6806,8279,15091,125,183,305,949,1055,2002,75,107,176,90,98,188,523,741,1266,86,104,187,173,205,380,408,506,913,270,362,635,47,66,115,58,71,122,1607,2422,4028,1181,1441,2624,80,97,173,16101,20487,36587,1904,1819,3722,1116,1069,2183,31,33,60,4,7,8,461,418,876,242,299,540,706,718,1423,22469,21727,44194,205,127,330,70,117,185,22737,21969,44711,2372,2091,4467,45619,49101,94721
LGA44210,29,25,55,371,444,813,0,0,0,49,49,97,0,0,0,328,341,667,9,9,13,14,13,25,4,6,10,4,0,0,513,523,1039,0,0,0,10,15,24,37,37,67,31,34,69,4,5,13,10,3,12,292,307,599,89,75,167,15,12,25,1781,1868,3652,11,5,18,6,3,10,5,4,9,0,0,0,4,0,3,11,24,32,15,21,37,2295,1912,4206,12,11,20,8,9,16,2314,1923,4241,698,448,1151,4859,4306,9164
LGA44340,385,522,912,2582,3292,5880,0,0,0,699,789,1488,79,87,167,4208,5140,9349,72,111,181,1042,1178,2228,33,51,80,21,16,42,588,744,1329,20,22,43,74,107,182,269,306,575,195,228,422,18,34,56,24,27,45,1527,2107,3638,755,913,1670,110,111,218,12321,15260,27581,561,475,1039,407,393,798,39,48,80,3,0,3,120,121,239,101,140,234,223,257,482,17224,16159,33384,145,116,260,52,97,146,17418,16369,33792,1530,1398,2929,32888,34730,67617
LGA44550,132,195,325,1256,1585,2843,0,0,0,390,423,817,60,59,121,1804,2112,3923,33,42,78,88,82,169,91,107,201,55,66,126,805,1011,1816,9,6,9,57,51,103,278,311,592,109,143,252,22,26,47,28,38,68,848,1165,2017,584,652,1228,93,125,220,6606,8014,14625,75,60,138,55,46,101,11,10,20,0,4,4,40,25,65,57,119,177,97,149,248,10652,10279,20929,88,72,162,37,80,113,10778,10430,21206,1340,1216,2559,19092,20125,39217
LGA44620,66,83,146,732,892,1619,0,0,0,332,378,708,37,43,85,1693,2183,3875,15,15,31,59,49,103,37,56,89,22,28,43,217,272,489,7,8,14,25,29,54,142,178,318,399,501,901,49,55,110,23,25,51,448,698,1148,286,331,619,3,5,14,4514,5747,10263,63,53,119,64,56,111,3,7,7,0,0,0,26,27,51,48,85,132,72,113,188,7130,6869,14002,34,33,67,22,27,51,7186,6930,14120,967,960,1926,12937,13942,26878
LGA44830,12,11,23,114,152,271,0,0,0,14,27,36,0,3,4,169,189,355,7,0,3,3,3,12,0,0,0,0,0,0,81,72,155,0,0,0,0,0,8,3,11,20,8,11,16,0,0,0,6,3,7,201,204,406,30,33,67,0,0,0,643,717,1360,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,6,8,15,6,8,15,625,523,1143,3,3,7,0,3,3,629,523,1152,153,160,309,1448,1413,2862
LGA45040,70,110,183,556,699,1257,0,0,0,98,106,201,0,0,0,1140,1255,2395,39,42,85,21,17,34,85,113,197,23,22,37,614,740,1350,5,0,5,40,44,88,201,225,431,75,78,156,27,37,62,29,33,64,565,791,1359,335,378,714,25,35,59,3870,4612,8488,31,20,50,81,87,168,14,12,17,0,7,3,28,25,55,20,56,79,50,85,141,5341,4975,10320,29,18,39,20,29,44,5384,5017,10407,1355,835,2192,10863,10784,21644
LGA45090,82,86,167,378,425,798,0,0,0,40,19,66,0,0,0,488,493,978,25,32,57,0,0,9,14,16,27,5,6,6,112,130,239,0,0,0,15,8,22,72,67,138,143,148,287,4,0,5,9,11,19,352,421,767,78,84,161,0,3,5,1730,1854,3582,17,7,23,200,105,308,0,0,0,0,0,0,6,3,9,5,7,11,13,10,21,2045,1747,3794,15,14,28,0,7,9,2061,1764,3826,405,347,757,4513,4177,8686
LGA45120,13,7,17,181,213,392,0,0,0,29,33,69,0,0,0,382,451,832,0,0,3,3,0,6,0,3,3,5,12,13,84,97,182,0,0,0,3,3,8,7,18,26,17,18,38,6,7,10,0,0,0,266,292,557,48,51,97,4,4,7,1045,1202,2253,7,0,9,0,4,7,0,0,0,3,0,3,3,0,3,7,9,16,8,13,23,1011,845,1858,6,0,10,0,7,7,1023,853,1876,212,169,387,2306,2249,4559
LGA45290,339,416,753,1170,1457,2628,0,0,0,178,207,388,0,0,0,3788,4564,8350,19,36,56,647,664,1309,49,66,113,35,27,65,207,311,517,22,26,49,50,58,103,168,208,375,125,151,279,25,31,57,10,18,32,528,787,1315,349,422,774,13,14,27,7377,9051,16431,602,530,1132,350,295,647,39,27,67,0,0,0,208,203,411,68,94,156,275,297,575,8043,7759,15803,99,64,164,38,60,98,8180,7885,16063,909,913,1817,18070,19424,37487
LGA45340,487,787,1279,6167,7957,14123,0,0,0,1278,1473,2755,98,115,213,8997,10867,19868,160,262,423,756,783,1534,322,435,761,157,213,371,1126,1470,2602,59,53,112,292,351,644,942,1128,2072,481,554,1033,100,139,240,171,173,343,3256,4547,7804,2549,3052,5604,219,265,481,27142,33828,60974,459,447,902,595,559,1156,42,59,98,9,7,21,191,164,353,326,486,816,528,664,1185,50429,47409,97836,344,258,607,168,252,418,50940,47919,98860,5588,5151,10742,85786,89418,175204
LGA45400,0,0,0,41,40,82,0,0,0,7,6,9,0,0,0,100,112,211,0,0,0,0,0,0,3,3,9,0,0,0,8,5,10,0,0,0,5,0,3,0,0,3,0,6,5,0,0,0,0,0,0,57,65,123,13,18,39,0,0,0,236,259,498,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,142,140,285,0,0,0,0,0,0,147,140,287,39,37,78,427,446,874
LGA45540,0,4,9,72,73,149,0,0,0,13,15,30,0,0,0,86,116,209,0,0,0,0,0,0,9,13,25,0,0,0,8,13,22,0,0,0,4,0,10,0,4,4,5,4,11,5,10,14,0,0,0,63,57,122,20,13,33,0,0,3,289,341,628,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,5,8,5,5,8,9,391,329,723,4,0,4,0,6,6,394,335,732,129,133,262,820,817,1638
LGA45680,834,928,1764,3217,3976,7194,3,4,10,840,852,1692,14,4,24,5530,6087,11616,95,115,211,488,491,982,174,212,386,85,108,198,447,639,1085,32,30,65,227,269,499,787,922,1716,285,348,627,81,115,200,125,149,267,1253,1639,2892,1748,1886,3634,102,83,182,15534,17934,33468,613,621,1233,1887,1799,3691,9,16,28,5,5,7,226,207,440,292,418,714,532,630,1160,25611,24376,49984,179,112,290,56,116,163,25842,24595,50442,3828,3591,7418,49070,50119,99190
LGA45890,2607,3287,5900,2907,3456,6365,0,0,0,928,1118,2045,0,3,3,10622,12287,22915,78,141,215,1976,2049,4025,156,226,372,98,113,207,733,845,1580,121,123,242,273,326,595,718,878,1599,331,365,691,78,117,194,91,120,213,1433,2082,3517,1486,1790,3274,106,140,242,22138,26170,48306,4299,3606,7899,4431,3493,7918,34,31,67,14,13,24,2042,1757,3804,313,400,711,2371,2168,4539,25289,23526,48819,216,156,373,108,172,278,25614,23856,49466,4564,3740,8304,66049,66350,132400
LGA46090,27,24,49,475,573,1049,0,0,0,38,36,74,14,29,38,826,972,1793,6,0,3,11,16,28,22,39,58,7,6,12,86,137,228,0,0,0,30,30,57,29,54,84,101,118,216,26,44,73,25,34,59,316,431,748,91,107,195,3,5,9,2098,2624,4722,50,48,98,34,16,50,0,0,0,9,7,17,73,58,124,15,12,26,93,74,169,3548,3256,6804,15,11,24,12,10,17,3570,3274,6844,1268,621,1889,7147,6685,13829
LGA46300,24,49,70,460,600,1058,0,0,0,82,88,168,0,0,0,953,1131,2082,5,9,14,32,25,57,21,33,53,5,4,10,228,279,505,4,0,4,15,8,26,104,140,242,34,28,62,7,23,35,19,16,31,398,568,963,135,156,290,0,3,9,2493,3112,5602,29,21,58,11,9,23,4,6,4,6,0,5,18,19,37,15,19,32,35,42,72,3814,3516,7327,15,11,27,7,18,21,3839,3542,7376,643,554,1193,7072,7331,14404
LGA46450,21,50,67,481,547,1032,0,0,0,102,104,202,0,0,0,1649,1859,3512,4,9,15,94,103,202,16,22,40,20,18,37,149,223,377,0,0,0,26,25,55,54,84,133,48,49,97,19,35,58,9,9,18,561,794,1355,153,165,313,0,3,8,3390,4064,7454,23,22,43,47,44,91,0,0,0,0,0,0,8,6,20,25,36,59,36,47,81,4288,3909,8196,27,16,43,7,14,19,4320,3938,8258,682,611,1288,8511,8771,17282
LGA46510,280,341,618,573,654,1226,0,0,0,71,90,161,0,0,0,2353,2583,4931,21,22,37,737,757,1497,13,19,32,6,6,13,169,207,376,10,4,16,33,39,75,42,63,106,34,28,63,3,7,7,9,18,22,270,404,670,168,201,369,17,14,32,4522,5107,9631,585,494,1085,318,245,565,6,8,17,0,9,8,205,152,349,38,32,70,244,183,432,4564,4190,8757,47,40,92,19,26,40,4630,4257,8885,531,511,1043,11125,11150,22272
LGA46670,39,60,93,288,373,663,0,0,0,22,26,47,0,0,0,543,613,1152,0,4,6,242,223,465,27,27,48,14,6,20,300,337,639,0,0,0,50,15,64,27,27,56,26,31,51,15,16,33,5,9,19,211,321,529,81,74,152,0,3,3,1852,2101,3959,32,33,69,121,72,191,0,0,0,0,0,6,174,161,334,0,12,14,182,170,348,2270,2031,4302,3,7,14,3,5,8,2277,2047,4325,429,373,801,4929,4854,9783
LGA46860,5,6,13,112,134,250,0,0,0,0,5,4,0,0,0,74,95,167,0,0,0,4,0,4,0,0,0,0,0,0,7,15,21,0,0,0,0,0,0,0,4,4,15,19,29,0,0,4,0,0,0,51,52,106,13,12,30,0,0,0,282,339,618,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,412,378,784,10,0,7,0,0,0,413,382,791,50,59,108,758,781,1542
LGA46970,20,27,50,101,95,199,0,0,0,22,19,39,0,0,0,312,291,607,0,4,7,10,11,18,0,0,3,3,0,4,31,35,65,0,0,0,5,7,11,12,12,22,5,11,17,5,0,5,0,0,0,65,63,128,42,32,76,3,0,5,613,587,1197,20,9,30,19,11,30,0,0,0,0,0,0,0,0,0,6,8,14,10,8,16,1163,924,2086,4,4,7,7,0,9,1170,931,2100,319,228,554,2170,1813,3976
LGA47140,3206,3751,6952,3584,4554,8136,0,0,0,1419,1553,2969,0,5,7,10952,12255,23208,88,147,232,1522,1468,2989,234,301,537,120,126,242,825,1035,1861,111,110,221,329,348,670,1040,1168,2211,400,464,860,165,236,404,189,205,396,1760,2515,4275,2143,2328,4469,204,204,412,25076,29029,54103,3303,2916,6218,5713,5293,11007,25,18,36,6,8,12,1608,1307,2913,454,525,973,2071,1839,3911,28857,25717,54575,208,129,345,75,129,206,29148,25977,55123,4483,3969,8451,73021,72789,145806
LGA47290,3,9,7,65,63,125,0,0,0,8,3,9,0,0,0,76,76,148,0,0,0,7,0,10,4,0,3,0,0,0,102,106,208,0,0,0,3,0,4,26,29,50,9,4,11,0,0,0,0,0,0,135,145,281,31,36,67,7,3,9,462,465,929,5,0,3,11,8,20,0,0,0,0,0,0,7,0,4,0,0,0,7,3,12,431,359,792,0,3,5,0,0,0,438,365,800,103,102,208,1033,950,1979
LGA47490,5,9,13,125,113,242,0,0,0,6,3,3,0,0,0,200,178,377,0,0,0,0,3,8,0,0,4,0,0,0,23,31,50,0,0,0,0,0,0,3,9,10,10,8,12,0,0,0,0,0,0,67,76,145,13,14,33,0,0,0,457,440,900,0,0,0,6,3,6,0,0,0,0,0,0,4,0,3,4,7,12,6,6,14,539,485,1021,0,0,3,0,5,3,538,487,1025,111,95,206,1121,1045,2165
LGA47630,17,22,35,195,214,405,0,0,0,19,25,45,0,0,0,333,346,679,23,33,55,3,0,3,8,7,13,6,9,10,211,221,438,4,0,4,16,5,20,63,72,132,21,27,48,5,4,3,3,0,5,354,402,762,133,122,256,5,7,11,1390,1492,2887,27,17,42,147,72,220,3,5,11,0,0,0,5,0,8,4,0,6,6,8,13,1591,1370,2963,6,6,16,4,0,8,1604,1383,2986,384,307,692,3591,3303,6891
LGA47700,521,639,1159,3484,4474,7962,0,0,0,932,1127,2056,0,7,7,7824,8790,16616,69,92,164,765,801,1562,205,283,485,105,126,231,949,1253,2204,30,32,57,191,216,407,771,912,1686,348,416,763,121,180,299,111,136,247,2319,3223,5548,1335,1687,3027,228,243,473,19785,24002,43790,1165,1050,2209,940,856,1793,17,13,31,8,4,17,802,669,1478,266,351,621,1083,1030,2109,23683,21463,45140,167,123,293,61,101,161,23906,21686,45593,2351,2143,4492,49759,51419,101174
LGA47800,7,18,21,211,193,406,0,0,0,59,53,119,0,0,0,211,263,473,7,3,13,3,0,9,0,9,11,3,3,9,206,184,389,0,0,0,3,10,14,25,21,47,20,5,31,4,6,11,3,8,12,256,285,544,66,60,125,9,8,15,1088,1121,2219,12,0,15,0,0,3,0,0,0,8,9,7,8,9,11,9,10,20,20,20,44,1346,1129,2477,9,3,11,15,14,30,1367,1148,2520,352,289,643,2856,2604,5463
LGA47910,0,10,6,126,134,261,0,0,0,11,18,28,0,0,0,138,142,282,15,31,47,0,0,4,0,6,6,0,0,0,51,74,122,0,0,0,7,3,5,9,17,26,8,9,19,4,7,9,3,0,3,158,200,357,49,62,110,0,0,0,579,700,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,686,601,1289,6,5,8,0,5,5,684,613,1304,114,109,226,1385,1429,2817
LGA47980,292,381,675,1416,2027,3439,0,0,0,200,250,452,11,9,17,2736,3401,6137,26,43,64,1019,1125,2141,16,35,50,10,11,22,306,425,732,16,12,29,29,50,78,94,132,227,127,136,266,16,18,34,4,18,18,677,972,1649,318,363,680,18,22,39,7036,9044,16076,463,420,882,237,203,436,38,45,78,0,0,0,88,62,145,73,99,168,155,158,312,9104,9100,18211,100,83,182,31,60,92,9238,9251,18487,823,867,1687,18278,20362,38641
LGA48050,34,55,91,803,1036,1843,0,0,0,177,218,399,0,0,0,598,813,1407,51,89,133,28,29,53,35,71,111,8,11,24,159,208,370,0,0,4,30,22,53,144,173,316,75,88,164,34,35,68,9,13,23,598,783,1380,293,342,637,26,32,66,3074,3971,7051,20,10,30,17,9,26,5,3,5,0,0,0,16,7,19,16,30,42,33,38,66,3860,3859,7714,33,17,49,14,36,47,3904,3913,7818,495,552,1049,7583,8556,16139
LGA48130,12,14,25,227,254,481,0,0,0,27,30,62,0,0,0,355,391,749,40,46,91,18,6,26,5,16,22,7,4,6,133,132,267,0,0,0,11,11,19,30,42,73,28,17,47,7,10,9,4,4,12,407,489,892,151,170,319,0,4,4,1450,1620,3075,6,10,18,13,7,14,0,0,0,0,0,0,3,0,3,11,8,19,15,8,20,1688,1455,3143,3,7,7,0,4,4,1695,1469,3160,247,219,468,3430,3347,6780
LGA48260,106,143,249,422,539,967,0,0,0,36,42,72,0,0,0,665,836,1503,6,8,8,148,174,326,5,0,7,5,0,6,51,75,122,0,0,0,15,15,25,21,23,45,14,25,39,6,9,3,3,8,9,138,198,339,62,92,159,0,3,7,1596,2051,3642,143,141,284,84,91,173,0,0,0,0,0,0,38,36,74,13,16,30,53,48,107,1536,1578,3123,14,3,17,9,6,12,1554,1590,3147,217,197,411,3760,4265,8023
LGA48340,32,32,67,432,467,901,0,0,0,26,40,67,0,0,0,814,947,1765,3,4,7,8,3,17,30,43,73,3,4,11,124,130,255,0,0,0,5,6,15,17,24,43,213,227,445,8,18,30,19,27,51,250,333,582,74,94,167,5,4,10,2037,2381,4422,16,7,27,20,11,25,0,0,0,0,0,0,13,8,17,11,21,35,20,31,52,3297,2878,6179,8,8,14,8,0,10,3315,2888,6204,564,523,1084,6012,5877,11888
LGA48410,546,724,1266,1348,1710,3058,0,0,0,258,324,581,4,4,6,5534,6518,12054,58,84,141,2426,2703,5127,68,91,160,16,11,27,373,528,902,143,122,266,74,106,182,173,225,402,133,174,310,11,18,34,21,37,65,850,1261,2113,603,734,1332,33,44,74,12125,14713,26834,1760,1568,3326,910,767,1682,37,26,63,0,0,0,841,734,1575,160,150,313,1000,886,1887,12162,11248,23401,118,92,206,47,64,113,12320,11394,23718,1584,1336,2920,30284,31416,61699
LGA48540,44,74,117,669,765,1439,0,0,0,110,145,254,0,3,3,1488,1698,3184,15,24,36,104,107,208,29,58,85,24,21,42,141,172,310,4,6,9,50,46,92,116,144,263,122,151,267,23,37,66,10,16,22,363,476,844,212,231,446,0,0,4,3479,4098,7574,89,67,149,58,45,105,6,4,12,0,0,0,32,30,66,30,45,70,62,71,132,5952,5308,11261,30,19,48,12,26,31,5997,5349,11344,943,864,1809,10671,10574,21244
LGA48640,0,0,5,37,37,76,0,0,0,3,6,6,0,0,0,70,76,149,0,0,5,0,0,6,0,0,0,0,0,0,40,46,82,0,0,0,4,4,8,11,7,18,3,0,5,0,0,0,0,0,0,65,85,153,14,19,32,0,0,0,251,280,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,231,461,0,0,0,0,0,0,228,231,464,66,70,135,551,581,1136
LGA48750,25,36,63,286,343,625,0,0,0,31,26,51,0,0,0,236,276,515,0,0,3,17,14,24,6,10,12,0,0,0,50,54,108,0,0,0,14,9,21,37,47,82,28,22,55,0,0,0,4,4,10,187,237,427,61,79,141,0,3,4,960,1111,2072,3,5,7,0,0,0,0,3,7,0,0,0,0,0,3,19,11,29,20,13,32,1646,1507,3160,11,8,23,11,17,30,1673,1531,3205,217,233,454,2901,2933,5834
LGA48830,10,28,42,598,636,1231,0,0,0,67,65,134,0,0,0,541,570,1111,4,3,8,16,3,25,12,20,32,7,5,9,285,260,544,0,0,0,18,20,35,111,157,273,48,28,69,10,12,23,0,8,6,784,879,1659,137,133,273,0,0,3,2632,2808,5437,9,6,15,5,4,5,0,0,0,4,0,7,3,0,0,11,16,24,13,16,32,2661,2200,4861,13,6,23,11,12,18,2686,2220,4902,612,538,1152,5965,5629,11598
LGA49399,4,8,10,129,124,257,0,0,0,8,10,22,0,0,6,150,105,258,0,3,5,0,0,3,0,0,0,3,3,11,129,126,257,0,0,0,10,3,17,3,6,13,18,17,32,0,0,0,0,0,0,77,73,146,25,36,58,0,0,0,569,512,1081,11,3,13,3,6,5,0,0,0,23,23,45,4,0,3,6,9,10,23,31,58,763,517,1278,7,7,12,0,0,7,778,522,1304,344,192,534,1734,1275,3006
LGA49499,19,19,38,96,79,169,0,0,0,12,10,21,0,0,0,135,142,274,0,0,0,12,6,19,4,3,8,5,0,5,14,22,35,0,0,0,6,5,5,14,16,26,6,14,15,0,5,6,3,11,18,52,53,106,33,39,74,0,3,8,407,395,796,6,10,18,19,16,33,0,0,0,0,0,0,0,3,10,15,19,31,18,21,34,836,682,1521,7,5,19,9,12,24,857,700,1560,550,342,893,1873,1506,3377
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,0,12
LGA50080,109,196,300,1991,2599,4594,0,0,0,591,603,1195,51,53,100,1864,2185,4048,87,101,190,38,35,73,74,117,194,30,32,62,43,76,121,0,0,4,100,128,229,129,158,284,440,505,943,31,48,79,75,80,158,427,599,1032,841,1001,1844,12,17,26,6831,8340,15174,67,50,121,53,50,95,12,8,19,6,0,6,18,15,28,61,119,187,84,136,218,9938,9486,19430,63,39,102,33,63,94,10032,9590,19624,1845,1364,3207,19033,19732,38763
LGA50210,913,1219,2132,3677,4494,8173,0,0,0,1082,1154,2240,110,113,221,6708,7436,14153,87,103,187,111,131,243,175,224,399,102,117,224,85,86,170,117,95,215,293,320,611,833,980,1813,1065,1190,2262,38,53,98,255,284,544,394,521,914,2186,2494,4687,78,93,169,17415,19898,37306,2185,2146,4334,1355,1359,2713,16,16,37,5,0,10,1130,1011,2141,170,266,443,1304,1280,2587,19690,18520,38214,156,100,251,63,82,144,19906,18705,38611,3506,2954,6461,46604,47583,94184
LGA50250,39,57,99,258,209,463,0,0,0,53,30,87,0,0,0,634,460,1094,0,4,5,13,8,21,9,9,17,10,13,25,10,9,16,0,0,0,3,9,11,13,14,24,37,24,60,0,0,3,11,9,22,50,25,79,86,70,156,0,4,6,1194,896,2088,16,15,31,33,26,56,0,4,3,47,51,89,3,0,3,3,12,15,50,58,106,1957,1476,3430,7,4,14,4,4,4,1965,1478,3447,989,565,1557,4297,3096,7391
LGA50280,100,118,221,715,846,1562,0,0,0,72,81,150,0,0,0,810,931,1741,8,6,17,22,21,41,45,51,97,3,4,5,13,22,41,0,0,0,15,20,34,11,21,37,60,65,125,0,0,4,4,0,4,105,164,265,160,184,333,0,3,10,2042,2427,4469,13,21,37,21,20,38,9,7,9,0,6,4,10,8,14,20,32,51,30,41,70,5140,4891,10034,26,24,55,17,25,41,5183,4946,10127,984,833,1818,8388,8400,16791
LGA50350,107,196,303,640,859,1499,0,0,0,67,81,148,0,0,0,1522,1831,3352,30,37,69,92,82,172,27,28,53,7,12,21,14,30,56,5,6,14,45,44,84,53,45,95,59,78,135,16,19,35,3,10,13,79,120,201,230,275,503,13,13,26,2900,3580,6483,95,98,199,92,76,170,11,9,14,0,0,0,10,19,27,28,54,82,44,72,111,3854,3557,7412,43,34,80,7,11,22,3908,3608,7513,649,503,1147,7797,8135,15932
LGA50420,1151,1542,2700,2222,2673,4891,0,0,0,295,388,677,0,0,4,8317,9156,17472,78,111,191,761,787,1546,87,101,183,45,51,95,60,77,135,49,54,98,162,213,375,200,255,458,277,311,588,31,42,76,42,59,106,324,490,818,899,981,1884,29,41,74,13882,15780,29660,924,792,1718,1161,1038,2196,244,269,513,0,0,3,241,211,448,157,179,335,400,392,789,14160,13025,27180,136,111,244,58,81,134,14349,13213,27562,2276,1870,4141,34387,34900,69283
LGA50490,733,938,1674,1355,1612,2963,0,0,0,209,228,431,0,0,0,4116,4549,8663,36,34,69,142,140,283,73,77,152,53,64,112,28,40,67,23,22,49,116,155,272,182,243,426,199,212,411,20,41,63,54,69,126,227,276,505,615,762,1376,19,22,42,7460,8547,16005,714,560,1277,1790,1564,3358,11,10,24,0,0,0,227,139,367,71,103,178,299,238,542,8288,7198,15486,80,61,143,27,26,58,8398,7295,15689,2011,1689,3704,21413,20846,42257
