LGA_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
LGA33980,194,140,329,1008,928,1932,69,72,138,16,6,26,1092,1009,2101,557,503,1058,20,19,45,15,10,20,589,540,1127,26,11,39,13,19,26,41,31,75,65,117,187,0,0,0,148,183,325,12,36,46,15,38,50,21,39,56,66,119,186,0,0,0,113,229,337,257,417,667,13,21,30,65,77,143,0,0,0,74,99,177,3146,1416,4559,5348,3613,8969
LGA34420,11,6,15,63,50,106,0,0,0,0,0,0,63,50,108,26,27,50,3,8,9,0,3,3,32,36,67,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,73,94,165,177,187,361
LGA34530,281,233,515,1114,946,2058,468,437,903,94,107,206,1680,1494,3176,548,569,1115,807,566,1370,174,182,356,1526,1315,2844,29,27,59,19,34,49,90,61,150,92,197,288,0,0,0,232,322,549,78,189,265,40,120,159,34,74,106,104,284,391,0,3,3,258,666,929,494,985,1483,36,53,81,74,117,188,0,4,4,111,167,279,2559,1253,3817,6658,5451,12109
LGA34570,7,3,15,46,30,74,0,0,0,0,0,0,46,30,74,14,18,35,0,0,4,0,0,0,17,19,38,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,6,7,4,14,0,0,0,0,0,0,0,0,0,0,0,0,45,44,85,119,102,220
LGA34580,309,247,557,1301,1118,2420,331,249,582,230,219,440,1859,1602,3457,1066,960,2021,147,163,313,300,335,632,1516,1459,2977,42,41,88,32,62,96,81,81,164,116,222,339,4,7,3,275,417,693,176,491,671,106,198,304,32,59,92,91,239,330,0,0,0,408,982,1394,690,1402,2092,53,45,104,86,137,223,0,0,6,139,187,325,1405,1536,2943,5924,6427,12348
LGA34590,3288,3068,6350,11868,11179,23048,2406,2436,4841,2395,2403,4800,16706,16061,32773,9006,8568,17570,2006,1977,3978,2171,2303,4481,13215,12874,26086,559,678,1240,590,1207,1793,864,795,1660,1225,2211,3432,11,11,24,3248,4902,8153,1814,2689,4501,755,1365,2119,355,594,942,873,1841,2710,10,11,26,3805,6497,10301,7070,11420,18495,693,701,1395,799,1345,2141,25,12,38,1515,2055,3575,11669,11346,23014,53465,56824,110297
LGA34710,22,25,46,124,110,237,36,39,72,0,5,7,164,149,316,83,73,156,4,0,4,7,11,21,93,85,181,3,0,3,6,5,9,4,6,11,13,21,37,0,0,0,24,38,63,0,10,11,3,13,17,3,7,12,12,25,44,0,0,0,26,54,79,53,88,139,0,0,0,3,10,11,0,0,0,3,17,16,240,229,467,577,587,1162
LGA34770,935,872,1803,3688,3433,7120,1327,1324,2653,372,417,792,5385,5182,10567,2790,2516,5308,1177,1278,2456,400,433,835,4378,4229,8608,143,87,231,85,143,223,312,262,570,317,727,1044,12,5,15,863,1226,2087,236,542,780,139,358,500,141,258,398,345,886,1234,7,8,7,865,2047,2916,1731,3281,5014,121,109,238,316,432,747,4,4,5,440,547,991,6253,4771,11020,19115,18888,38002
LGA34800,13,8,21,29,22,56,0,0,0,0,0,0,27,30,54,0,7,5,6,0,6,3,4,8,13,9,20,0,0,0,5,0,5,0,5,0,3,3,6,0,0,0,12,0,9,0,0,0,0,0,0,0,3,3,0,5,14,0,0,0,0,15,15,8,17,30,0,0,0,0,0,0,0,0,0,3,0,3,105,57,163,173,118,295
LGA34830,0,4,8,25,37,66,0,0,0,0,0,0,25,37,66,10,3,14,0,0,0,0,0,0,10,3,14,0,0,0,0,5,5,0,0,0,0,4,3,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,0,0,0,0,3,0,0,0,3,0,7,34,29,60,77,77,157
LGA34860,124,77,196,356,381,734,202,216,418,9,6,11,568,597,1168,236,220,450,150,142,296,21,9,32,402,374,778,17,9,26,8,8,16,33,19,49,33,63,97,0,0,0,87,100,188,17,40,55,14,18,28,6,30,41,27,77,110,0,0,0,65,172,229,153,269,423,8,17,30,25,48,70,0,0,0,30,71,96,712,692,1402,1985,2083,4068
LGA34880,109,99,207,532,476,1009,208,222,432,69,59,134,814,768,1577,485,426,910,183,180,364,45,41,87,715,654,1366,21,16,34,16,28,48,33,25,59,42,125,167,0,0,0,120,191,306,21,41,63,17,49,66,8,21,34,36,131,163,0,3,4,91,248,337,207,432,644,22,18,39,32,47,81,0,0,0,54,63,119,2423,1168,3596,4326,3182,7509
LGA35010,4481,4033,8506,15513,14708,30224,3122,3022,6138,3125,2900,6030,21793,20674,42466,11352,10808,22164,3110,2925,6037,3268,3290,6561,17773,17055,34828,593,690,1286,482,1040,1522,1242,1033,2277,1643,3196,4837,18,13,35,3979,5977,9953,2671,3971,6637,978,1980,2958,559,858,1413,1487,3343,4826,13,19,33,5706,10166,15874,9689,16154,25850,647,651,1300,1155,1815,2971,20,30,50,1820,2496,4314,12450,10807,23253,67999,71220,139224
LGA35250,4,8,12,67,61,128,0,0,0,0,3,3,67,64,134,9,24,29,3,5,4,0,0,0,9,21,36,6,0,4,0,0,0,0,0,0,0,0,3,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,5,4,9,12,9,22,0,0,0,0,0,0,0,0,0,0,0,0,61,61,119,155,169,322
LGA35300,181,152,334,714,635,1344,194,217,412,22,12,30,933,861,1797,428,415,840,199,187,387,11,12,24,636,613,1250,9,16,28,34,18,51,50,51,99,69,116,180,0,0,0,163,201,369,10,47,49,21,45,67,7,29,36,66,191,260,0,0,0,105,314,416,269,509,780,34,37,70,49,59,111,3,0,4,90,97,182,1038,817,1862,3140,3059,6198
LGA35600,20,24,42,95,88,182,47,56,103,3,0,8,149,151,297,87,81,177,0,8,7,3,4,9,93,93,193,5,3,9,6,4,14,4,12,12,11,15,26,0,0,0,20,36,57,0,17,17,5,6,11,3,4,9,0,25,33,0,0,0,12,57,64,33,90,123,3,0,0,5,3,10,4,0,4,9,8,13,245,244,487,548,613,1155
LGA35670,10,8,21,47,46,93,0,0,0,0,0,0,49,46,95,35,20,59,0,0,0,0,0,0,35,23,55,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,91,99,191,182,181,366
LGA35740,350,324,678,1291,1177,2469,274,263,533,409,433,836,1977,1877,3852,1016,963,1983,283,298,585,589,588,1178,1888,1859,3753,44,48,94,56,60,123,128,83,208,160,278,437,0,3,5,389,470,862,147,271,419,66,225,292,42,63,108,142,305,449,0,4,7,399,868,1271,794,1346,2139,43,41,87,109,190,301,4,0,9,151,240,390,1689,1671,3358,6856,7316,14169
LGA35760,39,39,78,306,246,552,58,60,112,6,5,15,367,312,680,260,253,509,9,7,14,24,26,52,287,285,570,6,4,15,6,8,14,3,18,20,12,37,52,0,0,0,31,69,96,9,36,40,5,15,20,4,19,21,8,37,39,0,0,0,30,102,126,59,164,226,10,6,17,11,25,36,0,0,0,18,34,49,579,537,1125,1352,1377,2729
LGA35780,24,29,57,212,215,420,0,0,0,0,6,3,212,225,432,109,109,218,10,10,14,5,7,11,118,122,245,0,0,0,0,0,0,5,10,16,0,13,13,0,0,0,4,24,26,0,0,0,0,7,8,0,0,0,5,12,14,0,0,0,5,18,20,7,38,45,0,0,3,0,7,7,0,0,0,0,8,12,180,176,353,544,600,1144
LGA35790,16,8,27,98,119,216,47,64,109,5,4,11,154,178,333,41,31,67,16,9,23,4,4,3,56,47,101,3,0,3,0,3,6,0,0,0,4,0,4,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,11,9,7,12,22,0,0,0,0,3,0,0,0,0,4,3,3,73,81,150,304,331,633
LGA35800,10,10,25,46,50,95,28,30,63,0,0,0,74,79,151,31,28,62,0,6,8,0,8,8,32,37,72,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,14,17,0,0,0,0,3,3,0,5,5,9,4,13,0,0,0,8,14,21,10,24,38,5,0,0,3,0,6,0,0,0,5,6,9,57,56,118,192,212,408
LGA36070,4,7,9,30,20,46,0,0,0,0,0,0,30,20,46,3,14,20,7,4,10,0,0,0,8,20,24,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,8,11,0,0,0,0,0,0,0,0,0,0,3,3,55,30,85,97,87,189
LGA36150,5,4,13,26,12,34,11,8,22,0,0,0,41,17,60,8,8,16,0,0,3,0,4,4,10,8,15,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,3,6,13,0,0,0,0,3,3,0,0,3,0,3,3,0,0,0,0,7,11,3,15,19,0,0,0,0,0,0,0,0,0,0,0,0,27,28,54,81,77,159
LGA36250,1443,1266,2706,4409,4112,8525,1159,1076,2231,1075,1039,2107,6649,6230,12880,3292,2994,6287,1035,1018,2054,1595,1651,3249,5933,5681,11611,257,259,514,125,262,394,514,331,844,533,926,1460,10,3,13,1434,1786,3217,1040,1478,2512,248,519,770,184,285,465,465,1028,1496,4,5,9,1939,3310,5253,3379,5099,8477,183,199,387,322,544,864,5,9,12,509,748,1261,3047,3114,6158,20957,22138,43090
LGA36300,4,8,16,34,40,70,0,0,0,3,0,5,39,38,74,4,4,4,0,0,0,0,0,0,4,0,5,0,0,4,0,0,0,0,6,4,3,3,4,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,10,10,16,6,0,6,0,0,0,0,0,0,6,0,4,73,53,124,127,116,244
LGA36370,600,623,1221,2181,2109,4292,972,961,1933,412,479,893,3577,3562,7136,1389,1289,2682,1093,1037,2129,574,653,1227,3065,2982,6051,105,74,176,67,85,151,168,149,319,204,459,664,0,0,5,540,775,1313,279,507,782,189,338,517,111,226,336,303,661,967,0,6,6,876,1733,2610,1421,2505,3931,100,114,212,228,268,498,3,0,4,330,378,708,3558,2781,6346,12557,12836,25389
LGA36510,279,248,527,1329,1234,2559,218,213,430,182,145,326,1730,1586,3319,1105,1061,2164,167,162,326,229,279,510,1503,1504,3006,38,42,77,25,55,80,119,46,160,87,208,303,0,4,0,263,355,625,130,254,384,54,95,146,25,69,97,98,241,340,5,0,7,306,664,970,575,1016,1593,46,51,92,70,113,186,0,0,0,119,167,281,1752,1506,3253,5954,6035,11984
LGA36580,161,148,310,986,922,1908,29,31,64,72,82,155,1088,1039,2125,616,607,1220,70,54,121,183,201,383,867,862,1725,31,20,49,21,36,51,44,44,93,56,133,186,0,0,0,145,233,378,38,116,154,18,68,92,12,37,47,32,123,155,0,0,0,103,343,450,246,577,823,17,31,51,33,72,106,0,0,4,49,102,153,969,838,1801,3377,3564,6947
LGA36630,188,187,373,902,829,1729,146,126,271,175,167,345,1226,1126,2353,903,825,1724,77,88,162,74,73,142,1053,980,2033,23,23,43,21,23,39,62,54,119,74,177,246,3,3,9,179,282,458,17,76,95,18,43,58,7,33,35,55,172,225,3,4,3,97,323,423,276,603,876,28,28,57,48,81,130,3,3,7,77,116,193,1608,1498,3110,4427,4501,8935
LGA36660,211,184,391,1009,961,1971,264,270,533,115,137,256,1391,1374,2762,708,674,1390,239,321,563,221,214,442,1172,1220,2385,29,19,53,22,44,71,64,76,145,85,214,294,11,4,12,209,365,575,49,102,146,26,81,107,17,36,51,67,179,246,0,0,3,154,400,559,370,761,1133,26,41,65,66,109,179,4,0,6,100,151,253,1484,1412,2893,4726,5095,9823
LGA36720,2906,2577,5490,9815,9193,19008,1591,1629,3219,2322,2356,4675,13752,13199,26952,7132,6879,14016,1574,1658,3224,2878,2776,5651,11590,11330,22919,478,442,923,387,658,1044,810,584,1396,1037,2106,3144,15,15,27,2719,3806,6527,1866,3340,5207,1035,2064,3098,418,645,1064,1213,2543,3752,6,11,20,4537,8598,13138,7267,12418,19685,397,425,824,790,1240,2023,15,15,35,1200,1679,2886,9279,8943,18221,45995,50155,96147
LGA36820,138,121,256,788,783,1572,145,130,274,50,53,103,979,970,1949,705,666,1372,132,151,290,57,54,112,897,880,1774,24,17,45,19,29,45,45,35,75,47,113,159,0,0,0,133,196,330,17,56,77,22,59,76,4,27,30,49,152,202,0,0,0,92,293,388,227,488,714,20,18,40,50,87,133,3,0,3,67,106,179,1408,1333,2738,3714,3899,7609
LGA36910,1322,1291,2620,4922,4638,9564,1614,1590,3203,1042,1077,2115,7592,7313,14904,3598,3511,7111,1538,1484,3019,1607,1599,3208,6746,6608,13356,349,336,680,285,350,637,489,457,956,678,1232,1908,11,13,23,1818,2389,4207,725,1216,1943,531,789,1321,269,435,701,785,1511,2298,6,10,11,2322,3955,6281,4143,6364,10513,286,249,536,449,697,1144,3,15,20,739,954,1699,4933,4728,9661,25482,27255,52744
LGA36950,26,24,54,176,156,329,48,42,90,3,9,3,221,203,429,134,132,267,4,3,10,6,5,11,143,142,288,0,0,4,0,9,7,5,0,5,3,18,18,0,0,0,10,24,30,0,5,5,9,13,21,0,5,5,15,29,44,0,0,0,22,56,77,34,74,106,0,3,5,0,7,7,0,0,0,0,10,13,158,125,283,593,582,1171
LGA36960,46,36,80,322,323,638,20,13,37,0,4,11,342,338,683,86,76,170,24,19,41,7,4,9,119,101,217,0,10,12,9,19,29,8,13,11,5,15,24,0,0,0,23,58,79,0,0,0,0,4,7,0,0,0,0,4,4,0,0,0,4,13,13,28,63,94,3,0,7,0,5,7,0,0,0,5,9,8,166,140,302,699,681,1385
LGA37010,1621,1408,3022,4772,4482,9256,2687,2539,5223,897,859,1755,8368,7897,16274,3341,3229,6567,2041,2441,4481,1162,1125,2287,6549,6803,13357,352,233,581,231,427,660,423,346,771,600,1135,1731,0,5,5,1606,2138,3744,1459,2717,4176,671,1126,1804,289,451,737,910,1700,2607,6,11,15,3336,6001,9343,4944,8156,13094,312,277,586,451,682,1134,3,10,15,771,966,1734,9046,6397,15450,31297,31634,62932
LGA37300,50,46,100,146,136,278,61,48,107,0,6,9,209,189,403,145,133,281,0,3,5,6,3,7,155,144,291,7,7,13,5,10,18,17,6,23,26,31,52,0,0,0,55,56,108,0,14,14,5,16,20,3,0,3,14,42,61,0,0,0,22,76,98,75,134,206,3,0,5,8,13,21,0,0,0,17,13,29,292,214,502,797,740,1537
LGA37310,228,230,455,1078,1058,2138,299,283,586,227,183,409,1612,1529,3141,831,804,1636,146,155,300,192,162,356,1169,1126,2297,40,29,64,15,31,54,87,62,156,92,192,285,0,0,0,242,314,555,33,102,133,21,51,73,21,56,79,64,167,227,0,0,0,142,373,513,383,686,1070,18,31,50,65,121,193,0,0,5,88,159,248,1843,1512,3349,5327,5239,10566
LGA37340,233,204,442,1135,1023,2152,234,232,465,91,95,185,1458,1352,2805,878,802,1678,129,161,289,74,73,147,1083,1035,2116,29,17,45,39,41,80,79,55,141,104,251,356,0,0,0,261,369,627,31,88,120,34,67,104,22,56,76,73,174,249,0,0,0,157,386,539,414,759,1170,43,37,77,68,139,204,0,0,0,105,173,282,2453,1832,4282,5749,5356,11106
LGA37400,5,14,15,32,28,55,9,13,23,0,0,0,37,39,85,19,10,32,5,0,5,0,3,3,26,14,37,0,0,0,0,0,0,3,6,4,0,9,10,0,0,0,5,8,17,0,5,5,0,0,0,0,0,3,0,7,7,0,0,0,0,13,9,4,18,24,0,0,0,0,0,0,0,0,0,0,0,0,87,89,178,165,178,336
LGA37550,12,9,25,73,88,161,0,0,0,0,0,0,73,88,161,31,25,59,0,4,4,0,4,7,40,30,64,0,0,0,0,5,5,0,3,3,0,4,3,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,3,4,16,17,0,0,0,0,0,0,0,0,0,0,0,0,49,34,73,173,172,344
LGA37570,5,4,8,15,22,31,0,0,0,0,0,0,15,22,31,4,5,5,0,0,4,0,0,0,9,4,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,11,34,47,40,81
LGA37600,22,24,51,172,152,321,10,4,14,6,3,10,181,162,345,97,107,206,0,9,7,8,3,16,109,112,227,0,0,4,3,0,3,0,0,0,0,0,3,0,0,0,6,5,11,0,0,0,6,4,6,0,0,0,4,3,10,0,0,0,6,7,11,11,12,25,4,5,4,3,0,5,0,0,0,3,8,10,47,61,111,379,387,763
LGA39499,39,35,76,196,200,400,12,6,26,43,53,97,257,265,518,94,100,197,14,16,32,31,32,60,142,144,293,13,14,28,24,38,65,9,20,26,37,74,113,0,9,9,77,154,238,28,47,79,29,34,63,5,19,28,31,50,74,0,0,0,92,148,239,177,303,483,34,28,66,19,29,55,0,0,0,54,66,114,2143,1446,3582,2806,2251,5060
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,24,137,115,25,136
LGA40070,74,83,151,254,211,460,30,43,78,74,60,140,360,316,679,113,128,239,27,43,65,88,75,161,224,251,469,93,69,155,120,147,268,30,16,48,113,166,277,0,0,0,352,398,749,1708,1972,3685,703,688,1394,60,87,149,233,266,495,0,0,3,2706,3013,5722,3064,3413,6480,102,87,190,66,95,157,3,0,4,168,186,350,1161,843,2000,5053,5082,10131
LGA40120,326,319,640,1322,1309,2634,192,190,379,365,352,713,1877,1856,3734,694,679,1369,244,220,464,542,601,1143,1481,1500,2983,35,24,58,21,44,59,104,59,164,145,176,315,5,3,10,306,298,604,415,550,968,112,187,296,58,88,150,149,368,520,0,0,0,736,1195,1928,1045,1493,2534,33,31,69,63,99,160,4,4,8,102,135,236,910,827,1733,5742,6116,11858
LGA40150,80,57,145,288,241,531,74,92,168,107,89,196,470,430,901,184,143,331,64,67,136,75,71,145,324,286,609,11,6,19,10,10,23,35,25,60,33,67,99,0,0,0,92,109,195,31,62,92,7,23,27,8,5,13,18,41,60,0,0,0,61,131,194,152,238,392,3,10,12,13,26,43,0,0,0,16,39,60,363,275,637,1413,1329,2744
LGA40220,172,160,335,740,675,1419,40,40,82,231,245,479,1015,969,1975,493,547,1038,30,46,72,223,227,456,754,813,1568,25,28,53,24,43,61,72,48,117,84,137,228,0,0,0,203,256,462,71,133,208,27,66,95,14,33,48,46,161,208,0,0,0,154,395,546,358,651,1007,20,28,44,31,74,105,0,0,0,56,95,148,765,751,1515,3116,3435,6556
LGA40250,30,47,79,119,142,257,0,0,0,0,0,0,119,142,257,56,72,131,0,0,0,0,0,3,59,74,134,0,5,5,0,0,0,0,0,0,0,0,6,0,0,0,0,10,13,0,0,0,0,0,5,0,7,7,4,5,10,0,0,0,7,10,18,4,23,30,0,0,0,5,3,4,0,0,0,7,3,4,77,88,167,296,374,671
LGA40310,204,192,393,758,667,1430,40,29,68,413,405,816,1207,1097,2306,523,476,1000,86,71,152,222,245,464,834,788,1620,22,17,42,8,39,49,75,67,142,86,154,232,0,4,8,186,278,469,98,160,257,32,66,98,9,32,45,49,144,187,0,0,0,190,402,591,376,685,1059,12,20,35,32,67,99,4,0,3,46,88,137,512,533,1048,3184,3373,6556
LGA40430,14,12,18,91,76,169,5,3,9,6,3,7,95,84,179,47,39,86,7,4,11,4,0,8,57,54,105,0,3,3,0,3,3,3,0,3,4,14,19,0,0,0,10,16,29,6,3,10,0,4,7,0,0,0,5,9,15,0,0,0,5,16,25,15,39,51,0,6,3,5,0,5,0,0,0,9,6,9,97,100,196,278,281,560
LGA40520,54,68,119,325,326,654,101,94,199,25,19,40,453,438,894,285,260,543,0,0,4,21,10,29,304,276,575,3,7,11,6,10,21,32,21,56,33,55,89,0,0,0,81,95,173,9,30,40,3,19,21,5,12,16,16,36,53,0,0,0,46,98,141,118,195,312,11,8,20,5,21,27,0,6,5,18,36,54,320,285,605,1277,1290,2566
LGA40700,413,403,815,1524,1449,2974,218,206,428,401,459,850,2143,2114,4259,744,674,1425,261,294,557,808,821,1628,1819,1791,3612,40,31,76,76,140,218,62,39,105,146,270,411,4,0,4,329,480,808,901,973,1865,282,322,605,104,93,198,255,354,615,0,3,4,1542,1743,3290,1871,2226,4098,46,50,95,95,163,254,0,0,0,136,213,348,499,504,1003,6892,7245,14142
LGA40910,477,379,859,1622,1430,3054,626,567,1192,171,151,319,2418,2150,4570,834,711,1544,532,586,1124,205,204,410,1576,1497,3074,101,60,162,127,185,311,111,78,197,223,365,590,6,0,8,567,697,1265,876,978,1855,371,416,787,109,118,228,276,435,707,3,5,6,1638,1948,3587,2204,2650,4855,107,86,188,135,182,317,0,0,0,236,265,507,865,870,1734,7782,7815,15593
LGA41010,30,45,76,127,116,246,9,3,13,32,37,62,163,160,320,90,67,156,0,0,0,7,12,15,94,81,168,0,0,0,3,5,7,10,3,11,9,16,19,0,0,0,15,24,37,3,12,18,3,4,11,4,3,10,9,18,28,0,0,0,21,39,62,37,59,97,0,0,0,3,6,10,0,0,0,9,6,12,159,141,298,482,488,972
LGA41060,927,885,1809,2717,2407,5121,1477,1420,2900,378,393,775,4583,4230,8806,1509,1340,2852,1243,1328,2573,422,393,816,3181,3069,6248,218,173,390,248,373,620,282,189,473,483,700,1183,4,3,9,1234,1433,2672,1410,1800,3212,642,802,1444,223,269,494,605,933,1537,12,10,21,2889,3819,6710,4133,5265,9398,149,169,313,277,421,699,9,7,12,434,600,1024,2226,2174,4401,15466,16217,31686
LGA41140,63,62,123,229,211,441,119,122,239,45,33,74,387,363,750,230,234,459,5,8,14,31,40,77,273,284,552,7,9,16,8,16,27,20,20,46,17,55,75,0,0,0,54,102,159,13,30,40,0,10,15,0,8,8,14,49,58,0,0,0,30,97,131,88,197,286,3,4,7,6,17,31,0,0,0,14,25,37,277,289,562,1098,1216,2312
LGA41190,13,11,29,84,89,168,0,0,0,3,0,5,88,87,174,53,33,86,0,0,0,4,0,5,56,37,93,0,0,0,3,0,3,0,3,5,6,9,12,0,0,0,10,8,18,0,8,4,0,8,8,0,0,0,0,0,0,0,0,0,3,7,13,12,17,30,0,0,0,0,7,7,0,0,0,0,7,7,70,55,126,236,220,456
LGA41330,12,3,14,32,29,55,0,0,0,0,4,6,30,29,64,28,26,54,0,0,0,4,0,3,29,28,58,0,0,0,0,3,5,0,0,0,11,10,23,0,0,0,15,17,32,0,0,6,5,3,6,0,0,0,4,8,12,0,0,0,8,13,20,20,32,55,0,0,0,0,4,4,0,0,0,0,7,10,185,131,313,284,227,511
LGA41560,78,77,159,382,318,698,88,84,170,72,74,145,544,476,1016,314,263,577,11,11,18,40,62,103,361,338,695,7,8,17,6,12,18,34,23,58,37,70,105,3,3,6,80,115,199,16,33,41,3,35,39,4,12,16,14,41,56,0,0,0,36,120,153,119,240,353,11,8,16,18,36,55,0,0,0,28,48,68,591,518,1110,1719,1693,3413
LGA41750,9,12,21,52,44,95,0,0,0,0,4,0,50,41,98,29,21,41,0,0,0,6,3,10,31,19,54,0,0,0,0,0,0,0,3,4,0,5,8,0,0,0,7,10,13,0,3,3,0,4,4,0,0,0,0,0,3,0,0,0,5,9,7,8,18,20,0,3,4,0,3,3,0,0,0,0,3,3,51,41,92,154,135,289
LGA41830,17,11,29,46,44,86,5,4,5,4,0,5,47,48,99,29,15,46,4,4,8,0,0,4,31,30,66,5,0,5,0,0,0,6,5,6,0,7,10,0,0,0,10,12,17,0,3,9,0,0,0,0,0,0,0,16,18,0,0,0,4,21,25,12,35,45,0,0,0,7,3,5,0,0,0,4,0,8,88,74,162,195,202,396
LGA41960,10,8,12,61,45,110,0,0,0,5,0,5,65,41,108,26,24,49,0,0,0,0,0,0,26,24,49,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,10,7,0,5,5,0,0,0,0,0,0,0,5,7,0,0,0,0,8,10,0,17,19,4,0,0,0,0,0,0,0,0,4,0,0,79,59,141,187,151,337
LGA42030,192,203,396,668,572,1237,146,174,320,272,292,569,1090,1033,2125,291,271,559,241,222,461,242,241,484,774,730,1501,39,35,79,22,43,66,62,45,109,94,170,262,0,0,0,221,295,517,136,233,374,45,102,150,27,38,60,78,151,226,3,0,5,291,522,811,515,815,1331,21,29,50,48,74,127,0,0,0,69,104,176,501,569,1074,3136,3470,6598
LGA42110,29,15,45,110,100,214,10,13,19,23,30,49,143,143,286,74,115,186,0,0,3,15,20,33,91,131,227,3,0,5,0,9,6,9,11,16,14,18,28,0,0,0,27,34,58,4,15,17,3,10,15,0,3,0,0,12,11,0,0,0,15,36,47,35,68,108,0,4,6,7,8,7,0,0,0,3,10,12,171,164,339,476,531,1009
