LGA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
LGA51470,96,0,0,0,0,99,38,0,0,0,0,38,5,0,0,0,0,7,5,3,0,0,0,6,0,0,5,0,0,3,19,0,0,0,0,19,19,0,0,0,0,19,0,0,0,0,0,0,50,3,5,0,0,56,16,0,0,0,0,20,0,0,0,4,0,6,206,4,5,4,0,219
LGA51540,417,30,0,88,12,544,359,6,0,7,6,373,76,31,6,3,0,120,127,56,9,0,0,190,36,15,25,0,0,74,121,41,0,6,3,178,110,26,7,28,11,178,3,0,4,5,0,12,474,166,49,41,12,739,51,7,0,8,4,65,26,8,5,3,0,40,1320,215,48,147,30,1771
LGA51610,181,0,0,16,3,199,207,0,0,6,0,214,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,29,8,0,0,0,0,5,0,0,0,0,0,0,49,0,0,3,0,57,28,0,0,0,0,27,6,0,0,0,0,6,480,0,0,26,3,506
LGA51680,607,3,0,0,0,612,1086,0,0,0,0,1084,56,0,0,0,0,56,0,0,3,0,0,3,0,0,5,0,0,5,78,0,0,0,0,84,7,0,3,0,0,11,0,0,0,0,0,0,142,0,9,0,0,158,44,0,0,0,0,50,23,0,0,0,4,26,1902,3,15,0,3,1926
LGA51710,62,22,23,0,0,107,40,12,6,0,0,63,0,0,0,0,0,0,7,31,49,0,0,86,0,0,3,0,0,5,24,20,13,0,0,58,30,8,15,0,0,52,0,0,0,0,0,0,61,58,86,0,0,204,22,5,8,0,3,41,4,0,6,0,0,9,193,96,127,3,6,422
LGA51750,1066,418,322,0,3,1809,690,257,178,0,0,1121,175,182,569,0,0,917,9,11,0,0,0,17,0,4,3,0,0,8,82,79,134,0,0,301,12,3,8,0,0,24,0,0,0,0,0,3,276,281,716,0,0,1276,21,24,96,0,0,142,14,16,13,0,0,49,2070,999,1324,0,3,4399
LGA51820,9800,1063,365,158,12,11402,18154,1467,611,3,9,20246,4316,1217,1294,3,5,6837,507,488,167,0,3,1168,47,87,58,0,0,195,1756,424,227,0,0,2417,191,44,18,30,0,286,26,17,8,0,0,44,6847,2275,1777,41,14,10951,255,160,38,5,4,462,332,75,36,3,11,458,35391,5041,2832,212,42,43510
LGA51860,12,0,0,0,0,11,4,0,0,0,0,4,4,0,0,0,0,6,47,0,0,0,0,47,9,0,0,0,0,9,4,0,0,0,0,4,17,0,0,0,0,17,0,0,0,0,0,0,79,0,0,0,0,82,19,0,0,0,0,19,9,0,0,0,0,9,122,0,0,0,5,122
LGA51890,1326,25,24,8,6,1384,1203,12,10,0,0,1226,213,12,34,3,0,257,70,37,21,0,0,128,8,0,0,0,0,12,203,18,4,0,0,227,31,0,3,4,0,37,4,0,4,0,0,3,517,68,67,7,3,665,45,0,0,0,0,44,70,5,5,0,3,81,3165,108,104,17,16,3404
LGA51960,296,5,0,5,0,314,354,10,0,0,0,364,176,55,11,0,0,236,13,0,0,0,0,18,25,0,5,0,0,31,72,3,0,0,0,84,22,3,0,0,3,26,9,0,0,0,0,9,305,60,19,4,4,391,16,0,0,0,0,21,26,0,0,0,0,33,998,83,19,12,8,1126
LGA52030,204,4,0,4,7,223,85,0,0,0,0,88,16,0,0,0,0,16,4,6,0,0,0,7,4,0,0,0,0,4,33,4,0,0,0,35,17,0,0,0,0,15,0,0,0,0,0,0,66,5,0,0,0,73,30,0,0,0,0,29,3,0,0,0,0,4,394,11,0,7,7,418
LGA52100,191,0,0,0,0,196,81,0,0,0,0,86,5,0,0,0,0,3,7,6,0,0,0,9,0,8,0,0,0,9,36,0,0,0,0,41,19,0,0,0,0,19,0,0,0,0,0,0,64,14,0,0,0,81,27,0,0,0,0,27,4,0,0,0,0,7,372,17,0,5,0,395
LGA52170,1063,145,128,0,0,1333,630,77,62,0,0,775,206,77,250,0,0,535,5,0,42,0,0,42,0,0,0,0,0,5,103,31,85,0,0,222,0,0,5,0,0,8,0,0,0,0,0,3,315,119,380,0,0,813,27,17,4,0,0,47,19,10,5,0,0,30,2058,364,581,0,0,2998
LGA52240,181,0,0,0,4,186,68,0,0,0,0,68,14,0,0,0,0,14,5,0,0,0,0,5,5,0,3,0,0,8,33,0,0,0,0,38,26,0,0,0,0,25,0,0,0,0,0,0,90,0,3,0,0,95,51,0,0,0,5,54,9,0,0,0,0,8,391,0,3,5,8,405
LGA52310,186,0,0,3,0,189,94,0,0,0,0,98,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31,9,0,0,0,0,12,0,0,0,0,0,0,49,0,0,0,0,52,16,0,0,0,0,16,4,0,0,0,0,4,356,0,0,6,0,359
LGA52380,26,0,0,0,0,34,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,11,0,0,0,0,0,0,14,0,0,0,0,14,6,0,0,0,0,6,5,0,0,9,0,12,55,0,0,10,3,70
LGA52450,179,0,0,4,0,182,124,0,0,0,0,126,18,0,0,0,0,17,22,5,0,0,0,24,5,4,0,0,0,10,49,0,0,0,0,49,12,0,0,0,0,12,0,0,0,0,0,0,96,9,0,0,0,106,28,0,0,0,0,28,7,0,0,0,0,7,433,9,0,4,0,447
LGA52520,183,0,0,3,3,191,101,0,0,5,0,102,0,0,0,0,0,0,12,3,0,0,0,18,8,4,0,0,0,5,39,3,0,0,0,38,28,0,0,0,0,28,0,0,0,0,0,0,82,11,0,5,6,102,25,0,0,3,0,28,7,0,0,0,0,11,397,11,0,16,9,431
LGA52590,538,15,0,28,3,587,298,3,0,8,4,312,92,11,4,0,0,108,25,0,0,0,0,25,6,0,0,0,0,6,76,8,3,0,0,88,37,0,0,0,7,48,0,0,0,0,0,0,241,19,9,6,7,277,55,0,0,3,0,61,19,0,0,5,0,19,1152,35,9,48,16,1253
LGA52660,1488,89,5,48,0,1627,2357,37,0,4,5,2397,464,68,3,0,0,540,28,17,0,0,0,41,16,3,0,0,0,20,321,24,0,0,0,349,26,5,0,21,0,58,7,0,0,0,0,7,866,110,5,26,0,1008,125,64,0,0,0,192,62,6,0,8,0,82,4886,303,15,93,6,5302
LGA52730,1034,57,0,4,0,1105,582,57,0,0,3,645,130,9,0,0,0,142,58,17,0,0,0,78,27,0,0,0,0,28,185,7,0,0,0,194,34,0,0,4,4,37,4,0,0,0,0,4,434,35,0,3,5,484,72,17,0,0,0,94,37,3,0,0,0,42,2162,169,3,15,16,2362
LGA52800,135,5,0,26,10,175,121,0,0,4,0,134,60,31,0,0,0,93,563,32,0,0,4,597,344,6,0,3,4,358,64,0,0,0,6,70,157,32,4,0,9,202,10,0,0,0,0,13,1191,110,4,12,17,1334,105,9,0,19,8,140,41,5,0,17,4,69,1588,134,4,78,43,1844
LGA52870,978,4,0,11,4,996,846,8,0,9,5,867,100,8,0,0,0,112,20,7,0,0,0,27,5,5,0,0,0,6,158,4,0,4,0,167,19,0,0,0,0,19,4,0,0,0,0,5,306,31,5,4,0,337,66,0,0,0,0,68,27,0,0,0,0,33,2221,44,3,23,12,2305
LGA52940,126,0,0,4,0,133,59,0,0,3,0,59,0,0,0,0,0,0,4,3,0,0,0,9,4,0,0,0,0,4,30,0,0,0,0,29,16,0,0,0,0,14,0,0,0,0,0,0,52,3,0,0,0,58,26,0,0,0,0,24,9,0,0,0,0,9,271,4,0,10,0,282
LGA53010,127,0,0,0,0,129,40,0,0,0,0,44,4,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,3,17,0,0,0,0,18,4,0,0,0,0,9,0,0,0,0,0,0,25,0,0,0,0,29,24,0,0,0,0,24,9,0,0,0,0,5,224,8,0,0,0,235
LGA53080,107,0,0,4,0,109,28,0,0,0,0,33,3,0,0,0,0,6,7,0,0,0,0,10,0,0,0,0,0,0,37,0,0,0,0,39,13,0,0,0,0,18,0,0,0,0,0,0,67,0,0,0,3,70,20,0,0,0,0,21,21,0,0,0,0,28,248,4,0,7,5,258
LGA53150,885,212,90,4,0,1191,772,153,96,0,0,1017,161,109,144,4,3,418,10,20,19,0,0,42,4,0,0,0,0,4,69,50,59,3,0,187,6,0,0,0,0,4,0,0,0,0,0,3,235,176,227,10,3,652,18,8,4,0,0,25,15,3,4,0,0,20,1926,548,424,9,3,2913
LGA53220,94,0,0,24,7,127,77,0,0,5,0,79,173,13,22,0,4,207,103,8,0,0,0,115,147,0,3,0,0,146,36,0,0,0,0,39,683,28,0,0,7,720,0,0,0,0,0,0,1134,54,26,6,11,1220,158,0,6,0,0,166,36,3,0,6,4,49,1491,58,38,33,28,1644
LGA53290,1586,89,19,47,23,1766,1452,32,0,0,8,1497,337,111,22,0,0,465,119,68,5,0,0,191,7,13,26,0,0,49,458,58,11,10,6,543,110,15,0,13,3,135,10,7,3,0,0,17,1040,269,63,21,9,1403,202,10,3,0,21,239,64,15,8,0,5,88,4339,413,95,72,67,4990
LGA53360,174,0,0,73,5,248,311,0,0,29,0,346,116,8,10,5,0,137,83,6,7,0,0,95,11,0,26,0,0,42,71,3,0,9,3,83,53,0,5,17,6,76,0,0,0,0,0,0,332,22,51,33,7,444,18,0,0,7,0,35,23,0,0,5,0,30,856,25,50,146,17,1097
LGA53430,3004,746,452,94,13,4307,3166,654,453,3,3,4285,728,570,701,3,0,2014,174,441,208,0,0,823,25,85,32,0,0,141,559,255,216,4,3,1040,44,15,28,34,0,131,6,0,7,0,0,16,1534,1373,1199,55,5,4168,89,108,22,3,0,222,78,59,24,0,8,168,7871,2932,2154,160,31,13148
LGA53570,832,12,3,21,5,870,687,3,0,0,4,695,70,0,5,0,0,87,10,8,0,0,0,19,3,4,0,0,0,13,137,5,9,4,0,159,43,0,0,3,0,54,3,0,0,0,0,3,277,29,17,11,0,329,78,5,0,4,0,91,40,3,0,3,0,48,1912,43,22,39,7,2026
LGA53640,186,0,0,0,0,186,88,0,0,0,0,92,13,0,0,0,0,13,12,0,0,0,0,12,4,0,0,0,0,4,46,0,0,0,0,46,20,0,0,0,0,22,0,0,0,0,0,0,89,0,0,0,0,97,55,0,0,0,6,53,6,0,0,0,0,9,425,4,0,0,5,437
LGA53710,178,4,0,4,0,187,88,0,0,0,0,88,15,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,10,35,0,0,0,0,35,8,0,0,0,0,15,0,0,0,0,0,0,59,12,0,0,0,75,25,0,0,0,0,25,7,0,0,0,0,14,361,19,0,4,0,383
LGA53780,10474,629,72,58,8,11247,18473,795,140,15,8,19426,4545,1023,350,17,9,5942,546,309,58,0,0,918,71,127,63,0,0,266,2509,290,64,15,4,2879,369,62,16,54,4,517,53,21,4,0,0,82,8099,1830,555,84,16,10592,347,404,15,13,4,786,518,86,13,8,3,623,37916,3746,801,176,40,42675
LGA53800,4100,301,21,103,25,4554,4779,186,20,9,5,4998,1467,452,103,4,9,2031,307,187,47,0,0,545,60,44,3,0,0,111,1081,159,21,0,3,1271,183,48,0,21,7,255,17,7,0,0,0,25,3117,901,173,24,17,4238,192,90,8,3,9,303,181,46,14,5,5,251,12367,1519,230,154,67,14338
LGA53920,34,0,0,26,0,64,8,0,0,3,0,12,0,0,0,0,0,0,359,38,12,0,7,412,154,7,0,0,0,168,5,0,0,3,0,7,53,7,0,0,0,67,3,0,0,0,0,6,583,50,8,9,12,661,75,16,0,5,6,106,39,5,0,11,15,70,740,80,15,48,30,908
LGA53990,3099,70,14,72,4,3264,4435,27,5,12,4,4477,897,69,6,4,5,972,124,51,9,0,0,185,15,27,0,0,4,41,607,48,8,8,0,667,89,5,0,48,0,140,15,0,0,0,0,13,1746,193,26,58,5,2036,128,60,0,5,0,190,94,6,0,3,0,110,9503,360,47,149,13,10077
LGA54060,592,36,4,14,0,650,338,11,5,5,0,355,124,16,0,0,0,139,16,20,6,0,0,46,3,14,5,0,0,25,94,12,0,3,0,116,13,0,0,4,0,17,5,0,0,0,0,5,253,67,17,8,0,345,27,12,0,3,0,41,33,5,0,0,0,38,1238,130,23,31,11,1437
LGA54130,153,0,0,9,0,164,91,0,0,4,0,99,3,0,0,0,0,3,8,8,0,0,0,17,0,5,0,0,0,3,35,0,0,0,0,38,35,0,0,5,0,43,0,0,0,0,0,3,92,14,0,5,0,106,53,0,0,0,0,53,0,0,0,0,0,0,391,14,0,19,4,424
LGA54170,18913,1635,251,79,6,20879,24589,1336,270,4,3,26203,4263,850,626,6,10,5756,141,187,24,0,0,359,35,54,14,0,0,101,2226,447,188,9,6,2867,120,21,20,8,0,169,26,14,3,0,0,51,6812,1576,870,19,17,9295,314,259,35,0,0,614,358,93,64,14,7,529,50982,4900,1483,120,32,57522
LGA54200,7063,277,16,124,4,7484,9375,179,15,13,3,9588,1721,194,25,0,3,1942,139,96,0,0,0,242,16,42,3,0,0,62,1060,89,8,8,0,1167,83,8,0,12,0,107,19,5,0,0,0,18,3036,435,40,23,8,3538,230,126,9,3,0,372,229,32,3,3,0,266,19923,1048,86,165,20,21248
LGA54280,1657,110,10,43,11,1832,3872,236,10,5,0,4119,1213,635,72,5,0,1922,282,237,11,0,5,525,9,59,0,0,4,68,571,105,7,7,3,696,233,101,11,82,6,424,8,16,0,3,0,27,2316,1144,104,88,10,3667,100,23,0,10,0,140,170,50,5,6,3,234,8110,1569,125,150,26,9991
LGA54310,362,32,5,36,6,448,1366,134,12,7,0,1518,791,242,175,0,0,1207,380,125,37,0,0,542,35,12,4,0,0,54,169,57,11,0,0,245,1466,216,60,27,3,1778,3,0,0,0,0,9,2844,651,286,30,9,3828,300,40,29,11,9,388,82,26,5,5,7,124,4951,893,330,97,34,6308
LGA54340,474,4,0,0,5,481,443,9,0,0,0,445,105,53,0,0,0,158,84,25,0,0,0,108,5,12,3,0,0,14,98,8,0,0,0,106,35,3,0,0,0,42,0,0,0,0,0,4,327,99,5,0,4,437,43,5,0,0,0,46,27,11,0,0,0,40,1313,126,5,5,6,1456
LGA54410,190,0,0,0,5,193,99,0,0,0,0,106,16,0,0,0,0,12,9,3,0,0,0,19,3,0,7,0,0,12,33,0,0,0,0,34,7,0,0,0,0,11,0,0,0,0,0,0,68,6,19,0,0,96,30,0,0,0,0,33,10,0,0,0,0,10,400,12,19,3,3,436
LGA54480,77,0,0,0,0,77,18,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,7,6,0,0,0,0,6,6,0,0,0,0,6,19,0,0,0,0,22,0,0,0,0,0,0,35,0,0,0,0,42,32,0,0,0,0,32,0,0,0,0,0,0,167,0,0,0,0,174
LGA54550,305,4,0,0,4,305,155,0,0,0,0,156,13,9,0,0,0,17,22,6,0,0,0,30,10,3,0,0,0,16,81,9,0,0,0,89,32,3,0,0,0,43,3,0,0,0,0,4,163,24,0,0,5,192,57,0,0,0,0,57,25,0,0,0,0,27,696,30,0,5,3,737
LGA54620,132,0,0,3,0,136,49,0,0,0,0,49,5,3,0,0,0,6,7,6,0,0,0,8,9,0,0,0,0,5,21,0,0,0,0,21,30,0,0,0,0,29,3,0,0,0,0,3,74,4,0,0,0,76,22,0,0,0,0,24,9,0,0,0,0,10,282,6,0,4,0,297
LGA54690,84,0,0,0,0,84,27,0,0,0,0,27,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,10,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,28,0,0,0,0,26,9,0,0,0,0,9,9,0,0,0,0,9,154,0,0,0,0,157
LGA54760,138,0,0,4,0,147,44,0,0,0,0,44,0,0,0,0,0,0,9,0,0,0,0,10,3,0,0,0,0,3,16,0,0,0,0,15,16,0,0,0,0,18,0,0,0,0,0,0,43,0,0,0,0,51,24,0,0,3,0,27,0,0,0,0,0,0,258,4,0,4,5,270
LGA54830,2457,71,40,3,0,2571,8210,105,80,0,5,8400,2295,111,203,0,0,2611,239,141,106,0,0,483,62,44,31,0,3,141,861,36,40,0,0,932,114,0,11,0,0,132,20,7,0,0,0,23,3595,336,396,3,6,4324,84,33,0,3,0,126,220,10,16,0,0,242,14566,552,529,9,7,15666
LGA54900,209,0,0,0,4,212,90,4,0,0,0,92,0,0,0,0,0,0,8,7,0,0,0,17,0,3,0,0,0,4,45,0,0,0,0,43,27,0,0,0,0,32,0,0,0,0,0,0,78,17,0,0,0,97,52,0,5,0,0,56,10,0,0,0,0,15,438,18,3,4,4,469
LGA54970,19,3,0,0,0,26,13,0,0,0,0,14,3,0,0,0,0,3,25,4,0,0,0,28,50,3,0,0,0,50,8,0,0,0,0,11,13,8,0,0,5,16,0,0,0,0,0,0,92,12,0,0,7,108,20,0,0,0,5,24,3,0,0,0,0,11,149,18,4,5,7,183
LGA55040,35,0,0,13,4,57,22,0,3,5,0,26,0,0,0,0,0,0,20,3,5,0,0,23,8,0,0,0,0,8,21,0,4,5,0,22,80,9,0,0,0,87,0,0,0,0,0,0,126,7,4,4,0,143,57,6,0,0,0,63,16,5,0,3,5,25,248,18,7,29,9,314
LGA55110,10286,1163,299,137,7,11882,12032,521,165,8,0,12729,3918,919,324,11,3,5172,295,370,33,0,5,707,170,145,69,0,9,395,1986,335,73,12,0,2403,136,103,8,24,3,268,41,26,6,0,0,66,6545,1893,507,47,15,9008,321,838,18,5,0,1178,367,140,20,32,6,564,29540,4557,1006,224,32,35358
LGA55180,1373,18,0,3,7,1395,1039,8,0,0,3,1057,288,73,5,0,0,365,92,50,7,0,0,146,4,26,5,0,0,42,234,11,6,0,0,252,65,6,0,0,7,78,3,0,0,0,0,10,685,163,20,3,13,883,101,7,0,0,0,111,57,6,0,0,0,68,3251,203,23,9,28,3514
LGA55250,55,4,0,4,8,71,15,0,0,0,3,14,0,0,0,0,0,0,53,9,5,0,0,71,6,0,0,0,0,6,17,0,0,0,0,19,22,7,4,4,0,37,0,0,0,0,0,0,107,15,14,5,4,137,29,0,0,0,0,32,15,0,0,0,4,23,217,18,11,10,14,276
LGA55320,12936,2237,431,0,22,15624,11075,1920,425,0,7,13430,2864,1482,601,4,3,4954,319,415,20,0,0,757,43,51,21,0,0,119,1265,617,163,0,4,2052,81,40,23,0,0,141,12,17,6,0,0,44,4589,2619,841,4,12,8070,427,301,334,0,0,1062,242,96,36,0,4,377,29265,7179,2067,4,44,38566
LGA55390,14,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,20,0,0,0,0,0,0,4,0,0,0,4,9,0,0,0,0,0,0,17,0,5,3,3,27,8,0,0,0,5,14,3,0,0,0,0,8,42,0,6,10,12,66
LGA55460,395,5,0,4,0,405,340,0,0,0,0,348,73,3,4,0,0,82,63,15,0,0,0,76,20,0,0,0,0,17,94,3,0,0,0,97,49,5,0,0,0,53,3,0,0,0,0,5,302,33,4,0,0,333,36,0,0,0,0,36,19,0,0,3,0,22,1092,43,3,6,6,1151
LGA55530,75,0,0,0,0,73,25,0,0,3,0,30,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,17,26,0,0,0,0,26,3,0,0,0,0,3,132,3,0,7,3,147
LGA55600,319,17,0,0,0,340,207,0,0,0,0,213,21,0,0,0,0,26,36,22,0,0,0,53,4,0,0,0,0,4,75,0,0,0,0,81,22,0,0,0,3,21,5,0,0,0,0,5,159,25,0,0,3,188,49,0,0,4,0,52,20,4,0,7,0,33,752,53,0,10,7,824
LGA55670,98,0,0,4,4,104,32,0,0,0,0,36,4,0,0,0,0,4,9,0,0,0,0,11,0,0,0,0,0,0,21,0,0,0,0,20,12,0,0,0,0,10,0,0,0,0,0,0,50,5,0,0,0,50,16,0,0,0,0,17,4,0,0,0,0,4,199,4,0,3,4,214
LGA55740,1002,123,90,0,0,1209,837,107,89,0,0,1033,188,110,448,0,0,743,11,85,78,0,0,169,9,8,0,0,0,16,81,41,125,0,0,240,10,3,12,0,0,21,4,0,0,0,0,7,298,238,653,0,0,1194,18,38,7,0,0,55,14,4,9,0,0,29,2160,507,843,0,4,3520
LGA55810,52,0,0,0,0,53,17,0,0,3,0,16,0,0,0,0,0,0,9,0,0,0,0,12,3,0,0,0,0,3,11,0,0,0,0,11,11,0,0,0,0,12,0,0,0,0,0,0,34,6,0,0,0,39,15,0,0,0,0,15,3,0,0,0,3,3,115,6,0,5,0,128
LGA55880,85,0,0,0,4,86,23,0,0,0,0,23,0,0,0,0,0,0,8,0,0,0,0,10,3,0,0,0,0,5,11,0,0,0,0,11,13,4,0,0,0,18,0,0,0,0,0,0,31,6,0,0,0,38,27,0,0,0,0,27,3,0,0,0,0,3,167,6,0,0,4,174
LGA55950,107,0,0,0,0,107,36,0,0,0,0,36,3,0,0,0,0,3,11,0,0,0,0,11,7,0,0,0,0,7,11,0,0,0,0,11,6,0,0,0,0,6,5,0,0,0,0,5,47,0,0,0,0,47,26,0,0,0,0,26,3,0,0,0,0,3,215,0,0,0,0,215
LGA56090,5074,160,7,7,5,5248,6425,59,6,0,0,6498,621,82,0,0,0,706,35,92,0,0,0,127,13,21,0,0,0,28,505,50,0,4,4,564,43,0,0,0,0,53,3,4,0,0,0,6,1215,248,4,6,4,1484,144,22,0,0,3,168,131,13,0,0,0,142,12989,502,22,22,15,13541
LGA56160,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,3,0,3,4,16,7,0,0,0,0,13,0,0,0,0,0,0,18,3,0,7,5,32
LGA56230,2157,72,3,132,4,2373,2604,21,0,13,0,2634,578,36,5,5,0,621,25,35,3,0,0,62,8,13,0,0,0,24,399,24,6,8,3,436,57,3,0,24,4,87,12,0,0,0,0,8,1080,115,13,36,6,1238,213,51,0,4,0,271,107,8,0,4,0,125,6154,268,14,192,9,6641
LGA56300,283,5,3,10,0,304,159,0,0,0,0,162,48,0,0,0,0,47,11,3,0,0,0,9,0,0,5,0,0,6,27,0,0,0,0,27,9,0,0,0,0,18,0,0,0,0,0,0,92,3,12,0,0,112,18,0,0,0,0,22,6,0,0,0,0,7,563,10,15,14,0,604
LGA56370,144,0,0,0,0,147,48,0,0,0,0,48,3,0,0,0,0,3,3,6,0,0,0,11,0,5,0,0,0,5,18,0,0,0,0,18,9,0,0,0,0,11,0,0,0,0,0,0,32,17,0,0,0,49,19,0,0,0,0,19,0,0,0,0,0,0,247,18,0,0,0,262
LGA56460,640,19,0,4,0,663,516,0,0,0,0,518,137,19,5,0,0,167,86,36,0,0,0,116,11,16,0,0,0,30,160,7,0,0,0,164,30,4,0,0,0,41,3,5,0,0,0,11,435,85,5,0,0,532,48,16,0,0,0,64,27,8,0,0,0,42,1667,133,5,7,0,1819
LGA56580,3015,307,101,0,0,3419,2045,167,65,0,0,2278,647,174,150,0,0,971,40,86,10,0,0,128,0,30,24,0,0,58,207,71,45,0,0,320,137,18,4,0,0,158,0,3,0,0,0,6,1027,382,240,0,0,1650,81,43,62,0,0,195,39,13,6,0,4,62,6202,917,474,0,4,7602
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,3,0,0,4,222,24,0,0,0,0,27,0,0,0,0,0,0,14,0,0,0,0,20,6,0,0,0,0,6,259,7,0,0,7,271,31,12,0,0,5,49,17,0,0,0,0,25,308,16,3,0,13,340
LGA56730,1431,8,0,27,4,1469,1475,6,0,0,7,1489,303,40,5,0,0,352,143,64,0,0,0,212,10,8,0,0,0,14,282,9,5,0,0,296,56,9,0,0,0,59,6,0,0,0,0,6,802,128,10,0,3,944,60,0,0,4,0,69,87,7,0,0,4,99,3858,154,16,32,17,4070
LGA56790,528,31,0,34,9,589,241,3,0,6,4,259,43,15,0,0,0,59,18,3,0,0,0,22,15,0,0,0,0,15,104,5,0,3,5,118,16,4,0,6,0,29,5,0,0,0,0,3,200,31,0,5,5,240,41,5,0,4,10,57,24,6,15,0,0,41,1029,77,16,51,19,1191
LGA56860,45,0,0,4,0,48,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,18,0,0,0,0,18,9,0,0,0,0,9,3,0,0,0,0,3,86,0,0,4,0,93
LGA56930,234,21,9,0,0,263,127,10,9,0,0,146,22,14,39,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,41,19,48,0,0,107,4,3,0,0,0,6,0,0,0,0,0,3,404,54,61,0,0,523
LGA57000,56,0,0,0,4,61,31,0,0,0,3,31,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,31,12,0,0,0,0,12,0,0,0,0,3,9,126,0,0,4,5,139
LGA57080,148,218,1527,0,0,1897,81,165,1921,0,0,2174,70,280,5634,0,6,5990,5,16,382,0,0,400,6,5,125,0,0,136,37,89,1080,0,9,1215,16,19,155,0,4,189,0,3,33,0,0,38,128,410,7411,0,19,7975,13,13,126,0,0,154,0,13,123,0,6,137,371,819,11107,0,27,12329
