LGA_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
LGA17950,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,3,0,0,4,0,0,0,0,6,3,0,3,0,0,0,8,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA18020,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,3,0,12,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,6,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,4,0,10,0,7,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,22,12,0,4,0,6,0,0,0,0,0,23,0,0,8,0,0,4,4,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18050,..,75,200,51,52,69,81,71,30,29,660,..,17,94,29,28,50,43,30,3,5,300,..,0,0,0,0,0,4,9,10,3,34,..,0,0,0,0,0,0,0,0,0,5,..,17,97,29,29,46,50,39,15,6,336,..,0,0,0,0,0,0,0,0,0,0,..,94,297,81,85,122,132,109,42,40,998,201,189,92,24,28,58,113,64,17,22,804,45,53,64,24,38,84,113,62,3,9,502,0,0,0,0,0,0,7,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,45,53,64,24,39,84,121,63,4,14,518,0,0,0,0,0,0,0,0,0,0,7,247,245,156,50,70,137,237,133,21,33,1323,665,233,1163,532,589,762,824,308,54,67,5210,193,181,691,321,453,523,656,214,24,44,3313,3,4,4,8,10,15,36,15,0,4,96,0,0,0,0,0,0,0,0,0,0,4,194,185
LGA18100,..,0,5,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,5,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,5,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,..,0,0,3,0,0,0,0,0,0,11,..,0,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,6,6,4,0,0,0,0,0,14,0,0,9,0,0,0,0,0,0,5,14,0,0,3,0,0,0,6,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,6,0,3,5,28,4,6,7,0,0,0,0,0,0,0,20,0,5,12,4,3,3,7,5,10,0,46,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5
LGA18250,..,132,306,54,65,89,84,48,27,32,842,..,70,418,161,155,191,243,143,46,35,1455,..,0,8,0,8,20,67,53,40,14,210,..,0,0,0,0,0,0,0,4,0,8,..,73,422,160,168,212,306,191,87,52,1676,..,0,0,0,0,0,0,0,0,3,3,..,202,730,219,232,302,392,242,115,85,2525,199,271,97,21,18,21,26,19,3,7,679,141,299,351,119,186,184,179,84,16,22,1591,9,3,4,9,10,15,30,11,3,0,91,0,0,0,0,0,0,0,0,0,0,0,150,300,360,124,200,197,211,94,23,22,1677,0,0,0,0,0,0,0,0,0,4,4,347,573,452,142,218,218,239,117,31,31,2366,358,152,225,77,94,65,85,37,6,18,1110,580,635,917,274,326,346,354,116,36,51,3642,19,21,75,33,49,43,60,8,5,11,319,0,0,4,0,0,0,0,0,0,0,6,597,656
LGA18350,..,35,68,9,18,8,13,18,6,18,202,..,4,32,18,10,17,17,16,0,5,108,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,4,26,18,10,17,13,13,3,5,112,..,0,0,0,0,0,0,0,0,0,6,..,38,94,24,29,30,29,33,13,25,317,66,85,27,4,7,7,5,3,0,3,216,3,22,17,8,14,21,32,11,0,0,129,0,0,0,0,0,5,10,4,0,0,22,0,0,0,3,0,0,0,0,0,0,3,3,22,17,12,12,23,39,13,0,0,152,0,0,0,0,0,0,0,0,0,0,0,71,110,49,17,17,37,41,20,0,6,374,85,36,70,11,14,16,16,9,0,8,259,20,85,195,57,64,93,68,26,0,12,627,0,3,4,0,0,4,5,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,27,87
LGA18400,..,9,27,0,5,4,4,4,0,5,63,..,0,15,3,3,3,6,0,0,0,30,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,15,3,3,3,6,0,0,0,29,..,0,0,0,0,0,0,0,0,0,0,..,13,41,3,10,5,11,5,0,5,94,34,43,13,0,4,10,0,4,0,6,111,3,19,25,0,0,0,5,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,22,0,0,0,5,3,0,0,59,0,0,0,0,0,0,0,0,0,0,0,40,62,36,0,4,4,5,7,0,6,175,100,42,60,6,5,13,11,0,3,0,246,44,18,35,5,11,0,13,0,0,5,138,0,3,4,0,0,0,6,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,44,18
LGA18450,..,95,317,57,62,47,66,36,20,29,729,..,76,350,120,89,145,122,47,4,33,995,..,0,11,5,3,15,37,18,17,6,117,..,0,0,0,0,0,0,0,0,0,6,..,76,357,130,93,165,162,63,22,43,1119,..,0,5,0,0,0,0,0,0,0,3,..,173,675,188,156,213,227,101,44,74,1853,287,350,179,22,35,26,64,61,14,27,1066,140,286,366,165,142,203,300,190,7,31,1838,0,0,7,17,15,16,23,3,0,0,73,0,0,0,0,0,0,0,0,0,0,4,143,290,370,181,155,225,322,190,10,35,1911,0,0,0,0,0,0,0,0,0,7,8,430,640,549,200,190,253,388,248,21,63,2986,595,189,372,82,95,121,108,62,12,44,1677,398,345,909,322,374,426,489,201,18,50,3527,8,25,55,40,20,35,51,15,4,3,253,0,0,0,0,0,0,0,0,0,0,3,407,378
LGA18500,..,70,227,49,52,61,84,73,29,31,678,..,24,88,28,23,45,32,40,13,12,306,..,0,0,0,0,0,0,4,3,0,15,..,0,0,0,0,0,0,0,0,0,4,..,24,91,28,26,47,37,45,15,15,325,..,0,0,0,0,0,0,0,0,0,3,..,97,319,79,76,107,121,114,45,44,1009,210,250,104,24,22,29,34,23,12,20,729,41,55,82,19,18,40,31,20,4,8,322,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,41,55,86,19,18,44,31,20,4,8,325,0,0,0,0,0,0,0,0,0,4,4,251,309,186,46,41,66,65,42,16,29,1053,481,149,420,157,169,192,214,66,30,35,1928,145,111,208,92,109,99,125,50,10,16,958,4,4,3,5,4,4,9,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,147,114
LGA18710,..,19,21,0,0,0,3,4,0,0,49,..,0,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,0,..,16,25,0,0,0,6,4,0,4,59,20,19,10,0,0,0,0,0,0,0,61,0,4,7,4,3,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,3,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23,27,19,4,3,0,7,0,0,4,85,46,10,18,0,0,0,0,3,0,5,90,11,8,29,0,6,6,5,0,0,0,65,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,10
LGA19399,..,0,0,0,0,5,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,4,3,0,7,21,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,..,0,3,0,0,3,0,3,18,0,39,..,0,0,0,0,0,4,0,10,0,24,..,0,0,0,0,0,4,0,10,0,11,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,7,0,21,0,34,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,0,7,5,3,43,0,78,12,13,8,0,0,6,13,10,5,3,70,8,23,3,5,10,8,29,8,3,0,103,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,23,3,5,12,10,32,13,7,0,114,0,0,0,0,0,0,0,0,0,0,0,16,33,13,6,12,16,39,21,9,6,177,38,17,27,6,7,14,28,26,19,8,193,20,12,44,15,26,33,92,28,27,4,304,0,0,5,0,5,7,21,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,16,15
LGA19799,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,..,6,9,0,4,14,3,0,0,4,36,..,3,9,3,3,7,3,0,0,0,36,..,0,0,0,0,0,0,0,3,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,9,3,4,7,3,0,3,0,40,..,0,0,3,0,0,0,0,0,0,3,..,10,18,4,7,16,10,0,3,7,79,5,16,8,0,0,0,0,0,0,0,35,0,3,0,0,9,6,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,5,21,8,0,9,9,7,0,0,4,65,23,11,18,10,3,3,5,0,0,5,75,0,6,25,13,8,12,11,4,0,0,83,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA20260,..,7,4,3,6,0,3,9,3,0,28,..,0,10,0,3,0,0,3,0,0,26,..,0,0,0,0,0,0,0,0,4,4,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,9,0,0,3,0,4,25,..,0,0,0,0,0,0,0,0,0,0,..,9,10,7,6,6,4,9,3,9,58,8,13,5,0,0,0,3,4,0,0,28,0,3,3,7,0,4,3,4,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,4,5,7,8,0,33,0,0,0,0,0,0,0,0,0,8,8,11,14,4,3,0,5,9,3,8,10,70,7,7,21,4,5,0,4,0,0,0,49,6,16,29,3,22,23,18,13,9,3,158,0,0,0,4,3,7,20,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,9,16
LGA20570,..,52,147,23,17,44,29,29,10,22,373,..,28,111,36,38,42,38,16,7,16,327,..,0,6,0,0,0,0,7,6,9,18,..,0,0,0,0,0,0,0,0,0,3,..,28,109,42,38,39,37,21,10,19,351,..,0,0,0,0,0,0,0,0,0,0,..,81,263,64,56,85,69,47,24,44,722,86,139,69,9,3,15,19,13,0,15,370,35,153,106,45,55,95,137,87,3,8,720,0,0,3,0,0,0,5,0,0,8,20,0,0,0,0,0,0,0,0,0,0,4,35,153,111,42,55,95,145,93,3,11,740,0,0,0,0,0,0,0,0,0,4,4,121,296,177,57,61,110,163,103,6,32,1116,217,98,148,32,41,44,29,13,5,12,628,58,217,445,142,144,183,207,41,13,19,1467,0,8,5,9,15,10,10,0,0,5,60,0,0,0,0,0,0,0,0,0,0,3,61,224
LGA20660,..,77,218,51,56,42,64,26,34,25,583,..,60,273,79,101,95,63,38,11,24,738,..,0,6,4,5,7,20,8,3,0,51,..,0,0,0,0,0,0,0,0,4,6,..,62,281,81,105,103,81,46,16,28,800,..,0,0,0,0,0,0,0,0,0,0,..,140,497,129,162,147,149,72,45,51,1387,200,224,105,15,15,19,32,16,6,15,637,98,247,244,70,76,105,165,76,4,21,1096,3,3,0,4,7,37,16,5,0,6,84,0,0,0,0,0,0,0,0,0,0,4,102,251,242,78,83,142,176,74,8,25,1184,0,0,0,0,0,0,0,0,0,5,7,301,468,344,88,102,169,207,88,7,45,1826,476,183,335,62,86,74,71,21,10,18,1336,416,555,746,209,219,256,227,67,21,28,2745,5,50,48,14,19,33,16,5,6,11,201,0,3,0,0,0,0,0,0,0,0,3,426,606
LGA20740,..,20,38,10,0,7,6,6,0,7,91,..,0,17,6,3,8,6,6,3,3,54,..,0,0,0,0,0,0,0,6,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,19,6,3,8,6,6,4,3,58,..,0,0,0,0,0,0,0,0,0,0,..,23,53,18,5,11,8,14,4,8,153,28,39,27,10,4,4,5,0,0,3,114,4,9,10,3,6,12,3,4,0,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,3,6,10,3,4,0,4,54,0,0,0,0,0,0,0,0,0,0,0,28,48,34,10,7,16,8,4,0,4,168,77,32,32,11,16,11,5,3,0,4,193,7,34,90,28,18,24,20,10,0,5,242,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,34
LGA20830,..,24,41,12,22,12,9,4,4,6,131,..,4,29,14,16,12,17,3,0,9,100,..,0,0,0,4,0,3,0,0,3,13,..,0,0,0,0,0,0,0,0,0,0,..,4,29,14,19,12,19,11,0,4,114,..,0,4,0,0,0,0,0,0,0,4,..,29,76,24,36,19,28,13,4,16,246,33,84,27,3,5,3,6,5,3,3,176,6,35,28,4,17,7,15,3,0,3,121,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,33,28,4,19,9,15,10,0,3,140,0,0,0,0,0,0,0,0,0,0,0,44,121,59,7,24,10,19,15,5,11,313,113,67,65,15,10,20,17,9,4,12,326,34,51,99,18,26,33,90,24,4,11,384,0,5,6,0,3,10,30,9,0,0,70,0,0,0,0,0,0,0,0,0,0,0,34,51
LGA20910,..,190,480,111,118,114,125,99,31,47,1316,..,45,179,56,80,91,128,63,11,21,679,..,0,0,0,5,5,20,22,10,0,63,..,0,0,0,0,0,0,3,4,0,6,..,45,179,56,84,97,153,91,27,24,748,..,0,0,0,0,0,0,0,0,0,5,..,237,658,167,205,210,281,185,58,68,2068,322,486,225,26,31,18,28,13,0,26,1182,64,152,177,53,73,54,65,26,3,11,688,0,0,4,0,0,0,3,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,62,152,180,53,74,61,72,28,3,16,701,0,0,0,0,0,0,0,0,0,3,3,384,643,410,78,104,83,95,42,12,39,1884,310,133,317,71,90,79,81,23,15,15,1137,193,206,269,93,75,82,87,43,11,11,1067,0,4,12,4,4,4,7,7,0,0,42,0,0,0,0,0,0,0,0,0,0,0,196,208
LGA21010,..,4,9,0,3,5,0,0,0,0,18,..,0,5,0,0,5,0,0,0,0,16,..,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,5,0,0,5,8,0,0,0,19,..,0,0,0,0,0,0,0,0,0,0,..,4,12,0,3,3,7,0,0,0,31,3,7,0,3,0,0,4,3,0,0,28,0,8,6,0,5,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,5,10,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,18,4,3,5,10,4,12,0,0,65,8,3,6,0,10,4,12,0,0,0,48,3,8,26,11,6,23,18,4,0,4,107,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,8
LGA21110,..,244,511,95,108,124,107,87,38,34,1350,..,148,743,273,269,296,290,146,52,61,2271,..,0,8,15,14,32,52,40,29,20,218,..,0,0,0,0,0,3,4,0,0,13,..,149,751,287,284,330,341,194,82,81,2501,..,0,0,0,0,0,0,0,0,0,0,..,393,1263,381,389,453,450,283,120,120,3856,534,553,224,40,40,50,61,34,11,49,1603,207,537,855,295,263,327,468,160,17,51,3180,0,3,21,4,13,17,24,14,0,5,102,0,0,0,0,0,0,5,0,0,0,3,205,546,878,299,270,339,504,172,18,51,3282,0,0,0,0,0,0,0,0,0,0,3,742,1094,1101,346,311,390,564,211,32,102,4892,800,312,451,138,140,145,130,46,14,55,2233,768,1112,1242,331,383,441,432,140,37,31,4918,15,51,69,32,28,15,37,15,0,3,257,0,0,0,0,0,0,0,0,0,0,3,781,1160
LGA21180,..,72,279,69,75,64,64,30,19,26,689,..,212,822,310,342,313,329,104,21,126,2566,..,0,28,16,30,55,78,51,37,39,342,..,5,0,0,0,0,7,0,3,0,21,..,215,850,331,366,367,415,156,57,163,2929,..,0,4,0,0,6,0,0,0,10,19,..,286,1129,395,444,436,471,186,80,205,3637,207,385,191,28,25,39,54,23,10,27,986,503,1116,1188,382,437,676,922,281,45,136,5688,10,19,55,28,33,53,103,34,23,23,383,3,5,0,0,0,3,0,4,0,3,16,511,1139,1248,418,472,732,1022,322,63,157,6096,0,7,0,0,0,5,5,0,0,18,34,719,1534,1440,449,500,772,1082,344,76,206,7108,590,291,372,108,88,98,101,25,5,55,1739,1705,2103,3085,762,839,1063,1099,217,59,230,11172,51,359,876,173,145,207,203,83,26,87,2200,3,5,12,0,0,0,3,3,0,4,33,1754,2470
LGA21270,..,0,5,5,0,4,3,0,0,6,17,..,0,0,0,0,0,0,4,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,0,4,5,0,3,8,4,0,6,28,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,13,3,0,4,0,0,0,0,0,0,0,10,0,3,3,3,6,7,13,0,0,0,39,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA21370,..,7,29,7,5,16,5,0,0,10,78,..,4,14,3,14,10,27,7,3,0,80,..,0,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,5,0,0,0,0,..,4,14,3,14,10,30,7,3,0,89,..,0,0,0,0,0,0,0,0,0,0,..,10,46,6,22,22,29,12,3,9,172,12,20,17,0,0,3,0,0,0,0,52,0,16,12,3,8,5,12,4,0,0,65,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,12,5,8,10,12,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,11,34,28,5,8,10,15,3,0,0,115,37,23,36,9,7,3,7,0,0,5,120,3,20,61,25,25,24,43,10,3,8,222,0,3,9,9,0,0,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,24
