SAL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SAL70289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,3,0,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,9,0,28
SAL70290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,4,30,8,0,0,36
SAL70291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70292,3,5,7,0,6,0,0,0,0,0,4,0,8,0,8,5,0,14,0,17,3,0,3,0,11,0,0,18,0,17,9,4,15,0,32,7,0,13,0,24,12,8,14,3,45,15,17,20,0,50,12,11,8,0,42,19,18,11,0,40,44,47,23,0,111,25,37,12,0,80,19,46,10,0,75,13,32,5,0,49,27,70,5,0,105,28,53,13,0,98,0,0,3,0,10,245,356,191,12,808
SAL70293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,5,5,0,0,11,7,0,4,0,11,3,7,0,0,14,13,16,5,0,35,12,15,3,5,35,16,18,5,0,39,3,9,0,0,14,22,27,3,0,51,9,8,0,0,18,0,0,0,0,0,112,100,36,7,247
SAL70294,3,4,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,7,3,0,7,0,10,10,0,15,0,28,5,11,10,0,25,9,7,10,4,30,10,13,12,0,34,9,11,10,0,33,5,13,15,0,33,35,40,19,0,94,29,38,10,3,76,24,35,0,0,61,11,33,0,0,42,25,74,5,0,105,15,30,7,0,60,3,0,4,0,3,202,307,138,12,648
SAL70295,0,0,0,0,0,19,21,15,8,54,3,11,25,5,42,0,7,6,0,13,9,27,10,3,49,5,10,3,0,12,10,15,5,6,40,4,17,0,0,28,3,5,4,0,10,10,9,5,3,22,0,8,0,0,8,0,0,0,0,0,3,0,0,0,10,10,0,0,0,10,9,0,0,0,11,5,0,0,0,5,3,0,0,0,3,3,11,8,0,25,0,0,0,0,4,102,130,85,22,346
SAL70296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,3,4,0,0,0,8,0,0,0,0,5,0,0,0,0,3,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,21,6,0,36
SAL70297,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,3,5,4,0,14,0,0,0,0,0,0,7,0,0,9,0,0,0,0,3,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,9,29,23,3,62
SAL70298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8
SAL70299,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,3,0,3,4,5,4,0,17,5,0,4,0,10,3,13,4,4,18,4,4,6,0,17,0,7,6,0,15,0,5,3,6,10,0,6,0,0,8,0,0,5,0,6,4,5,0,0,13,0,6,0,0,6,3,3,0,0,10,5,0,0,0,4,4,0,0,0,4,0,4,3,0,13,0,0,3,0,3,32,66,49,10,166
SAL70300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,4,4,0,4,0,0,6,0,5,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,14,7,4,37
SAL70301,0,0,0,0,0,0,0,3,0,5,0,3,8,0,16,0,0,9,0,9,10,8,10,3,33,0,5,3,0,11,5,9,5,0,21,3,5,0,0,10,0,7,4,0,11,3,10,0,6,11,3,7,0,0,10,0,0,0,0,3,4,0,0,0,9,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,8,0,4,0,0,0,42,64,51,5,164
SAL70302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,9,0,0,0,7,17,3,0,0,18,33,3,0,0,38,11,3,0,0,17,13,4,4,0,23,4,7,0,0,9,6,0,0,0,5,3,4,0,0,6,0,0,0,0,0,102,24,10,0,135
SAL70303,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,4,3,0,3,0,5,0,0,4,0,0,5,3,3,0,16,10,4,12,0,25,10,14,8,0,31,6,21,13,0,40,7,23,11,0,48,49,113,23,0,181,54,98,9,5,166,51,88,13,3,151,32,75,0,0,113,27,128,4,0,168,50,71,13,0,130,5,0,0,0,12,308,649,123,15,1091
SAL79494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
SAL80002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,16
SAL80003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL80005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4
SAL80009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6
SAL80010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,7,9,0,0,16
SAL80011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,12,6,3,0,22
SAL80013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,0,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,6,9,3,0,18
SAL80015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,8
SAL80016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80018,0,0,0,0,0,0,0,5,0,3,0,0,0,0,4,3,0,7,0,11,7,0,3,0,10,3,6,8,0,14,18,4,18,3,40,11,4,15,0,30,34,6,14,0,52,29,6,9,0,49,29,9,11,0,50,26,8,13,0,56,51,24,22,4,104,49,31,20,0,94,42,37,6,0,92,33,45,0,0,81,141,372,22,3,533,14,51,16,0,78,0,0,3,0,7,494,604,188,15,1299
SAL80019,7,0,0,0,6,6,0,3,0,5,3,0,0,0,3,4,0,0,0,3,9,0,5,0,14,5,5,6,0,11,25,6,15,0,45,27,8,16,0,48,32,13,15,0,52,28,24,12,0,65,29,27,17,0,74,31,28,15,3,78,54,84,37,0,177,57,109,20,0,182,56,129,13,3,198,31,140,5,0,172,75,373,14,0,463,16,45,20,0,75,4,3,3,0,10,475,979,219,16,1688
SAL80020,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,0,0,7,5,0,0,0,9,4,0,3,0,9,10,0,7,0,17,30,3,3,0,37,9,6,6,0,19,18,8,4,0,32,34,16,13,0,68,36,19,9,0,67,27,23,7,0,60,18,35,4,0,61,68,214,4,0,286,10,16,7,0,36,0,0,0,0,3,277,357,77,3,718
SAL80021,5,0,6,0,7,0,0,0,0,5,0,0,5,0,7,3,0,4,0,4,3,0,7,0,20,4,0,3,0,9,19,0,12,0,31,15,0,9,0,27,20,18,21,0,62,30,25,26,0,83,27,17,32,0,81,25,31,28,0,81,65,77,32,0,173,42,112,11,0,177,56,110,11,0,176,35,74,10,0,119,71,206,12,0,291,10,42,23,0,71,3,6,0,0,8,438,730,251,8,1433
SAL80022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,8,0,0,0,12,6,3,0,0,9,5,4,4,0,15,19,0,9,0,20,37,6,5,0,51,37,13,0,0,47,39,10,0,0,51,32,6,0,0,43,118,58,6,0,177,13,3,4,0,24,0,0,0,0,0,323,103,29,4,459
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,16,0,7,0,27,3,0,4,3,8,5,0,4,0,8,8,0,12,0,18,16,3,16,5,29,13,7,20,0,41,32,4,15,4,60,60,10,14,4,93,78,31,13,4,132,144,36,14,8,208,104,39,27,0,169,113,37,19,9,178,238,82,29,12,359,180,49,13,11,255,89,34,10,0,140,66,22,5,0,91,119,52,7,5,182,48,15,11,0,74,9,6,6,4,15,1343,431,247,69,2095
SAL80025,15,4,3,0,22,0,0,0,0,3,3,0,3,0,3,0,0,0,0,4,9,0,7,0,11,0,3,4,0,12,12,10,10,0,36,21,19,14,0,57,11,24,21,0,56,20,45,19,4,90,18,49,17,0,86,26,47,22,3,101,67,154,44,4,263,39,145,16,4,205,43,158,17,3,219,35,121,8,0,172,73,342,13,4,438,15,64,21,0,98,5,7,0,0,11,423,1197,249,25,1894
SAL80026,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,4,0,9,0,16,3,0,8,0,16,14,3,12,0,28,4,0,16,0,25,25,10,12,0,55,28,11,18,6,61,36,13,25,0,71,25,21,16,0,51,54,68,30,0,152,47,51,17,0,115,22,51,10,0,89,32,53,4,8,95,39,157,15,0,207,13,35,24,0,71,0,0,0,0,8,338,479,217,22,1062
SAL80027,12,4,3,0,18,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,12,0,3,0,13,7,0,0,0,9,16,3,4,0,22,22,0,0,0,24,31,4,7,0,46,42,11,7,4,61,38,5,10,0,48,41,12,9,3,64,133,14,16,6,174,139,15,3,4,168,124,22,5,4,156,93,20,3,0,119,270,112,13,7,401,49,8,12,0,69,6,0,0,0,7,1032,233,107,29,1405
SAL80028,8,0,4,0,11,5,0,0,0,5,3,0,0,0,5,0,0,4,0,8,5,0,0,0,5,8,0,5,0,13,18,3,0,0,26,26,4,8,4,43,51,14,13,0,77,71,16,19,5,113,63,12,15,4,92,58,17,14,6,92,126,49,39,11,226,114,31,9,6,171,86,65,6,3,164,62,52,12,0,126,146,211,16,9,380,24,33,17,0,76,7,0,0,0,7,889,525,170,54,1628
SAL80029,0,0,0,0,6,0,3,0,0,6,0,0,0,0,0,0,0,0,0,7,4,3,6,0,9,3,0,7,0,16,20,0,10,0,33,15,0,23,0,38,27,14,17,0,60,39,20,26,0,82,21,28,30,4,84,29,22,24,4,80,99,80,36,4,218,62,97,21,0,179,78,89,15,0,182,30,92,6,0,130,87,284,16,0,383,14,54,18,0,84,0,3,0,0,4,553,786,253,23,1611
SAL80030,6,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,0,0,7,0,12,9,5,0,0,15,6,0,4,0,11,12,5,10,0,27,23,13,5,0,36,20,3,4,0,35,30,15,5,0,41,79,24,22,0,125,58,28,6,0,91,64,44,6,3,115,71,32,0,0,108,234,318,19,0,573,26,32,7,0,68,0,0,0,0,0,637,532,101,15,1281
SAL80031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,8,12,3,0,27
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,9,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,5,0,0,13,0,0,11,0,11,14,8,15,0,28,10,8,13,0,31,14,14,25,0,58,25,32,19,0,76,29,25,22,0,81,31,27,26,0,83,70,110,47,5,231,64,136,14,0,223,70,137,9,0,215,39,112,5,0,161,82,363,6,0,448,24,59,14,0,99,8,0,0,0,8,493,1045,232,13,1784
SAL80034,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,0,0,4,11,0,0,0,13,18,0,5,0,17,17,0,9,0,23,33,3,0,0,39,17,6,8,0,29,29,0,4,0,33,50,12,26,0,95,28,17,8,0,58,38,32,10,0,77,15,23,5,0,50,78,259,14,0,350,8,35,10,0,46,3,5,0,0,9,355,401,97,6,853
SAL80035,4,0,0,0,9,0,0,3,0,4,3,0,7,0,8,0,0,3,0,4,0,3,10,0,19,4,0,17,0,19,19,3,15,0,33,13,0,24,0,40,12,10,24,0,48,21,16,20,7,57,12,19,13,0,49,13,23,8,0,42,44,46,26,0,119,39,56,9,3,105,18,47,6,6,76,21,36,10,0,60,21,46,5,0,72,10,25,22,0,58,4,0,0,0,4,258,347,214,16,831
SAL80036,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,8,0,0,4,0,6,9,0,6,0,15,7,0,4,0,12,19,6,10,5,30,23,3,6,0,34,20,0,3,0,26,17,4,10,0,29,37,24,15,6,79,32,28,6,0,72,30,24,4,0,61,17,36,0,0,56,46,144,10,3,204,14,17,12,0,38,4,0,0,0,3,285,302,94,22,697
SAL80037,4,0,3,0,10,0,0,0,0,0,5,0,4,0,7,4,0,5,0,5,5,0,10,0,14,11,8,4,0,27,31,0,14,0,48,15,4,13,5,41,27,15,23,3,67,36,21,11,0,70,45,18,15,0,78,34,27,19,0,85,82,93,39,5,219,60,100,14,0,170,40,103,10,5,161,39,72,9,0,125,64,197,11,0,262,16,40,18,0,73,4,0,3,0,12,521,697,230,18,1473
SAL80038,12,0,8,0,16,5,0,0,0,4,3,0,0,0,9,0,0,0,0,5,0,0,0,0,0,7,0,0,0,3,4,0,3,0,12,14,0,0,0,11,23,5,5,0,35,25,4,0,4,34,32,3,3,0,36,28,4,3,0,42,89,9,11,4,116,73,3,0,0,86,62,10,9,3,85,59,6,0,3,64,176,38,6,0,220,24,12,5,0,36,0,5,0,0,4,633,102,58,19,811
SAL80039,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,0,6,0,10,9,0,10,0,21,31,7,19,0,46,18,6,16,0,45,28,0,17,0,48,28,9,13,0,52,26,23,22,0,69,22,32,22,0,72,63,70,39,0,176,71,70,19,0,156,44,96,22,0,161,32,99,6,0,132,80,265,9,0,362,17,44,15,0,71,4,6,0,0,15,474,727,248,13,1456
SAL80040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,3,0,9,0,0,5,0,5,13,0,5,4,28,5,0,5,0,16,9,6,20,0,31,31,0,13,0,44,18,5,8,0,31,16,9,5,0,37,40,31,21,0,94,34,24,8,4,76,37,39,5,0,92,22,39,3,0,65,78,155,12,0,242,11,18,11,0,37,0,4,0,0,4,340,331,123,13,811
SAL80041,8,0,7,0,12,0,0,3,0,6,0,0,0,0,0,0,0,10,0,6,0,0,5,0,8,4,3,10,0,14,7,4,9,0,16,9,11,10,0,27,7,7,16,0,31,17,22,23,0,67,14,28,17,0,53,33,30,19,0,76,51,78,29,4,163,67,89,4,7,168,54,90,11,0,157,55,57,4,0,117,87,236,8,0,329,9,19,14,0,42,3,3,0,0,4,419,680,188,20,1308
SAL80042,13,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,8,0,0,0,10,5,6,3,0,13,18,0,3,0,25,24,14,12,0,46,25,16,10,0,51,11,27,17,0,59,25,30,11,0,66,61,66,21,5,152,49,52,10,0,119,44,87,9,0,136,41,83,0,0,121,104,327,7,0,434,14,44,3,0,63,0,5,0,0,4,427,760,122,11,1325
