SAL_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
SAL11870,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL11871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL11872,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,36,0,0,0,0,36
SAL11873,28,0,0,0,0,28,3,0,0,0,0,5,8,0,0,0,0,8,10,0,0,0,0,10,17,0,0,0,0,20,65,3,0,0,0,74,78,0,3,0,0,84,159,8,4,0,0,167,106,0,0,0,0,106,64,0,0,0,0,60,20,0,0,0,0,24,32,0,0,0,0,32,598,14,7,0,0,620
SAL11874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,4,0,0,4,4,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,25
SAL11876,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,10,29,0,4,3,0,32
SAL11877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11879,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,32,0,0,0,0,32,16,0,0,0,0,16,12,0,0,0,0,12,4,0,0,0,0,4,4,0,0,0,0,4,88,0,0,0,0,88
SAL11880,10,0,0,0,0,10,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,0,0,9,11,4,0,0,0,19,16,0,0,0,0,22,13,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,72,8,5,0,0,86
SAL11881,7,0,0,0,0,7,18,0,0,0,0,18,13,0,0,0,0,13,43,0,0,0,0,45,31,0,0,0,0,35,46,0,0,0,0,46,27,0,0,0,0,27,11,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,14,214,0,0,0,0,218
SAL11882,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SAL11883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL11884,0,0,24,0,0,24,0,0,7,0,0,7,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,5,0,0,12,0,0,12,0,0,24,0,0,24,0,0,48,0,0,48,0,0,35,0,0,35,0,0,53,0,0,53,0,0,78,0,0,78,0,0,17,0,0,17,0,0,305,0,0,310
SAL11885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11887,6,0,0,0,0,7,5,0,0,0,0,5,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,18,28,0,0,0,0,28,52,0,0,0,0,52,44,0,0,0,0,44,46,0,0,0,0,46,13,0,0,0,0,13,10,0,0,0,0,10,227,0,0,0,0,228
SAL11888,45,0,0,0,0,45,15,0,0,0,0,15,8,0,0,0,0,8,13,0,0,0,0,13,32,0,0,0,0,32,92,0,0,0,0,92,141,0,0,0,0,146,261,6,0,0,0,264,122,0,0,0,0,122,81,0,0,0,0,85,23,0,0,0,0,21,42,0,0,0,0,45,879,6,0,0,0,887
SAL11889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SAL11890,28,3,0,0,0,33,3,6,0,0,0,7,3,0,3,0,0,13,9,3,0,0,0,14,19,0,4,0,0,21,61,9,0,0,0,73,58,11,9,0,0,66,130,26,33,0,0,190,130,18,15,0,0,160,196,24,5,0,0,224,99,3,3,0,0,104,32,8,5,0,0,42,775,103,63,0,0,943
SAL11891,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,6,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,4,0,33
SAL11892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL11893,27,0,3,0,0,30,11,0,0,0,0,11,12,0,0,0,0,12,22,0,0,0,0,23,19,0,0,0,0,19,59,0,5,0,0,61,104,0,0,0,0,105,125,6,0,0,0,132,50,3,0,0,0,47,32,0,0,0,0,31,14,0,0,0,0,14,36,0,0,0,0,39,502,12,9,0,0,524
SAL11894,10,0,0,0,0,13,9,0,0,0,0,10,7,0,0,0,0,7,5,0,0,0,0,5,12,0,0,0,0,14,29,0,0,0,0,29,43,0,0,0,0,43,53,0,3,0,0,52,33,0,0,0,0,37,14,0,0,0,0,13,14,0,0,0,0,13,14,0,0,0,0,14,238,6,8,0,0,252
SAL11895,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,13,4,0,0,0,15,40,5,0,0,0,46,102,0,0,0,0,107,141,4,0,0,0,146,57,0,0,0,0,57,33,0,0,0,0,36,13,0,0,0,0,13,13,3,0,0,0,21,452,14,0,0,0,465
SAL11896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11897,34,0,0,0,0,40,6,0,0,0,0,5,8,0,6,0,0,12,8,0,0,0,0,12,25,0,8,0,0,29,58,0,4,0,0,71,101,4,20,0,0,127,168,10,35,0,0,218,181,4,22,0,0,212,216,8,12,0,0,239,114,0,3,0,0,117,56,0,5,0,0,69,990,31,125,0,4,1147
SAL11898,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,23,3,0,0,0,29,3,0,0,0,0,3,46,7,0,0,0,59
SAL11899,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,21,0,0,0,0,21,29,0,0,0,0,29,17,0,0,0,0,17,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,120,0,0,0,0,120
SAL11900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL11901,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL11902,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,5,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,26
SAL11903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL11904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,24,0,0,0,0,24
SAL11905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SAL11906,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SAL11907,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,3,0,0,0,0,3,17,0,0,0,0,17,23,0,0,0,0,23,3,0,0,0,0,3,67,0,0,0,0,67
SAL11908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11909,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13,15,0,0,0,0,15,13,0,0,0,0,17,46,0,0,0,0,46,27,0,0,0,0,27,19,0,0,0,0,19,5,0,0,0,0,5,3,0,0,0,0,3,150,0,0,0,0,149
SAL11910,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SAL11911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SAL11912,19,0,0,0,0,19,5,0,0,0,0,5,11,0,0,0,0,11,12,0,0,0,0,12,29,0,0,0,0,29,55,0,0,0,0,55,83,0,0,0,0,83,165,0,0,0,0,164,80,0,0,0,0,82,52,0,0,0,0,52,19,0,0,0,0,23,44,0,0,0,0,49,570,0,0,0,0,573
SAL11913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,26,0,0,0,0,26
SAL11914,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,19,0,0,0,0,19
SAL11915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL11916,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,13,0,0,0,0,13,19,0,0,0,0,19,36,0,0,0,0,36,13,0,0,0,0,18,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,108,0,0,0,0,109
SAL11917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL11918,5,0,19,0,0,19,0,0,10,0,0,11,0,0,5,0,0,5,0,5,10,0,0,19,0,4,13,0,0,12,0,0,39,0,0,34,4,3,65,0,0,71,0,5,124,0,0,129,6,8,83,0,0,99,8,18,41,0,0,71,11,11,19,0,0,39,0,3,33,0,0,40,36,62,451,0,0,548
SAL11919,6,0,0,0,0,11,8,0,0,0,0,8,6,0,0,0,0,6,10,0,0,0,0,14,17,0,0,0,0,17,19,0,0,0,0,19,11,0,0,0,0,11,6,0,0,0,0,6,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,106,0,0,4,0,109
SAL11920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,9,6,0,0,0,0,6,6,0,0,0,0,12,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,41,0,0,0,0,46
SAL11921,31,5,0,0,0,37,13,0,0,0,0,13,11,0,0,0,0,13,27,0,0,0,0,26,65,0,0,0,0,67,178,6,0,0,0,181,223,3,0,0,0,225,170,0,0,0,0,171,47,0,0,0,0,47,33,0,0,0,0,33,13,0,0,0,0,18,39,0,0,0,0,39,851,16,0,0,4,864
SAL11922,69,5,0,0,0,79,17,0,0,0,0,17,12,9,0,0,0,20,30,0,0,0,0,34,40,6,0,0,0,44,112,13,0,0,0,125,144,24,0,0,0,168,299,46,0,0,0,340,223,10,0,0,0,230,153,12,0,0,0,170,76,6,0,0,0,79,88,15,0,0,0,105,1262,147,0,0,0,1414
SAL11923,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,16,0,0,0,0,16,11,0,0,0,0,11,4,0,0,0,0,4,8,0,0,0,0,8,3,0,0,0,0,3,10,0,0,0,0,10,81,0,0,0,0,81
SAL11924,15,0,0,0,0,15,0,0,0,0,0,0,7,0,0,0,0,7,8,0,0,0,0,8,18,0,0,0,0,18,30,0,0,0,0,31,41,0,0,0,0,41,102,0,0,0,0,100,77,0,0,0,0,77,32,0,0,0,0,32,6,0,0,0,0,6,18,0,0,0,0,18,350,3,0,0,0,356
SAL11925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL11926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL11927,9,0,0,0,0,3,11,0,0,0,0,11,16,0,0,0,0,16,17,0,0,0,0,17,32,0,0,0,0,32,37,0,0,0,0,37,31,0,0,0,0,31,18,0,0,0,0,18,4,0,0,0,0,4,3,0,0,0,0,9,6,0,0,0,0,6,15,0,0,0,0,15,186,0,0,0,0,192
SAL11928,6,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,12,0,0,0,0,12,11,0,0,0,0,11,19,0,0,0,0,19,14,0,0,0,0,14,23,0,0,0,0,23,46,0,0,0,0,50,13,0,0,0,0,13,157,0,0,0,0,156
SAL11929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SAL11930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL11931,13,0,0,0,0,13,9,0,0,0,0,9,6,0,0,0,0,6,4,0,0,0,0,4,5,0,0,0,0,5,35,0,0,0,0,35,46,0,0,0,0,52,77,0,0,0,0,77,12,0,0,0,0,12,14,0,0,0,0,14,4,0,0,0,0,4,13,0,0,0,0,13,231,0,0,0,0,232
SAL11932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,3,0,0,3,0,0,10,0,0,14,0,5,15,0,0,18,5,5,43,0,0,50,3,3,17,0,0,29,3,3,3,0,0,11,4,0,5,0,0,8,9,0,8,0,0,10,27,16,100,0,0,144
SAL11933,27,3,0,0,0,37,5,6,0,0,0,8,6,0,0,0,0,6,8,0,0,0,0,13,14,0,0,0,0,20,50,11,0,0,0,56,72,16,0,0,0,89,127,46,0,0,0,178,96,28,0,0,0,120,109,16,0,0,0,128,37,8,0,0,0,41,35,0,0,0,0,37,582,132,0,0,0,721
SAL11934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL11936,15,3,22,4,0,42,0,0,5,0,0,7,0,0,6,0,0,6,5,0,16,0,0,20,8,0,14,0,0,17,5,0,75,0,0,83,8,0,116,0,0,125,21,11,418,0,0,450,18,14,198,0,0,230,27,26,99,0,0,148,48,4,43,0,0,100,13,0,72,0,0,88,166,65,1092,9,3,1324
SAL11937,5,0,19,0,0,20,0,0,7,0,0,7,0,0,4,0,0,4,4,0,18,0,0,16,0,0,15,0,0,23,4,3,56,0,0,63,0,0,131,0,0,131,12,4,329,0,0,342,5,0,112,0,0,116,9,3,62,0,0,76,3,0,27,0,0,33,4,0,45,0,0,46,33,6,836,0,0,882
SAL11938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SAL11939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL11941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL11942,20,0,0,0,0,20,6,0,0,0,0,6,4,0,0,0,0,4,10,0,0,0,0,10,9,0,0,0,0,9,46,0,0,0,0,46,61,0,0,0,0,68,143,5,0,0,0,141,111,5,0,0,0,114,81,0,0,0,0,83,37,0,0,0,0,37,44,0,0,0,0,46,578,4,5,0,0,586
SAL11943,66,16,52,0,0,141,19,0,10,0,0,32,10,0,14,0,0,28,13,0,25,0,0,34,30,5,29,0,0,68,72,13,134,0,0,223,96,13,165,0,0,273,169,22,446,0,0,638,136,29,213,0,0,379,274,34,106,0,0,415,307,17,55,0,0,388,76,7,56,0,0,137,1271,148,1327,0,0,2748
SAL11944,34,0,0,0,0,38,11,0,0,0,0,11,10,0,0,0,0,9,16,0,0,0,0,16,18,0,0,0,0,18,73,0,0,0,0,73,80,0,0,0,0,77,140,5,0,0,0,144,133,4,0,0,0,131,229,7,0,0,0,233,205,4,0,0,0,206,64,0,0,0,0,63,1004,22,0,0,0,1024
SAL11945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,14
SAL11946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,13,0,0,0,0,13,8,0,0,0,0,8,7,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,62
SAL11947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
