SAL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SAL20401,..,8,8,8,0,8,0,0,0,5,0,5,0,0,0,0,0,0,15,8,24
SAL20402,..,7,7,9,0,9,0,0,0,5,0,5,0,0,0,0,0,0,13,7,20
SAL20403,..,5,5,12,0,12,5,0,5,4,0,4,3,0,3,0,0,0,25,5,36
SAL20404,..,23,23,41,0,41,13,0,13,16,0,16,13,0,13,6,0,6,79,23,106
SAL20405,..,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,13,0,13
SAL20406,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,12,0,12
SAL20407,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20408,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5
SAL20409,..,300,300,503,14,521,175,0,178,224,0,227,109,0,109,38,0,38,1054,318,1368
SAL20410,..,15,15,34,3,36,14,0,14,15,0,15,9,0,9,5,0,5,77,19,92
SAL20411,..,195,195,338,12,352,121,0,120,199,0,199,94,0,94,58,0,58,806,208,1018
SAL20412,..,8,8,5,0,11,3,0,3,0,0,0,5,0,5,3,0,3,24,10,29
SAL20413,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20414,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0
SAL20415,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL20416,..,5,5,7,0,9,4,0,4,0,0,0,0,0,0,0,0,0,10,6,15
SAL20417,..,7,7,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,7,17
SAL20418,..,121,121,91,26,117,34,13,55,34,3,36,11,0,11,0,0,0,175,160,336
SAL20419,..,315,315,368,12,386,298,0,305,434,3,440,174,0,174,138,0,138,1412,334,1745
SAL20420,..,93,93,263,21,278,360,4,359,598,4,600,245,0,245,139,0,140,1609,116,1726
SAL20421,..,3,3,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,3,14
SAL20422,..,8,8,28,3,30,6,0,6,13,0,13,3,0,3,5,0,5,58,14,70
SAL20423,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13
SAL20424,..,6,6,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
SAL20425,..,49,49,39,0,40,6,0,6,9,0,9,0,0,0,5,0,5,61,48,110
SAL20426,..,1515,1515,1455,223,1672,862,135,993,760,99,859,279,37,313,86,17,103,3443,2020,5462
SAL20427,..,907,907,1258,95,1354,699,57,759,667,32,697,197,12,214,83,9,94,2906,1108,4021
SAL20428,..,20,20,71,4,73,25,0,25,42,0,42,15,0,15,11,0,11,168,24,192
SAL20429,..,8,8,4,0,6,4,0,4,0,0,0,0,0,0,0,0,0,10,8,20
SAL20430,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL20431,..,67,67,98,4,103,27,0,27,25,0,25,10,0,10,3,0,3,155,71,233
SAL20432,..,20,20,19,0,19,7,0,7,7,0,7,0,0,0,0,0,0,36,20,55
SAL20433,..,6,6,20,0,20,10,0,10,3,0,3,3,0,3,3,0,3,33,6,40
SAL20434,..,8,8,25,0,25,15,0,15,9,0,9,0,0,0,0,0,0,50,8,61
SAL20435,..,7,7,15,0,15,6,0,6,5,0,5,0,0,0,4,0,4,29,7,41
SAL20436,..,9,9,21,0,21,10,0,15,11,0,11,4,0,4,0,0,0,48,8,58
SAL20437,..,18,18,55,0,55,27,0,27,29,0,29,13,0,13,10,0,10,132,21,147
SAL20438,..,5,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10
SAL20439,..,8,8,10,0,11,4,0,4,0,0,0,0,0,0,0,0,0,12,12,27
SAL20440,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20441,..,299,299,576,27,609,521,20,540,698,6,704,371,4,372,280,4,288,2446,363,2808
SAL20442,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20443,..,12,12,11,0,11,10,0,12,12,0,12,8,0,8,0,0,0,44,10,57
SAL20444,..,610,610,540,43,588,244,9,246,184,3,185,82,0,82,62,0,62,1112,664,1771
SAL20445,..,15,15,13,0,13,9,0,9,16,0,16,3,0,3,5,0,5,44,15,58
SAL20446,..,3,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,9,19
SAL20447,..,20,20,50,0,52,21,0,21,25,0,25,13,0,13,8,0,8,106,23,129
SAL20448,..,5,5,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,8,5,12
SAL20449,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL20450,..,7,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,7,12
SAL20451,..,4,4,26,0,29,9,0,9,8,0,8,8,0,8,0,0,0,51,8,59
SAL20452,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20453,..,1852,1852,2444,175,2615,1160,56,1218,1486,30,1515,520,16,539,161,10,170,5776,2140,7908
SAL20454,..,14,14,28,0,28,13,0,13,16,0,16,20,0,20,5,0,5,80,14,92
SAL20455,..,424,424,386,22,404,209,3,212,219,6,223,150,6,152,172,0,172,1134,460,1594
SAL20456,..,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10
SAL20457,..,216,216,278,24,295,124,7,130,100,0,101,51,0,51,24,0,24,577,233,813
SAL20458,..,3,3,9,0,9,3,0,3,3,0,3,0,0,0,0,0,0,19,3,19
SAL20459,..,7,7,7,0,7,0,0,0,5,0,5,0,0,0,0,0,0,14,7,19
SAL20460,..,501,501,508,33,540,146,3,149,118,0,120,64,0,64,30,0,30,878,538,1414
SAL20461,..,472,472,480,62,536,218,11,223,217,10,223,83,0,84,29,3,35,1022,552,1578
SAL20462,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20463,..,0,0,9,0,9,3,0,3,6,0,6,4,0,4,0,0,0,18,0,19
SAL20464,..,42,42,30,4,32,8,0,8,6,0,6,3,0,3,0,0,0,47,47,95
SAL20465,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL20466,..,54,54,72,12,77,40,0,40,31,0,31,14,0,14,10,0,10,169,65,232
SAL20467,..,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,5,14
SAL20468,..,590,590,920,21,937,419,11,429,520,11,533,235,4,237,59,4,66,2158,635,2793
SAL20469,..,16,16,31,0,31,4,0,4,7,0,7,5,0,5,0,0,0,47,19,61
SAL20470,..,19,19,29,0,29,8,0,8,7,0,7,0,0,0,0,0,0,47,19,63
SAL20471,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL20472,..,5,5,7,0,7,5,0,5,0,0,0,0,0,0,0,0,0,5,5,12
SAL20473,..,144,144,182,10,194,58,0,61,46,0,46,17,0,17,4,0,4,312,161,471
SAL20474,..,43,43,106,0,107,25,0,25,25,0,25,9,0,9,0,0,0,168,39,207
SAL20475,..,216,216,284,16,300,102,9,107,138,0,138,43,0,43,8,0,8,579,239,818
SAL20476,..,1010,1010,795,56,850,218,6,222,170,0,170,66,0,66,25,0,25,1271,1066,2341
SAL20477,..,4,4,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,10,11
SAL20478,..,6,6,18,0,18,5,0,5,0,0,0,0,0,0,0,0,0,25,6,28
SAL20479,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20480,..,27,27,38,0,38,16,0,16,6,0,6,9,0,9,3,0,3,68,27,96
SAL20481,..,14,14,10,0,14,0,0,0,3,0,3,0,0,0,0,0,0,15,16,30
SAL20482,..,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13
SAL20483,..,3,3,8,0,8,5,0,5,3,0,3,4,0,4,0,0,0,16,3,23
SAL20484,..,11,11,9,0,13,3,0,3,4,0,4,3,0,3,3,0,3,28,13,36
SAL20485,..,24,24,79,6,84,42,0,42,83,0,83,58,0,61,23,0,23,275,33,306
SAL20486,..,31,31,72,4,74,44,0,44,72,0,72,43,0,43,15,0,15,246,29,276
SAL20487,..,17,17,33,0,33,27,0,27,20,0,20,12,0,12,0,0,0,91,22,113
SAL20488,..,47,47,86,8,90,46,0,51,55,0,55,22,0,22,12,0,12,222,53,280
SAL20489,..,0,0,5,0,5,0,0,0,4,0,4,0,0,0,0,0,0,14,0,12
SAL20490,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SAL20491,..,8,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4
SAL20492,..,131,131,141,5,150,69,0,69,63,0,63,33,0,33,15,0,15,314,138,449
SAL20493,..,15,15,24,5,24,6,0,6,7,0,7,4,0,4,0,0,0,38,19,61
SAL20494,..,17,17,42,0,46,30,0,30,33,0,33,4,0,4,4,0,4,110,19,130
SAL20495,..,3137,3137,1731,836,2569,441,268,705,230,119,345,60,27,87,57,18,77,2519,4402,6924
SAL20496,..,711,711,842,171,1016,312,183,497,228,72,302,58,22,82,5,3,11,1448,1161,2613
SAL20497,..,3,3,15,0,15,7,0,7,9,0,9,0,0,0,0,0,0,22,3,31
SAL20498,..,2732,2732,2302,336,2641,1033,91,1122,918,50,967,269,16,286,56,8,63,4579,3226,7807
SAL20499,..,12,12,25,0,25,11,0,11,3,0,3,9,0,9,3,0,3,49,12,60
SAL20500,..,1092,1092,1627,112,1746,1486,19,1501,1959,7,1965,815,0,815,406,0,406,6290,1230,7514
SAL20501,..,11,11,8,0,8,7,0,7,0,0,0,3,0,3,3,0,3,26,11,40
SAL20502,..,10,10,9,3,15,11,0,11,4,0,4,0,0,0,4,0,4,28,14,39
SAL20503,..,7,7,19,0,19,0,0,0,7,0,7,5,0,5,0,0,0,34,7,46
SAL20504,..,0,0,3,0,3,3,0,3,6,0,6,0,0,0,0,0,0,14,0,14
SAL20505,..,0,0,7,0,7,5,0,5,0,0,0,3,0,3,0,0,0,12,0,14
SAL20506,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL20507,..,582,582,569,53,626,259,6,263,236,3,234,76,0,76,25,0,25,1157,640,1805
SAL20508,..,2218,2218,2354,212,2567,1522,38,1557,1234,8,1240,493,4,495,226,0,227,5823,2480,8307
SAL20509,..,4,4,10,0,10,3,0,3,0,0,0,4,0,4,3,0,3,16,4,21
SAL20510,..,13,13,41,3,37,12,0,12,4,0,4,3,0,3,3,0,3,62,18,77
SAL20511,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8
SAL20512,..,19,19,29,0,29,8,0,8,21,0,21,4,0,4,7,0,7,70,19,91
SAL20513,..,317,317,267,13,287,75,4,82,44,0,52,17,0,17,10,0,10,421,334,760
SAL20514,..,4,4,4,0,4,0,0,0,6,0,6,4,0,4,0,0,0,22,4,17
SAL20515,..,7,7,24,0,28,4,0,4,4,0,4,6,0,6,0,0,0,42,9,52
SAL20516,..,1258,1258,1071,81,1150,361,15,373,270,0,269,83,0,83,27,0,27,1807,1362,3168
SAL20517,..,18,18,30,0,30,13,0,13,22,0,22,4,0,4,4,0,4,81,20,100
SAL20518,..,5,5,20,0,20,10,0,10,4,0,4,6,0,6,0,0,0,32,5,35
SAL20519,..,4,4,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,6,4,16
SAL20520,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7
SAL20521,..,572,572,696,67,763,277,32,306,316,9,326,133,7,142,33,0,35,1464,684,2145
SAL20522,..,211,211,118,43,167,61,16,79,64,5,75,28,4,27,7,0,9,276,286,563
SAL20523,..,2122,2122,2107,283,2393,814,90,906,731,39,769,403,8,409,169,0,176,4226,2548,6773
SAL20524,..,1103,1103,1412,102,1511,690,29,722,895,16,916,281,9,286,65,3,67,3341,1256,4598
SAL20525,..,11,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,11,29
SAL20526,..,40,40,66,0,65,9,0,9,18,0,18,3,0,3,4,0,4,107,46,150
SAL20527,..,18,18,23,0,23,8,0,8,12,0,12,18,0,18,4,0,4,71,18,87
SAL20528,..,868,868,1091,138,1227,597,79,677,540,45,584,155,21,178,80,5,85,2474,1151,3623
SAL20529,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20530,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20531,..,3,3,8,0,8,0,0,0,0,0,0,5,0,5,0,0,0,9,3,11
SAL20532,..,3,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12
SAL20533,..,204,204,306,37,341,178,16,197,140,18,157,35,0,38,16,0,21,680,274,955
SAL20534,..,0,0,5,0,5,5,0,5,9,0,9,3,0,3,0,0,0,22,0,26
SAL20535,..,176,176,188,17,203,47,0,47,28,0,27,21,0,21,5,0,5,285,193,475
SAL20536,..,4,4,3,0,3,4,0,4,0,0,0,3,0,3,0,0,0,15,4,20
SAL20537,..,1298,1298,1086,98,1185,509,6,518,444,0,444,133,0,133,28,0,28,2200,1411,3606
SAL20538,..,465,465,546,28,572,364,3,376,420,0,420,122,0,122,34,0,34,1487,498,1987
SAL20539,..,2735,2735,2752,181,2933,1569,49,1623,1592,9,1605,458,3,459,116,4,115,6481,2979,9463
SAL20540,..,7,7,14,0,14,10,0,10,3,0,3,0,0,0,0,0,0,17,7,24
SAL20541,..,0,0,11,0,11,3,0,3,0,0,0,0,0,0,4,0,4,17,0,18
SAL20542,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20543,..,34,34,30,3,34,5,0,5,3,0,3,3,0,3,0,0,0,48,33,82
SAL20544,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20545,..,13,13,28,0,28,6,0,14,13,0,13,4,0,4,4,0,4,57,12,73
SAL20546,..,10,10,11,0,9,0,0,0,0,0,0,0,0,0,4,0,4,17,11,30
SAL20547,..,113,113,118,13,129,42,0,46,37,0,43,3,0,3,0,0,0,210,123,333
SAL20548,..,11,11,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,14,15,24
SAL20549,..,15,15,19,0,14,6,0,6,9,0,9,0,0,0,0,0,0,28,17,42
SAL20550,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
SAL20551,..,206,206,250,20,267,83,0,83,56,0,56,23,0,23,23,0,23,436,227,660
SAL20552,..,8,8,15,0,15,0,0,0,4,0,4,0,0,0,0,0,0,25,8,32
SAL20553,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20554,..,6,6,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12
SAL20555,..,0,0,11,0,13,3,0,3,9,0,9,3,0,3,5,0,5,28,0,29
SAL20556,..,712,712,1283,54,1337,739,13,751,811,7,818,332,0,332,123,0,123,3286,782,4071
SAL20557,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL20558,..,10,10,10,0,13,0,0,0,3,0,3,0,0,0,0,0,0,20,11,31
SAL20559,..,21,21,42,0,41,29,0,26,28,0,28,9,0,9,0,0,0,98,23,126
SAL20560,..,64,64,131,7,133,60,0,63,58,0,58,21,0,21,20,0,20,287,72,353
SAL20561,..,550,550,671,56,719,287,10,301,226,0,226,82,0,82,48,0,48,1309,615,1925
SAL20562,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20563,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL20564,..,11,11,16,0,20,11,0,11,10,0,10,8,0,8,0,0,0,43,11,55
SAL20565,..,8,8,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
SAL20566,..,533,533,736,53,791,522,15,534,444,9,458,170,5,173,83,0,87,1965,611,2573
SAL20567,..,25,25,32,0,28,15,0,16,11,0,11,8,0,8,4,0,4,71,29,96
SAL20568,..,4,4,5,0,12,0,0,0,3,0,3,3,0,3,3,0,3,21,3,24
SAL20569,..,1589,1589,1477,517,1996,782,348,1131,673,219,897,220,96,320,120,73,195,3280,2841,6126
SAL20570,..,1046,1046,1291,186,1477,878,107,982,701,72,776,302,25,331,166,15,178,3340,1442,4783
SAL20571,..,3,3,10,0,10,3,0,3,0,0,0,0,0,0,0,0,0,19,3,26
SAL20572,..,17,17,37,7,43,25,0,25,21,0,21,5,0,5,7,0,7,101,24,121
SAL20573,..,13,13,34,0,37,7,0,7,11,0,11,5,0,5,4,0,4,65,12,76
SAL20574,..,733,733,846,116,955,359,93,448,365,37,406,95,3,98,18,0,18,1680,977,2660
SAL20575,..,856,856,1238,61,1303,476,0,478,340,0,340,148,0,148,55,0,55,2259,918,3177
SAL20576,..,26,26,47,0,47,20,0,20,17,0,17,10,0,10,4,0,4,93,26,115
SAL20577,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
SAL20578,..,14,14,17,0,26,12,0,12,12,0,12,8,0,8,0,0,0,52,12,66
SAL20579,..,8,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10
SAL20580,..,275,275,293,19,314,104,0,103,57,0,57,33,0,33,17,0,17,507,293,802
SAL20581,..,427,427,885,81,970,825,7,834,835,0,834,307,0,310,165,0,163,3015,526,3538
SAL20582,..,978,978,1960,113,2071,2015,33,2050,2589,14,2609,1044,3,1052,596,0,600,8217,1148,9358
SAL20583,..,6,6,5,4,9,8,0,8,10,0,11,4,0,4,4,0,4,32,8,41
SAL20584,..,10,10,11,0,11,5,0,5,3,0,3,0,0,0,0,0,0,19,10,33
SAL20585,..,3,3,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,17,3,18
SAL20586,..,19,19,38,0,34,17,0,17,8,0,8,7,0,7,8,0,8,68,16,83
SAL20587,..,3,3,11,0,11,5,0,5,0,0,0,6,0,6,0,0,0,28,3,33
SAL20588,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20589,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20590,..,119,119,171,15,188,244,3,249,250,0,248,129,0,126,83,0,83,875,137,1014
SAL20591,..,242,242,269,13,276,84,0,84,73,0,73,42,0,42,22,0,22,485,249,733
SAL20592,..,890,890,883,67,948,242,8,254,242,7,247,116,0,114,67,3,69,1542,979,2516
SAL20593,..,13,13,30,0,31,8,0,8,9,0,9,10,0,10,3,0,3,59,13,77
SAL20594,..,7,7,15,0,15,4,0,4,0,0,0,0,0,0,0,0,0,25,7,28
SAL20595,..,3,3,8,0,7,0,0,0,4,0,4,0,0,0,0,0,0,17,3,19
SAL20596,..,2585,2585,2945,406,3358,1549,322,1871,1587,133,1712,460,42,498,193,15,205,6733,3502,10230
SAL20597,..,761,761,856,114,974,515,53,562,544,18,568,132,9,146,53,0,54,2103,958,3067
SAL20598,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20599,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL20600,..,264,264,411,30,438,255,4,259,291,0,291,133,0,133,50,0,50,1139,293,1431
SAL20601,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20602,..,3,3,6,0,6,3,0,3,4,0,4,0,0,0,0,0,0,9,3,19
SAL20603,..,3,3,12,0,12,3,0,3,4,0,4,0,0,0,0,0,0,26,3,28
SAL20604,..,366,366,399,24,421,107,0,106,78,0,85,43,0,43,18,0,18,645,392,1028
SAL20605,..,23,23,44,3,49,26,0,25,17,0,17,22,0,22,0,0,0,114,23,137
SAL20606,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20607,..,1499,1499,1127,113,1247,448,18,466,370,21,392,169,13,185,81,3,88,2201,1671,3874
SAL20608,..,5,5,11,0,11,3,0,3,0,0,0,3,0,3,0,0,0,17,5,24
SAL20609,..,15,15,29,0,29,8,0,8,10,0,9,3,0,3,0,0,0,45,20,66
SAL20610,..,5,5,9,4,9,0,0,0,4,0,4,3,0,3,0,0,0,20,7,32
SAL20611,..,34,34,39,0,40,9,0,9,14,0,14,4,0,4,3,0,3,69,32,109
SAL20612,..,4,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16
SAL20613,..,131,131,257,13,271,116,0,118,140,0,143,66,0,66,26,0,26,610,146,753
SAL20614,..,214,214,168,10,185,40,0,40,32,0,32,17,0,17,6,0,6,265,228,488
SAL20615,..,32,32,38,4,40,16,6,18,7,10,19,5,0,4,3,0,3,65,50,118
SAL20616,..,1914,1914,1468,306,1770,337,139,477,188,41,228,57,3,57,41,0,41,2093,2396,4489
SAL20617,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SAL20618,..,8,8,23,0,23,3,0,3,11,0,11,0,0,0,0,0,0,40,8,52
SAL20619,..,12,12,18,0,18,8,0,8,4,0,4,0,0,0,0,0,0,31,12,47
SAL20620,..,51,51,66,0,62,27,0,25,41,0,41,26,0,26,3,0,3,161,50,214
SAL20621,..,42,42,162,5,167,44,0,44,54,0,54,31,0,31,5,0,5,293,46,338
SAL20622,..,3,3,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,7,3,9
SAL20623,..,4,4,3,0,3,0,0,0,3,0,3,4,0,4,0,0,0,7,4,17
SAL20624,..,247,247,259,19,276,182,3,183,136,0,137,92,3,93,83,0,84,745,281,1029
SAL20625,..,4,4,15,0,15,0,0,0,9,0,9,0,0,0,0,0,0,28,4,31
SAL20626,..,14,14,15,0,15,3,0,3,8,0,8,0,0,0,3,0,3,25,14,42
SAL20627,..,23,23,34,4,40,16,0,20,16,0,16,7,0,7,0,0,0,87,23,106
SAL20628,..,37,37,57,0,58,6,0,6,4,0,4,4,0,4,0,0,0,71,35,103
SAL20629,..,3,3,3,0,9,0,0,0,4,0,4,0,0,0,0,0,0,9,3,13
SAL20630,..,0,0,5,0,5,0,0,0,4,0,4,0,0,0,0,0,0,5,0,5
SAL20631,..,25,25,50,6,55,19,0,20,12,0,12,5,0,5,0,0,0,93,27,116
SAL20632,..,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,12,0,13
SAL20633,..,18,18,25,5,26,11,0,11,6,0,6,10,0,10,4,0,4,59,15,73
SAL20634,..,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
SAL20635,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4
SAL20636,..,15,15,23,0,26,8,0,8,5,0,5,0,0,0,4,0,4,47,12,62
SAL20637,..,6,6,17,3,18,3,0,3,5,0,5,5,0,5,0,0,0,28,10,33
SAL20638,..,20,20,21,3,20,0,0,0,9,0,9,5,0,5,0,0,0,36,25,59
SAL20639,..,134,134,209,15,222,45,0,46,39,0,39,18,0,18,15,0,15,333,148,477
SAL20640,..,1600,1600,1606,167,1777,938,48,984,663,7,672,307,7,308,247,4,251,3763,1836,5591
SAL20641,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15
SAL20642,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,3,19
SAL20643,..,11,11,10,0,10,6,0,6,3,0,3,0,0,0,0,0,0,21,11,39
SAL20644,..,184,184,172,10,186,65,0,65,36,0,36,11,0,11,6,0,6,292,193,484
SAL20645,..,18,18,27,4,29,5,0,5,9,0,9,0,0,0,0,0,0,46,15,64
SAL20646,..,30,30,37,0,41,22,0,22,14,0,14,16,0,16,5,0,5,86,31,121
SAL20647,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6
SAL20648,..,220,220,192,4,201,60,0,60,50,0,50,15,0,15,6,0,6,326,233,561
SAL20649,..,10,10,13,3,19,5,0,5,5,0,5,3,0,3,5,0,5,31,12,47
SAL20650,..,6,6,6,0,6,5,0,5,0,0,0,0,0,0,0,0,0,14,6,19
SAL20651,..,14,14,9,0,12,0,0,0,0,0,0,3,0,3,0,0,0,10,13,27
SAL20652,..,17,17,9,3,12,5,0,5,0,0,0,0,0,0,0,0,0,17,22,39
SAL20653,..,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL20654,..,31,31,81,10,92,40,0,38,29,0,29,23,0,23,4,0,4,179,36,213
SAL20655,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20656,..,4,4,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,6,4,10
SAL20657,..,955,955,1074,54,1121,271,8,280,229,3,228,117,0,117,39,0,39,1729,1015,2747
SAL20658,..,0,0,4,0,10,0,0,0,3,0,3,0,0,0,0,0,0,12,6,11
SAL20659,..,17,17,60,0,57,22,0,21,17,0,17,8,0,8,5,0,5,110,24,129
SAL20660,..,5,5,8,0,9,3,0,5,0,0,0,5,0,5,0,0,0,17,5,24
SAL20661,..,2546,2546,3765,280,4048,3739,95,3828,4689,52,4739,2199,21,2225,1569,14,1582,15954,3003,18957
SAL20662,..,1734,1734,1913,201,2117,1242,49,1288,1148,20,1164,511,4,518,375,3,384,5188,2016,7204
SAL20663,..,1012,1012,1470,99,1566,1296,29,1325,1825,8,1834,805,4,811,628,0,628,6030,1155,7177
SAL20664,..,982,982,1541,117,1655,1418,25,1448,1801,11,1808,782,4,788,594,0,597,6142,1141,7280
SAL20665,..,139,139,339,17,359,205,3,207,204,0,207,93,0,93,54,0,54,894,164,1060
SAL20666,..,916,916,1433,99,1526,1211,27,1236,1355,3,1361,628,0,628,426,3,429,5048,1056,6102
SAL20667,..,7,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,7,13
SAL20668,..,9,9,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,9,15
SAL20669,..,20,20,37,0,37,3,0,3,6,0,6,0,0,0,5,0,5,45,14,66
SAL20670,..,339,339,337,73,410,101,59,161,69,10,82,11,0,8,3,0,3,524,482,1001
SAL20671,..,37,37,31,0,29,4,0,4,3,0,3,3,0,3,3,0,3,44,40,91
SAL20672,..,455,455,473,27,499,149,0,149,143,0,143,63,0,64,13,0,13,839,483,1323
SAL20673,..,0,0,10,0,10,0,0,0,0,0,0,3,0,3,0,0,0,15,0,17
SAL20674,..,356,356,390,21,412,197,3,201,194,0,194,74,0,74,35,0,35,891,380,1272
SAL20675,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20676,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL20677,..,7,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,6,16
SAL20678,..,18,18,36,0,36,15,0,15,9,0,9,9,0,9,5,0,5,66,18,84
