SAL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SAL11550,168,486,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,491,7,..,175,491
SAL11551,2326,7354,127,182,250,411,380,590,40,74,124,220,0,0,0,0,26,67,187,358,0,0,0,0,0,0,0,3,0,3,5,6,2898,8315,149,..,3045,8315
SAL11552,990,2745,211,340,20,50,226,393,9,9,0,4,0,0,0,0,12,22,16,36,0,0,0,0,0,0,0,0,0,0,0,6,1240,3188,106,..,1351,3188
SAL11553,4037,9564,831,1416,110,190,942,1606,607,901,255,363,191,334,64,119,0,9,1119,1717,24,43,70,88,0,0,40,64,131,193,22,43,6253,13125,1530,..,7781,13125
SAL11554,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,5,..,18,32
SAL11555,28,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,68,0,..,28,68
SAL11556,38,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,79,14,..,51,79
SAL11557,210,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,9,0,0,0,0,0,0,0,0,0,0,0,8,218,705,12,..,226,705
SAL11558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11559,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,..,4,12
SAL11560,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,24,0,..,9,24
SAL11561,67,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,155,28,..,88,155
SAL11562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11563,77,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,197,8,..,84,197
SAL11564,485,1235,13,27,0,0,13,27,13,19,0,0,0,0,0,0,0,0,13,19,0,0,0,0,0,0,0,0,0,0,0,0,515,1290,31,..,549,1290
SAL11565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11567,659,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,660,1943,16,..,677,1943
SAL11568,27,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,12,10,11,19,52,114,3,..,49,114
SAL11569,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,7,..,15,23
SAL11570,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,..,6,17
SAL11571,4078,13150,35,94,145,383,188,477,104,179,9,13,0,0,0,0,29,78,136,273,0,0,0,0,0,0,0,4,0,4,7,7,4408,13915,130,..,4545,13915
SAL11572,1491,4758,45,96,123,295,167,397,300,573,1376,2605,139,257,74,110,20,43,1899,3586,0,0,0,0,0,0,7,17,7,17,7,9,3577,8771,290,..,3866,8771
SAL11573,54,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,152,4,..,64,152
SAL11574,58,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58,145,21,..,77,145
SAL11575,38,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,37,103,6,..,45,103
SAL11576,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,..,6,8
SAL11577,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,53,22,..,42,53
SAL11578,224,484,68,113,12,21,80,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,310,630,37,..,344,630
SAL11579,21,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,47,3,..,20,47
SAL11580,919,3174,7,11,14,50,25,62,0,0,0,0,0,0,0,0,8,19,8,19,0,0,0,0,0,0,0,0,0,0,0,0,948,3260,46,..,993,3260
SAL11581,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,47,0,..,23,47
SAL11582,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,..,4,13
SAL11583,27,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,85,9,..,40,85
SAL11584,77,181,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,81,191,24,..,107,191
SAL11585,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,25,64,0,..,24,64
SAL11586,896,2786,47,66,22,43,72,109,93,137,0,0,0,0,0,0,4,16,93,147,0,0,0,0,0,0,4,16,4,16,0,8,1072,3068,56,..,1126,3068
SAL11587,40,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,101,23,..,64,101
SAL11588,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,4,..,11,31
SAL11589,307,734,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,316,748,48,..,366,748
SAL11590,87,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,86,199,33,..,118,199
SAL11591,632,1822,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,634,1826,24,..,658,1826
SAL11592,33,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,72,9,..,43,72
SAL11593,24,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,63,4,..,26,63
SAL11594,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,..,7,11
SAL11595,39,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,91,11,..,43,91
SAL11596,24,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,11,25,0,0,38,107,11,..,46,107
SAL11597,61,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,62,149,7,..,68,149
SAL11598,1079,2796,45,77,14,13,61,86,44,63,0,0,0,0,0,0,0,0,51,64,0,0,0,0,0,0,0,0,0,0,0,3,1186,2953,81,..,1264,2953
SAL11599,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SAL11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11601,51,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,158,0,..,58,158
SAL11602,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0,..,9,23
SAL11603,281,632,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,7,13,0,5,0,0,0,3,0,0,5,0,0,0,289,647,18,..,301,647
SAL11604,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,..,5,11
SAL11605,2313,7725,37,116,258,818,291,934,58,87,16,18,0,0,0,0,12,23,81,136,0,0,0,0,0,0,13,27,13,27,0,10,2701,8826,105,..,2804,8826
SAL11606,74,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,198,17,..,88,198
SAL11607,743,1808,21,43,23,50,47,94,40,51,12,16,0,0,0,0,13,27,72,95,0,0,0,0,0,0,7,6,7,6,0,4,866,2008,47,..,911,2008
SAL11608,95,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,208,12,..,112,208
SAL11609,208,608,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,611,8,..,219,611
SAL11610,1174,3275,121,190,105,212,224,404,42,56,37,60,0,0,0,0,5,0,79,117,0,4,0,0,0,0,0,3,3,12,4,13,1489,3815,302,..,1791,3815
SAL11611,193,436,4,17,14,26,20,47,7,16,0,0,0,0,0,0,0,0,7,16,0,0,13,18,0,0,0,0,13,18,0,0,237,519,245,..,481,519
SAL11612,256,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,258,654,16,..,278,654
SAL11613,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,8,..,24,30
SAL11614,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,4,..,23,40
SAL11615,27,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,74,11,..,34,74
SAL11616,48,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,53,132,0,..,55,132
SAL11617,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,5,..,16,21
SAL11618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,3,0
SAL11619,18,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,70,7,..,31,70
SAL11620,26,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,86,3,..,31,86
SAL11621,15,28,3,9,378,614,388,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,653,11,..,409,653
SAL11622,256,634,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,4,255,649,17,..,271,649
SAL11623,1048,2427,35,54,0,0,35,54,47,70,0,0,0,0,0,0,0,0,47,70,7,18,0,0,0,0,4,10,14,22,0,3,1152,2574,190,..,1342,2574
SAL11624,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,0,..,15,40
SAL11625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11626,28,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,58,4,..,41,58
SAL11627,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,3,..,13,34
SAL11628,1443,4300,120,219,3,6,126,224,0,0,0,0,0,0,0,0,6,12,6,12,110,142,0,0,0,0,0,0,110,142,5,14,1686,4687,49,..,1736,4687
SAL11629,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,..,9,13
SAL11630,77,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,209,8,..,84,209
SAL11631,49,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,121,6,..,54,121
SAL11632,22,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,52,8,..,31,52
SAL11633,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,..,7,11
SAL11634,28,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,50,26,..,54,50
SAL11635,478,1068,6,7,0,0,4,10,86,140,11,21,0,0,0,0,0,0,94,159,0,0,0,0,0,0,3,5,3,5,0,0,588,1250,40,..,628,1250
SAL11636,21,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,67,5,..,30,67
SAL11637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,..,8,0
SAL11638,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,16,..,35,39
SAL11639,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,4,..,23,35
SAL11640,871,2757,493,1541,404,1399,887,2939,66,213,20,42,31,78,0,0,24,71,147,404,0,0,0,0,0,0,0,0,0,0,0,0,1903,6096,115,..,2015,6096
SAL11641,73,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,161,23,..,98,161
SAL11642,2308,7022,210,462,218,618,428,1078,274,431,1184,1874,861,1534,158,269,12,18,2483,4120,0,0,0,0,0,0,13,24,13,24,4,14,5238,12260,469,..,5709,12260
SAL11643,151,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,382,15,..,165,382
SAL11644,61,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,182,6,..,65,182
SAL11645,260,692,590,1270,1880,4191,2469,5464,371,577,1003,1633,820,1326,212,346,5,8,2405,3901,0,0,0,0,0,0,81,157,81,157,21,32,5231,10243,862,..,6098,10243
SAL11646,1768,5792,7,25,33,83,41,105,0,0,0,0,0,0,0,0,5,8,3,7,0,0,0,0,0,0,0,0,0,0,3,14,1821,5913,45,..,1868,5913
SAL11647,22,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,53,37,..,61,53
SAL11648,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,9,..,25,25
SAL11649,1317,4279,0,4,3,21,8,25,0,0,0,0,0,0,0,0,12,23,12,23,0,0,0,0,0,0,0,4,0,4,0,0,1340,4327,35,..,1369,4327
SAL11650,44,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,93,49,..,95,93
SAL11651,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,7,..,21,19
SAL11652,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,..,5,15
SAL11653,2329,5101,150,206,3,7,154,213,70,84,0,0,0,0,0,0,0,0,70,84,10,24,6,10,3,4,8,19,24,56,5,8,2577,5464,275,..,2854,5464
SAL11654,56,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,153,0,..,56,153
SAL11655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11656,124,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,122,411,9,..,128,411
SAL11657,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,..,5,3
SAL11658,47,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,147,10,..,57,147
SAL11659,24,79,7,4,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,78,12,..,44,78
SAL11660,1692,4802,57,92,19,33,81,125,3,10,11,14,0,0,0,0,4,9,24,31,0,0,0,0,0,0,0,0,0,0,0,0,1792,4953,102,..,1895,4953
SAL11661,72,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,74,156,10,..,87,156
SAL11662,1107,2864,71,120,34,45,100,172,53,68,0,0,0,0,0,0,4,7,60,78,0,0,0,0,0,0,3,4,6,8,0,3,1269,3121,60,..,1329,3121
SAL11663,1437,4928,7,39,23,72,35,103,3,0,0,0,0,0,0,0,5,7,5,13,0,0,0,0,0,0,0,0,0,0,0,0,1475,5046,39,..,1515,5046
SAL11664,37,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,107,0,..,40,107
SAL11665,105,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,330,8,..,112,330
SAL11666,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45,3,..,24,45
SAL11667,43,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,111,9,..,49,111
SAL11668,2233,7122,425,1028,489,1319,907,2342,16,43,0,5,27,78,0,0,21,64,75,192,0,0,0,0,0,0,7,15,7,15,5,12,3228,9677,153,..,3378,9677
SAL11669,1854,4685,93,118,0,0,93,118,60,87,0,0,0,0,0,0,4,4,68,93,0,0,0,0,0,0,0,0,0,0,0,0,2012,4892,114,..,2123,4892
SAL11670,33,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,72,13,..,43,72
SAL11671,1674,5319,337,503,202,430,535,933,28,39,0,0,0,0,0,0,10,14,33,52,0,0,0,0,0,0,0,0,0,0,0,0,2249,6310,76,..,2323,6310
SAL11672,147,359,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,364,40,..,199,364
SAL11673,33,101,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,102,0,..,39,102
SAL11674,7067,22747,130,303,447,1117,575,1419,12,24,88,181,42,83,0,0,7,18,153,306,0,0,0,0,0,0,0,0,0,0,9,10,7801,24485,218,..,8020,24485
SAL11675,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,0,..,15,33
SAL11676,675,1922,18,42,7,8,22,48,0,0,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,697,1981,35,..,731,1981
SAL11677,1111,3666,0,4,3,8,9,14,0,3,0,0,0,0,0,0,8,17,7,20,0,0,0,0,0,0,0,10,0,10,4,8,1130,3721,78,..,1210,3721
SAL11678,82,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,256,25,..,107,256
SAL11679,302,852,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,10,309,865,18,..,326,865
SAL11680,77,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,13,21,0,0,0,0,28,39,0,0,111,243,0,..,111,243
SAL11681,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,..,0,9
SAL11682,1195,2986,156,240,0,0,156,240,7,5,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,10,1358,3241,83,..,1438,3241
SAL11683,31,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,88,6,..,35,88
SAL11684,82,209,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,89,218,12,..,96,218
SAL11685,80,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,196,10,..,92,196
SAL11686,4374,15331,35,95,83,256,115,349,3,5,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4500,15681,87,..,4585,15681
SAL11687,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,..,5,13
SAL11688,910,2744,0,0,4,3,4,3,0,5,0,0,0,0,0,0,3,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,916,2765,38,..,953,2765
SAL11689,1234,2766,74,94,0,4,75,93,29,40,0,0,0,0,0,0,0,0,29,40,8,7,0,0,0,0,14,31,17,36,3,7,1359,2942,135,..,1498,2942
SAL11690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11691,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SAL11692,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49,5,..,24,49
SAL11693,691,2037,15,44,0,3,18,47,0,0,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,714,2086,24,..,735,2086
SAL11694,43,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,119,14,..,53,119
SAL11695,23,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,59,9,..,34,59
SAL11696,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,52,0,..,14,52
SAL11697,620,1784,6,14,0,5,16,18,6,5,0,0,0,0,0,0,0,0,6,5,4,8,3,3,0,3,0,0,6,11,3,4,648,1829,75,..,725,1829
SAL11698,36,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,99,7,..,45,99
SAL11699,37,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,74,30,..,64,74
SAL11700,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,30,4,..,14,30
SAL11701,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41,0,..,13,41
SAL11702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11703,28,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,81,10,..,38,81
SAL11704,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,5,..,19,34
SAL11705,52,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,10,0,0,57,136,3,..,59,136
SAL11706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
